age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_mid_transcriptions
25.0,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,data/speech_accent_archive/recordings/recordings/belarusan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,leas call stela ask her to bring thestings with her from the stor six poons of fresh snow piece five tek sleps of blue cheese and may be a snake for her broader bobe well also nee the small plastic snake and the beag to a frog for the kids she can scoob these tings into three red bugs and we will go meet her wenesday at the drain station
43.0,"minsk, belarus",belarusan2,belarusan,female,data/speech_accent_archive/recordings/recordings/belarusan2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tell her ask et o wingsy sinks with her forms a staw f six spoons of fresh snow piece five six slaps of blue cheest and may be a snake for her brother bob they also need a small plastic snake and  a big tofraw for the kets she can scoop the sinks into swee red bags and wite bill made her bunstecy at a fin stition
18.0,"gomel, belarus",belarusan3,belarusan,male,data/speech_accent_archive/recordings/recordings/belarusan3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask her to bring thes things with her from the store six spoons of fresnow piece fine thick slabs of blue cheese and maybe a snak for her brother balb we allsonee the small plastic snack and the big toy frock for the kiss she can scroop these things into three rad bags and we will go meet her weddings day at the train station
23.0,"dhaka, bangladesh",bengali1,bengali,male,data/speech_accent_archive/recordings/recordings/bengali1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stilla ask her to bring these things with her from the stoe six spoons of fresh snow pitch five thick splet of blucheese and maybe a snake for hir brother bob we also need a small plastick snake and a big ty frock for the kitcs she can spoke these things into their rid backs and we will go meet her ones day at drain station
18.0,"dhaka, bangladesh",bengali10,bengali,female,data/speech_accent_archive/recordings/recordings/bengali10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go admeet her wednesday at the transtation
34.0,"durgapur, west bengal, india",bengali11,bengali,male,data/speech_accent_archive/recordings/recordings/bengali11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big tay frog for the kits she can scoob these things into three red bags and we will go meet her wensday at the train station
33.0,"dhaka, bangladesh",bengali13,bengali,female,data/speech_accent_archive/recordings/recordings/bengali13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call istilla ask her to bring these things with her from the stole sixyspons of fresh snowpiece five thick slabs of bloe cheese and maybe a sneck for her brother pob we also need a small plastic snake snack snake and a big doy frog for the kits she can scoobe these things into three red bags and we 'll go meet her wense day at the train station
26.0,"kolkata, india",bengali14,bengali,male,data/speech_accent_archive/recordings/recordings/bengali14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise call stella ask her to bring these things with her from a store six spoons of red snow pees five thick slaps of blue cheese and maybe a snacke for a brother bob we also need a small plastic snake and a big toy frog for the kieds she can sko beest things into three red bags and we'll go meet her a redan sday at the train station
19.0,"sylhet, bangladesh",bengali17,bengali,female,data/speech_accent_archive/recordings/recordings/bengali17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prase called stella ask her to bring these things with her from the store six spoons of frech snowpiece five fix lamps of blue cheese and maybe a snack for her brother bob we also need a small clastic snake and a big twife rog for the kids she can scoap these things into three red bags and we will go meet her wenesday at the transtee shif
25.0,"lusaka, zambia",bengali2,bengali,female,data/speech_accent_archive/recordings/recordings/bengali2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pliese call stela ask her to bring these sings with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also eed a plassic snake and a big toy frog for the kits she can scoot these things into three red bags and we will go meet her wednesday at the train station
19.0,"dhaka, bangladesh",bengali3,bengali,female,data/speech_accent_archive/recordings/recordings/bengali3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from thi store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small clastic snack and a big toy frog for the kits she can scoobe these things into three red bags and we will go meet her wednesday at the trin station
29.0,"jamshedpur, jharkhand, india",bengali6,bengali,male,data/speech_accent_archive/recordings/recordings/bengali6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stole six spoons of fresh snow pees five thick slaps of blue cheese and maybe a smack for her brother bob we ought to need a small plastic snake and a big toy frog for the kids she can scoobe these things into three red bags and we will go meet her wednensday at the train station
54.0,"noakhali, bangladesh",bengali8,bengali,male,data/speech_accent_archive/recordings/recordings/bengali8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,is poristila aks her to bing ge stings with her from the stror sixty spoons of freshe smo pees hatig clubs of bru ties and maybe a sneck for a rother bob oyotuneed a small plastic snake and a big toy frog for de kee's chickens squob these tings into tee red bags and we wil go miter enis dey a de trani ste
21.0,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,data/speech_accent_archive/recordings/recordings/bosnian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise col stell ask her to bring these things with her from the store six poons of fresh snow piese five thick slipes of bue cheese and maybe a snake for her brother bu they also need a small plestic snake and a big toyfrog for the kits she can scoob these things into three red begs and we will go meet her weddnsday at the train stage
25.0,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,data/speech_accent_archive/recordings/recordings/bosnian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stow ask her to bring distincs with her from the store six spoons of fresh now piece fie thick slaps of boo cheese and maybe a sneck for her brother bob they also need the smol plastic snake and the big toy frok for the kits she can scoob distincs into tray red bags and we will go meet her bensdey at the traid station
20.0,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,data/speech_accent_archive/recordings/recordings/bosnian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call cella ask her to bring thes stings with her from the store six spoons of fresh snow piece five tick slabs of blue cheese and maybe a snake for her brother bob we also need the small plestic snake and the big toy frolk for the kits she can scoob thes stings into tree red begs and we will go meet her wednesday at the train station
25.0,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,data/speech_accent_archive/recordings/recordings/bosnian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,police call stala ask her to bring these dinks with her mam from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a sneck for her brother bob the also need a small plastic snake and a big doy frog for the kids she can scoov these dinks into tree red bags and we wi'll go meet her wednesday at the train station
29.0,"zenica, bosnia and herzegovina",bosnian6,bosnian,female,data/speech_accent_archive/recordings/recordings/bosnian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col scella ask her to bring these things with her from the store six spoons of fresh snowpiee five tick sleps of blue trees and maybe a snake for her broader bob we also need a smol plassic snake and a big toy frog for the kits she can scobe these tings in the tree at bags and we will go mit her wensday at the tray station
24.0,"sarajevo, bosnia and herzegovina",bosnian8,bosnian,female,data/speech_accent_archive/recordings/recordings/bosnian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask her to bring the tinks vid her from the store six spoons of the fresh no piese five tick slab of blue cheese and maybe a snacke for the her brother bob they also need the small plastic snake and the big toy fror frog for the kits she can scoop thestinks in the tree red bags and we will go meet her vansdey at the tray station
47.0,"sarajevo, bosnia and herzegovina",bosnian9,bosnian,male,data/speech_accent_archive/recordings/recordings/bosnian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tellah ask her to bring these things with her from the store six spoons of fresh snow pees five shix slebs of blue cheese and maybe a snack for her brother bob we also need a small plesic snake and a big toryfrop for the kits she can scoobe these things into three red beggs in it will go meet her wednesday at the train station
25.0,"plovdiv, bulgaria",bulgarian1,bulgarian,female,data/speech_accent_archive/recordings/recordings/bulgarian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plees costella ask her to bring these stings with her from the stare six pons of fresh snow pies five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastick snake and a big ty frog for the kids she can squoob these tings into three red bags and we will go mith her wednesday at the train station
21.0,"dobrich, bulgaria",bulgarian10,bulgarian,female,data/speech_accent_archive/recordings/recordings/bulgarian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fliscosthewa ask her to bring these things with her from the store six spoons of fresh snow peese five thick slaps of bue cheese and maybe a snack for her brother bob we also need a small plassic snake and a big toyfro o its a big toy frog for the kits she can scoop these things into three red bags and we go meet her onesday at the transstation
30.0,"sofia, bulgaria",bulgarian12,bulgarian,female,data/speech_accent_archive/recordings/recordings/bulgarian12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring this fings with her from the stare six poons of fresh snow bees five thick slaps of blue cheese and may be a snacke for her brother bob we also need a small plastic snake and a big doy frowk for the gits she can scoob this fings in two free radbags and we will go meet her ones day at the train station
20.0,"chirpan, bulgaria",bulgarian13,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoons of fresh snow peece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a smoll plastic snake and a big toy frog for the kids she can scoob these things into the into three red bags and we will go to meet her wensday at the train station
22.0,"varna, bulgaria",bulgarian15,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue treese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for her for the kids she can scoob these things into three red bags and will go and will do we will meet her wenesday at the transtation
21.0,"kyustendil, bulgaria",bulgarian16,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co cella ask her to bring these things with her from the stole six spoons of fresh now beese five tic slaps of blue cheese and maybe a snap of horedabob we also need a small blestic snake ant victophero for the kidds she can schoo these things into tree redbaks and we'll go meet her wense day at the transtation
31.0,"sofia, bulgaria",bulgarian17,bulgarian,female,data/speech_accent_archive/recordings/recordings/bulgarian17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sthella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need the smel plastic snake and the big toy frog for the kids she can scoob these things into three red bags and we will go meet her wednesday at the train station
20.0,"razlog, bulgaria",bulgarian18,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow piese five tick slaps of blue cheese and may be a snack for her bronabob we also need a small plastic snake and a bictoy frog for lekits she can scoob these things into tree red backs and we will go meet her wensday at the train station
27.0,"sofia, bulgaria",bulgarian3,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co scella ask her to bring these things with her from the store sixpoons of fresh snow piese five thick slobs of blue cheese and maybe a snack for her brother bob we also need a small plostick snake and a beat toy frog for the kits she can scoot these things into three red bags and we will get that we will go meet her wednesday at the thrane station
22.0,"plovdiv, bulgaria",bulgarian4,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,priesco prisco stelle her to bring destinks with her from from the stor six spoons of fresh snow pies fie sticks slaps of blue cheese and maybe a snack for her brother book we also need a small plastic snake and a big toy froo for the for the froo kits she can scoob dhe stinks into twu red bags and buugo meet her wenesday at the tren station
23.0,"sofia, bulgaria",bulgarian5,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please scol stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also meede a small plastlic snake and a big toyfrock for the kits she can scoop these things into three red bags and we will go meet her wens day at the train station
27.0,"ruse, bulgaria",bulgarian6,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gol stella ask her to bring these things with her from the store sixspoons af fresh snow piece five thick slups of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a bicto frofgh with kits she can scoove these things into three red bags and we will go meet her wenstead at twin station
18.0,"stara zagora, bulgaria",bulgarian7,bulgarian,male,data/speech_accent_archive/recordings/recordings/bulgarian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stal six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bop we also need a small plastic snake and a big toyfrock for the kits she can scoobe these things into three red bags and we will go meet her wednesday at the train station
31.0,"ruse, bulgaria",bulgarian9,bulgarian,female,data/speech_accent_archive/recordings/recordings/bulgarian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frock for the kits she can scoob these things into three red backs and we will go meet her wednesday at the train station
29.0,"yangon, myanmar",burmese2,burmese,male,data/speech_accent_archive/recordings/recordings/burmese2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call star ask how to brin these dens woid our from the staw six spones off frush snow pees five thick slups of blue chees and maybe a snuff or brawd ub pob we also need a small plasti snake and au big twi frock for the kits she can scoop these dens into three rad backs and we woul go meet our wonesday at the train station
25.0,"xiamen, fujian, china",cantonese10,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costera ask her to bring these vings with her from the stall six spoons of rash snow piece five fek snap of brute cheese and maybe a snacp for ar brother bop we also need a small plastick's neck and a big tor flock for the kiss she can scoop these vings into free ret backs and we will go meet her wenesday at the chain station
22.0,"hong kong, china",cantonese11,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask herd to bring these things with her from the store sixbeds of rash now pees pattak snaps of blue cheese and we be snappe for her brother bob we'll so lead a small plasteck's neck and the big toy frock for the kits she can scoop these things into three abbacks and we will go mith her band stay at the trang station
20.0,"macau, china",cantonese12,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call astela ask her to bring this stinks with her from the store six spoons of fresh snow pees five big slaps of blue cheese and maybe a sneck for a brother bob we also need a small plastic snake and a big toy frok for the kids she can scoobe these stinks into three red bags and we will go meet her wednesday at the train station
21.0,"hong kong, china",cantonese13,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call cella ask her to bring these things with her from the stool six spoons of fresh snew piese five thick sleps of blue cheese and may be a sneck for a brother bob we also need a small plastic snak and a big toy frock for the kitts she can scoop these things into three red backs and we will go meet her wednesday at the train station
19.0,"hong kong, china",cantonese14,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ca stella i shold bring this things with her from the stare six boes out frash snow piece five stick laps out blee chiss admbe a snack for her brother bub we also need a small plastick snack and a big toy fropfert's kiss she can sco this things into three rackbacks and we will go meet her wenesday in the traing station
31.0,"qingyuan, guangdong, china",cantonese15,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caw stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a sneck for her brother bab we also need a small plastic snake and a big toy fog for the kids she can scool these things into three rep bags and we'll go meet her wednesday at the train station
29.0,"hong kong, china",cantonese16,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things to the formis door six burs of fresh snow piese five thick slamps of blue cheese and maybe as neck for a brother of all wilsel need a small plastic snak ind a big toy frog for the kits she can scoot these things in the three red bags and we'll gomeet her wednesday at the train station
26.0,"hong kong, china",cantonese17,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue chee eath and maybe a sneck for her brother bob we else i need a small plastic snake and a big toy frog for the kids she can scoob these things into three red bags and we will go meet her wednesday at the train station
19.0,"hong kong, china",cantonese18,cantonese,male,data/speech_accent_archive/recordings/recordings/cantonese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh now pees five thick slabs of blue cheese and may be a snack for a brother bob we also need a smold plastic snak and a big toy frock for the kids she can scoobe these things in the three red bags and we will go meet her wednesday at the trane station
18.0,"hong kong, china",cantonese21,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,priss costella ask her to brang this thing wip her from the stowe six sproon of frashed snow pies fie thick snapped up tro cheese and maybe a snick for her brother bob we also knick a small pratise neck and a beg toy fross for the kies she can scroob this thing into three rap bats and we'll go mit her rens day at the trank station
30.0,"hong kong, china",cantonese22,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring these things with her from the store six spoons of fresh snow piece five fix slats of blue cheese and may be a snack for her brother balp we allso neet the small plastick snake and the big tor frog for the kitts she can scoop these things into three wret bags and we'll go meet her wence day at the train station
33.0,"hong kong, china",cantonese23,cantonese,male,data/speech_accent_archive/recordings/recordings/cantonese23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring these thing with her from the store six puns of fresh snowspiece five thick slaps of blue cheese and mib a snake for her brother bob wil enly the small plastic snake and a bit toyfrock for the kats sickan scoop these things into three ret baks and we will go meet her on wednesday at the trin station
22.0,"hong kong, china",cantonese3,cantonese,male,data/speech_accent_archive/recordings/recordings/cantonese3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co a steller ask her to bring these things with her from a stoll six quints of frasnopiece five tick slaps of blu cheese and may be a sneck for a bout a bab we also need a small plaw stick's neck and a beg toy fro frquits she can scude these things into three rack bags and we will go meet her wednesday at a shring station
31.0,"hong kong, china",cantonese7,cantonese,male,data/speech_accent_archive/recordings/recordings/cantonese7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costala ask her to brang these things with her from this thor six spoons of fresh snow piese five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plassic snake and a bake toyfrog for the kates she can scoop these things into three rat bads and we will go mit her wednesday at the train station
23.0,"hong kong, china",cantonese8,cantonese,female,data/speech_accent_archive/recordings/recordings/cantonese8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring these things with her from the store six spoons out fresh nill pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snick and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wence day at a train station
22.0,"hong kong, china",cantonese9,cantonese,male,data/speech_accent_archive/recordings/recordings/cantonese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from stol six spoons of fresh snow pees five thick slaps of blue cheese and may be a snack for her brother bog we also need a small plastic snake and a big toy fralk for the kits she can scoop these things into three red backs and we will go meet her wednesday at the train station
39.0,"tarragona, spain",catalan1,catalan,male,data/speech_accent_archive/recordings/recordings/catalan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleece call stella ask hare to bring these tings with har from the store six spoons of freeish snow piece fie thick slaps of ru cheese and may be a snack for her brother bobe who are to need a small blastick snake and a big doy frock for the kees she can scoop these stings into three red backs and we will go meet hare wenesday at the train station
