age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_large_transcriptions
43.0,"englewood, tennessee, usa",english23,english,male,data/speech_accent_archive/recordings/recordings/english23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six pouns of fresh snow pease five thick slabs of blue cheese and mabe a  nack for her brother bob we also need a smalll plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
35.0,"launceston, tasmania, australia",english230,english,male,data/speech_accent_archive/recordings/recordings/english230.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stelac ask her to bring these things with her from the stor six spoons of freshkno pes five thick slabs of blue ceese and maybe a snak for a brother bob we also ned a plactic snake and a big toy frog for the kids she can scup these things into three red bags and we will go meet her wednesday at the train station
22.0,"tampa, florida, usa",english231,english,male,data/speech_accent_archive/recordings/recordings/english231.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things wither from the store sixspoons of fresh no pease five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"metairie, louisiana, usa",english232,english,female,data/speech_accent_archive/recordings/recordings/english232.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask chto bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"edmonton, alberta, canada",english233,english,female,data/speech_accent_archive/recordings/recordings/english233.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpes five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
49.0,"bloomington, indiana, usa",english234,english,male,data/speech_accent_archive/recordings/recordings/english234.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
52.0,"richmond, virginia, usa",english235,english,female,data/speech_accent_archive/recordings/recordings/english235.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
44.0,"st. charles, illinois, usa",english236,english,male,data/speech_accent_archive/recordings/recordings/english236.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"jeffersonville, ohio, usa",english237,english,female,data/speech_accent_archive/recordings/recordings/english237.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"vancouver, british  columbia, canada",english238,english,female,data/speech_accent_archive/recordings/recordings/english238.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue chees and mabe a snat for her brother baub we also need a small prastic snake and big toy frog for the kids she can scoop these thinks into three red bags and we will meet her wednesday at the train stati
19.0,"fort kobbe, panama",english239,english,male,data/speech_accent_archive/recordings/recordings/english239.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
37.0,"glasgow, scotland, uk",english24,english,male,data/speech_accent_archive/recordings/recordings/english24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also ned a small plastic snak and a big toy frog for the kids she can scop these things into three red bags and well go meet her on weddingsday at the train station
26.0,"guelph, ontario, canada",english240,english,male,data/speech_accent_archive/recordings/recordings/english240.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons o fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also ned a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"wanganui, new zealand",english241,english,female,data/speech_accent_archive/recordings/recordings/english241.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pes five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wedesday at the train station
77.0,"laurel, mississippi, usa",english242,english,female,data/speech_accent_archive/recordings/recordings/english242.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleaase call stela ask her to bring these things with her from the store six spoons of fresh snowpies five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesdaay at the train station
27.0,"fredericton, new brunswick, canada",english243,english,male,data/speech_accent_archive/recordings/recordings/english243.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpes five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and well go meet her wednesday at the train station
23.0,"san francisco, california, usa",english244,english,male,data/speech_accent_archive/recordings/recordings/english244.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue chees and maybe a snack for her brother bab we also need a small plastic snak and a big toy frog for the kids she can scoop these things inta three red bags and we will go meet her wednesday at the train station
25.0,"pittsburgh, pennsylvania, usa",english245,english,male,data/speech_accent_archive/recordings/recordings/english245.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store sixpoons of fresh knopiece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"los angeles, california, usa",english246,english,male,data/speech_accent_archive/recordings/recordings/english246.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snopeies five thick slabs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
33.0,"prince rupert, british columbia, canada",english247,english,male,data/speech_accent_archive/recordings/recordings/english247.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"philadelphia, pennsylvania, usa",english248,english,female,data/speech_accent_archive/recordings/recordings/english248.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
29.0,"boston, massachusetts, usa",english249,english,female,data/speech_accent_archive/recordings/recordings/english249.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thic slabs o blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scop these things into three red bags and we will go met her ones day at the train station
57.0,"atlanta, georgia, usa",english25,english,male,data/speech_accent_archive/recordings/recordings/english25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
19.0,"chester, england, uk",english250,english,male,data/speech_accent_archive/recordings/recordings/english250.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask heer to bring these fings of her from the store six spoons of fresh no pes five fix slaps of blu cheese and maybe a snuck for heb over bob we also need a small pus snake and a big ty fok for the kids she can scoop these fings iif we ad bogs and we will go meet her wenesday at the train station
21.0,"mt. kisco, new york, usa",english251,english,male,data/speech_accent_archive/recordings/recordings/english251.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh sno pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and well go meet her wednesday at the train station
25.0,"san jose ca, california, usa",english252,english,female,data/speech_accent_archive/recordings/recordings/english252.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue chees and may be a snack for her brother bob we also need a small plasstic snake and a big toyfrog for the kids shecan scoope these things into three red bags an we will meet her wenesday at the train station
21.0,"dublin, ireland",english253,english,male,data/speech_accent_archive/recordings/recordings/english253.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plasstic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
39.0,"eugene, oregon, usa",english254,english,male,data/speech_accent_archive/recordings/recordings/english254.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"oamaru, new zealand",english255,english,female,data/speech_accent_archive/recordings/recordings/english255.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stala ask her to bring these things with her from the store six spouns of fresh snowpeise five thick slivs of blue chese and may be a snack for hea brother bob we also need a small plasstic snake and a big toy frog for the kids she can scoop these things into three reed bags and we will go meet her wenesday at the train station
23.0,"laurinburg, north carolina, usa",english256,english,male,data/speech_accent_archive/recordings/recordings/english256.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh no pes five thick slabs of blue chees and mayby a snack for her brother bob wey also need a small plastic snake and a big toy frog for the kids she can scop these things into three red bags andi w go mee her weneseday at the train station
24.0,"san diego, california, usa",english257,english,male,data/speech_accent_archive/recordings/recordings/english257.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
24.0,"kilkenny, ireland",english258,english,male,data/speech_accent_archive/recordings/recordings/english258.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"singapore, singapore",english259,english,male,data/speech_accent_archive/recordings/recordings/english259.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella askd her to bring these things with her from the store sixpoons of fresh nal piese five thick slaps of blue cheese and maybe a snak for bradepo we also need a smal plastic snake and a big tie frock for the kids she cans cqup these things into three red backs and we wll go meet her wensay at the traien station
18.0,"phoenix, arizona, usa",english260,english,female,data/speech_accent_archive/recordings/recordings/english260.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big tooy frog for the kids she can scupe these things into three red bags and we will go meet her wednesday at the train station
60.0,"naylor, maryland, usa",english262,english,male,data/speech_accent_archive/recordings/recordings/english262.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal he stella ac her to bring these things with her from the store six spoons of fresh snow peas fiive thick slavs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rd bags and we will go meet hera wensday at the train station
21.0,"oak forest, illinois, usa",english263,english,male,data/speech_accent_archive/recordings/recordings/english263.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her oednesday at the train station
21.0,"freemont, california, usa",english264,english,male,data/speech_accent_archive/recordings/recordings/english264.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
31.0,"vancouver wa, washington, usa",english265,english,male,data/speech_accent_archive/recordings/recordings/english265.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slavs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
18.0,"san diego, california, usa",english266,english,male,data/speech_accent_archive/recordings/recordings/english266.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go met her wednesday at the train station
66.0,"leeds, uk",english267,english,male,data/speech_accent_archive/recordings/recordings/english267.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring lis things with the front stor sixspuns of fresh snow piese five tix obs o blue cheese and mabbe a snack for a broue bob we also need a small plastic snake and a big toy frog for kids shecan scoup these things into three red bags and well go meet er wensday at train stasion
67.0,"leeds, uk",english268,english,female,data/speech_accent_archive/recordings/recordings/english268.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things wither from the stoore six spoons of fresh snok pees five thickslafs of blue cheese and maybe a snak for a brother bob wel also need a small plastic snake and a big toy frog for the kids she can scut these things into these three red bags and well go and meet  wednesday at the traine station
22.0,"adelaide, australia",english269,english,female,data/speech_accent_archive/recordings/recordings/english269.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpis five thick slibs of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scupe these things into three red bags and we will go meet her wednesday at the train station
37.0,"smith island, maryland, usa",english27,english,female,data/speech_accent_archive/recordings/recordings/english27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caul stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a smile plastic snake and a big toy frog for the kids she can scoop these things into three red bags and well go meet her wednesday ata train station
29.0,"cape town, south africa",english270,english,male,data/speech_accent_archive/recordings/recordings/english270.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askher to bring these things with her from the store sixpoons of fresh snow peiese fe thick slabs of blue chees nd maybe a snak for ra brother bob we also ne a small plastic snake and a big toy frog for the kids she can scroop these things into three red bags nd well go meet e wensday at the train station
32.0,"cape town, south africa",english271,english,female,data/speech_accent_archive/recordings/recordings/english271.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things withe from the store six spoons of fresh snow pias five thick slabs of blue ches and maybe a snack for a brother bob we also need a small plastic snack and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her winsday at the tran station
20.0,"dallas, texas, usa",english272,english,male,data/speech_accent_archive/recordings/recordings/english272.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh sno peis five thick slibes of blue cheese and maybe a snack for ea brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we wll go meet her wednesday at the train station
46.0,"blue bell, pennsylvania, usa",english273,english,male,data/speech_accent_archive/recordings/recordings/english273.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we willgo meet her wednesday at the train station
25.0,"sydney, australia",english274,english,female,data/speech_accent_archive/recordings/recordings/english274.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"clifton, new jersey, usa",english275,english,female,data/speech_accent_archive/recordings/recordings/english275.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"chattanooga, tennessee, usa",english276,english,female,data/speech_accent_archive/recordings/recordings/english276.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a bigg toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
48.0,"hudson, new york, usa",english277,english,female,data/speech_accent_archive/recordings/recordings/english277.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpes five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"augusta, georgia, usa",english278,english,female,data/speech_accent_archive/recordings/recordings/english278.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spons of fresh snow pease five thick slabs of blue cheese and may be a snike for her brother bab we also need a small pplastic snake and a big toy frog for the kids she can skop these things into three red bags and we will go meet her wenesday at turn station
30.0,"singapore, singapore",english279,english,female,data/speech_accent_archive/recordings/recordings/english279.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick sleps of blue cheese and maybe a sneck for her brother bob we also need a small plastic snake and a big toy frogk for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
54.0,"toronto, ontario, canada",english28,english,male,data/speech_accent_archive/recordings/recordings/english28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stoore six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snak and a big toy frog for the kids she can scoop these things into three red bags and we will go meet here wednesday at the train station
