age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeech_large_transcriptions
52.0,"wanganui, new zealand",english241,english,female,data/speech_accent_archive/recordings/recordings/english241.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eplease coll stealaee askig to bring these things with her from the stoe sics sbons of fresh sno pes five fhic sladbs of blu ces and maybe a snak fo he brother bollbe whe also need small plastic snak an a bigtoy frog fo the cidse she cun scuob thes things into threered bagse and wil go meate whedensta at the trainstationee
77.0,"laurel, mississippi, usa",english242,english,female,data/speech_accent_archive/recordings/recordings/english242.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stella ask her to bring these things  with her from the stor sic spons a freshs nopes five thick slabs of blu ches and mabe a snatg for her broher bob whe also nede smalle plastic snak and a bigtoy frob for the kids she can schop these things into thre red bagsand whe will go met her wensday at thetrainstation
27.0,"fredericton, new brunswick, canada",english243,english,male,data/speech_accent_archive/recordings/recordings/english243.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas caols stella askued to bring thes things wither from the store sics spons of fresh snow peties five thic slabs blu cees and maybe a snack for her brother bob we also need of small plastic snake and a big toy frog for the kids she can schot thes things into thre red bags  and wel go meter wensday at the trainstation
23.0,"san francisco, california, usa",english244,english,male,data/speech_accent_archive/recordings/recordings/english244.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas calstellaeaskore brig thes things with her from the store sic spoons of fresh snow pes  fid thig slabs o blu ches nd maybe snagk for her brother bobewhe also need a small plastic snakeand a big toyfrog fr the kidse she gen s coop dtheas things into thre red bagsed we will go met her wensday at the trainstatsion
25.0,"pittsburgh, pennsylvania, usa",english245,english,male,data/speech_accent_archive/recordings/recordings/english245.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cous stellaeee as cor to bring thes things wither from the s tor sis boons fresh no pes five thic slabs of blu chese and maybe a snack for her brother bobewe also need smal plastic snak in a big toyfrog for the kids she can scop these things into three red bags and we ll go met her whensday the trainstationeee
32.0,"los angeles, california, usa",english246,english,male,data/speech_accent_archive/recordings/recordings/english246.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ascurd to bring these things wither from the stor sis pons her fresh sno pes five fick slabs o blu chees and maybe e snacke for her brother bob we also nee a small plastic snak and a big toyfrog for the kids she can skop these things into thre red bags and melego meter whensday at the train station
33.0,"prince rupert, british columbia, canada",english247,english,male,data/speech_accent_archive/recordings/recordings/english247.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals stella asckurdto bring these things wither from the stor sic  pons a fresh snow pees five fhic slabs o blu chees and maybe snacke for her brother bob we also nee a smalle plastic snak and big toy frog for the kits she can schoop these things into thre red bags and we ill go met her wens day t the train station
18.0,"philadelphia, pennsylvania, usa",english248,english,female,data/speech_accent_archive/recordings/recordings/english248.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costell  ascor to bring lese things with her from lhe stor sik spons of fresh snowpes  five thick slabs of blu ches and maybe a snack for her brother bobwe also need smal plastic snak and a big toy frog fthe cids she can scop thes things into thre red bags and relgow meat her wens day at the train staton
29.0,"boston, massachusetts, usa",english249,english,female,data/speech_accent_archive/recordings/recordings/english249.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase cos tella asckur brane lhese things witherfon tor si pon s frr snopis  biig slabs blou chees n ab snak for brither bobioso ner smal plasti snaife in big toi frol forthe kids she can scily things into thre red bags and oiogo mether whens day the train station
57.0,"atlanta, georgia, usa",english25,english,male,data/speech_accent_archive/recordings/recordings/english25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stella escort bring these things with her from the stor sic poons o fresh snowpees five thic slabs blu cees and mabe a snag fore brother bobwe also nee a smalle plastic snac a big toy froll for the ckids shegen scoop the stangs into thre red bags and we will go mee her winsdy at the train station
19.0,"chester, england, uk",english250,english,male,data/speech_accent_archive/recordings/recordings/english250.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gostelaskit bingnys fings iver from the sto sixpoins fres no pies fiv fic slob sublue chesamebias snock fo her bover bobwe also ned  a small pssic snak ndthe big toyfog for the kids she an skipd fhings  into fre red bogsanmeivego meter wensday ot the trainstation
21.0,"mt. kisco, new york, usa",english251,english,male,data/speech_accent_archive/recordings/recordings/english251.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstellaask her to bring these things with her from the stor sic poons a fresh snopes five fic labs blu chesand maybe e snac for her brother bob whe also nee smalle plastic snake and a big toy frog fthe kids she cen scop thes things into tr red bags and wll go met her whensday intoe trainstation     o
25.0,"san jose ca, california, usa",english252,english,female,data/speech_accent_archive/recordings/recordings/english252.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cos tell os gor o brinng ne things wither from the s tore si poun s ofres s nopes bieti slaps bluses ad maybe a s nuk for hr brother bob whe also ee a small pas i snake and big toyfrok forth kidsshin s chuplistins into thre red bags and wom meet hr wens day at tetrin station
21.0,"dublin, ireland",english253,english,male,data/speech_accent_archive/recordings/recordings/english253.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stella asgkod obring thes things wither from the store si spons o fressh s now pees folive tak slolbs of blu cheese annaybe a snack fo her brother bolbwe also nee a small plasstic snak ond big toy frog for the kids she cn sco thes things into thre red bags and wmoeveiego mether wens dy at the trainstation
39.0,"eugene, oregon, usa",english254,english,male,data/speech_accent_archive/recordings/recordings/english254.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleas call stellae  ascurt od bring these things wither from the stor si  bons a fresh snow peesefive thic slabs o blu chees and maybe a snacg for her brother bobwhe also nee a small plastic snack and a big toy frog for the kids she can scop these things into thre red bagsand wel go met her wensday at the train station
24.0,"oamaru, new zealand",english255,english,female,data/speech_accent_archive/recordings/recordings/english255.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peas co stala oskurd a bring e things with her fol stor si pons o frish snopese pbihi eds o blou cisand mabe a  sneck fo her brother bob we allso ned a small pasetni snade and big toy frol forthe kidse she  an ske e tings into thre red bages  and we will go met her winstay at the trainstaton
23.0,"laurinburg, north carolina, usa",english256,english,male,data/speech_accent_archive/recordings/recordings/english256.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese collstella ascorte ringny sings with her fro the store sic spoms o fresh nopees five tick slabs blu cees nd revie stnank for her brother bob also nee small plastic snake in a big toyfrogticids shickscoity tins inte thr red bags wl gomi her whensday after train station
24.0,"san diego, california, usa",english257,english,male,data/speech_accent_archive/recordings/recordings/english257.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella aschortor bring mes things with her from the store sicspons a fres sno pees five tic slabs of ble ches  and maybea snack for her brother bob we also nee a small plastic snake and i big toy frog for the kidse  she caln scop these things into thre red bags and we wll go met her wensday at the train station
24.0,"kilkenny, ireland",english258,english,male,data/speech_accent_archive/recordings/recordings/english258.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coled s tella asscort bring these things wither from the stor sis spons o fresh snow pes five thic slabs blu chesand maybe a snack for her brother bob we also need a small plastic snack  and big toyfrog for the ckids she can scoop these things into thre red bagsand we wile go met her wends day at the train station
23.0,"singapore, singapore",english259,english,male,data/speech_accent_archive/recordings/recordings/english259.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fples cos talo usk hel to brig thestings whith he from the sto sixpons o fresshs nol piese five fic lams uh blu ches and maybe a snag for britdepolrisoni a small plasti snahe canebic tod frog fot kitsshgesu these things into thre red beaks andwrilgomet hoe andestiade tristation
18.0,"phoenix, arizona, usa",english260,english,female,data/speech_accent_archive/recordings/recordings/english260.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cale stella askor to bring nes things with her from the stor sic pongs or fresh s nopes fie thik slabs of blu chees and maibies snack for her brother bob whe also nee a smal plastic snake and in big toyfrobg for the kids she can scup these things into thre red bags and livlgo met her whensday at te train staseon  b  bb
60.0,"naylor, maryland, usa",english262,english,male,data/speech_accent_archive/recordings/recordings/english262.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas coo stella axert braiing thes tangse wotther from the store sispoons of frs sno pees  fire fhi slabes blu cees  and maybe a snach for her brother bob we also need a small plastic snce nd a bic toy frog for the kids shecanscoop destngs into thre red bags and we will go meter wenslyat te trainstatione
21.0,"oak forest, illinois, usa",english263,english,male,data/speech_accent_archive/recordings/recordings/english263.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cal stella askor to bring theses things with her from the stor siks spons of fresh snowpeese five tfhic slabs of blu cheese and mybe snackd for her brother bob we also nee a smalle plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we mill go meat her wens day a the train stathem
21.0,"freemont, california, usa",english264,english,male,data/speech_accent_archive/recordings/recordings/english264.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella askcrto bring thes things with her from the store sis spoons fresh snowpes five thick slabs blu chees and maybe a snack for her brother bom whe also ne small plastic snake in big toy fog forthe kids she can scop thes things into thre red bags and well go met her winsday at the trainstation
31.0,"vancouver wa, washington, usa",english265,english,male,data/speech_accent_archive/recordings/recordings/english265.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caols stella ascuerdto bring thes tings with her from the stor sis pons fresh snow pes five tic slabs o blu ces ad mabe a snack for her brother bobwea lso neat a small plastic snak and a big toy frog for the kids she an sco th sings into thre red bags and we wlgo met her wensday at the train statieon
18.0,"san diego, california, usa",english266,english,male,data/speech_accent_archive/recordings/recordings/english266.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ff please call stello askuerdto bring thes things wither fromhe storm si spons of fressh snopes five fick slabs o blu ces and mabvis snach for her brotherbob we also need a smal plastic snake n a big toy frog for the kids she can skup these things into three redbags and wewl go met her whens day at the trainstation
66.0,"leeds, uk",english267,english,male,data/speech_accent_archive/recordings/recordings/english267.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eee plos collstellaeeeeemascuti brinli stings with e rumpstoeeee shicxpons  fressh snopesl fivetic sime e blu ches andmemb a snaere brother bobebhe ollso ned a small plastic snakeeand a big toy frog fot kids shicn sculestings into thre red bags e andwllgoe mete wensde  trainstacionf
67.0,"leeds, uk",english268,english,female,data/speech_accent_archive/recordings/recordings/english268.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas couse stela  ascude brig news things wither from the store sic pons  fress snopes five tik s laste blu ts and mabe snafberer brother bob  with l sane s mall plastig snahe n a bigtoy frod fothe kcids hackin go e singd into le thr red bifes  nd wilgomeatin wensday at the trainstationeeeee
22.0,"adelaide, australia",english269,english,female,data/speech_accent_archive/recordings/recordings/english269.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos s tella as k hete bringly things with he from the stoe si prense he fress snopees five tig sludbs of blu cees and mabie snack fo her brother bobwhe also need a smolle plastic snake in e big toy frod fothe kids she can s cup the things into thre red bags and we wi go met heue whensday t the train station
37.0,"smith island, maryland, usa",english27,english,female,data/speech_accent_archive/recordings/recordings/english27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pplease costella askher to bring these things with her from the stor si spons fresno pees pe ic slabs o blu ches and mabe  snagd for her brother bob  wet also nee a smal plastic snak in a big toy frob for the kids sheickin sho  these things into three red bags and will gomet her wenstad the trainstasion
29.0,"cape town, south africa",english270,english,male,data/speech_accent_archive/recordings/recordings/english270.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plas golle stale osked to bring me things wither from the store sixpons o fresh sno pes  fati slabs blou ses mabe snach foe brother bobno alsoe neh smalle plastic snak in te big toiy frog folthe kids  shucginschoh thy things into thr red bags woil go meto winsted the train station
32.0,"cape town, south africa",english271,english,female,data/speech_accent_archive/recordings/recordings/english271.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colle stalou  askhed to pling thes things fooethere from the stoe si pons o fesh sno pes   five this ladbs of blu chees and maybe snag foe brother bob we also need a smalle plastic snak and o bigtoyfrog fo the kids  she can scoople things into thrhehed bags and wrevlgo mete wh insted dhe train stathion    ooo
20.0,"dallas, texas, usa",english272,english,male,data/speech_accent_archive/recordings/recordings/english272.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals stella askcue to bring thes things wither from the stor sis bons of fresh sno pes five fig slibs blu ches and maybe a snack ford brother bob w elso neet a small plastic snak in a big toy frog for the kids she can scoop thes things into thre red bags and well go met her whensday the train station
46.0,"blue bell, pennsylvania, usa",english273,english,male,data/speech_accent_archive/recordings/recordings/english273.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellaascurdo bring these things wither from the stor sick spons of fresh snopes five thick slabs of blueu cheese and maybe a snach for her brother bob we also nee a small plastic snacke and a big toy frog for the kids she caln scoop these things into thre red bags and we will go met er wensday at the train station    o
25.0,"sydney, australia",english274,english,female,data/speech_accent_archive/recordings/recordings/english274.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pplease colle stella aske to bring these things with he from the stoe sig spons fresh sno pes five fhik slabs o blu ches and mabe a snack fer her brother bob we also need small plastic snae and a big tof frog fothe kids she can scip these things into thr red bags and we wille go met her wensdate the train station
20.0,"clifton, new jersey, usa",english275,english,female,data/speech_accent_archive/recordings/recordings/english275.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stoescrto bring nes things with her from the stor si   pons a fresh snow pes five bhix slabs of blu cese and maybe a snack for her brother bobwhe also need  small plastic snake and a big toyfrogd forth cids she can skhop thes things into thre red bags and molgo met her whensday at the trin station
50.0,"chattanooga, tennessee, usa",english276,english,female,data/speech_accent_archive/recordings/recordings/english276.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cos tilla as curtr brang mes thangs with her from the stor  sis pon stor fresh now pes fhive fhic slab si blu tes and ma be s nag forher brotherbob we also need a s mall plastic snacg and victoy frog for the kidse she cln s cop hes thngs anto thre red bags  and we will go met her wensday at the train staton
48.0,"hudson, new york, usa",english277,english,female,data/speech_accent_archive/recordings/recordings/english277.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stella askoer to bring these things with her from the stor si poons oa fresh snopes five thigk slabs of blu chees and mabe snakh for her brother bob whe also nee a small plastic snake in a big toyfrog for the kids she can scop these things into thre red bags and weel go met her wensday at the train station
18.0,"augusta, georgia, usa",english278,english,female,data/speech_accent_archive/recordings/recordings/english278.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas co telae fter to brinly chings witt her tom storei  pangs  fresh snopes eee five fhi labs  blu cesee and may be snacked for her broer boew allso nee smal pastic snak in a big toyfrod forthe kidtisesho can sny sngs into thre red bags and wewlgo met her wensda a transation
30.0,"singapore, singapore",english279,english,female,data/speech_accent_archive/recordings/recordings/english279.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask e to bring these things wit her from the sto sis spoons of fresh sno pees five thig slaps of blu cheesand mybe a snack fo her brother bobwe also need a small plastic snak and a big toy fro for the kids she can sqo tee things into thr red bags and we wile go met her wensday at the trainstation
54.0,"toronto, ontario, canada",english28,english,male,data/speech_accent_archive/recordings/recordings/english28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask her ta bring these things wither from the store six spoons of fresh snow pes five thik slabs o blu chees and mabe a snack for herbrother bob whe also nee a small plastic snak and a big toy frog for the kids shecun scoop these things into thre red bags and we will gol met her whensday at the train stasion
19.0,"ramsey, isle of man",english280,english,female,data/speech_accent_archive/recordings/recordings/english280.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fples cols stelle aska to bring thes hins with her from the sto sics pons of fres snowpesefie tic slubs of blu chese and mabeie snack for her brother bovgbhe also need a small plastic snace and a big toyfrog fothe kids she cun scopthes things into three red bags and whilgow meat her wetboestday at the train station
23.0,"ramsey mn, minnesota, usa",english281,english,male,data/speech_accent_archive/recordings/recordings/english281.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stella asskurd bring these things with her from the stor sic poons a fresh snopees five thik slabs of blu chees and maibe a snak for herbrother bob we also ne smalle plastic snak in o big toy frog forthe kids she en scup thes things into three red bags and we will go met her whensday at te train statieon
20.0,"tampa, florida, usa",english282,english,male,data/speech_accent_archive/recordings/recordings/english282.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella askure to bring thes things with her from the stor sics spons hor fresh snow pees five fi slabs o blu chees and maybe a snack for her brother bob we also knee a small plastic snake in a big toy frog for the kids she cen scoop the sings into thre red bags and mellgo met her wonesday t the train staytion
18.0,"pelham, new york, usa",english283,english,male,data/speech_accent_archive/recordings/recordings/english283.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cosstella  askorte bring these things bether from the stor sik  bons a freshno pees five fhic slabs o blu ches and may thi snacked for her brother bob we alsto need smalle plasstic snake and big toy frog for the kids shegen scoob these things into three red bags and we will go meat her wensday aftter train staton
33.0,"gainesville, florida, usa",english284,english,male,data/speech_accent_archive/recordings/recordings/english284.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas call stella  askurd o bring the things wither from the stor sic sphons e fresh snopes five fic slabs o blueu cees and maybe a snach for her borther bobwe also e a small plastic snak in a big toyfroged for the kids shic en schuply things into three red bags and wevlge met her winsday at the train stathion
50.0,"melbourne, australia",english285,english,male,data/speech_accent_archive/recordings/recordings/english285.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eepleas colstella asked to bring thes things witheur from the sto six spons of fresh sno pes five thick slabs of blu chees  and maybe as snache for ar brother bobee we also ned a small plastic snak and a big toy frog fo the kidse shei can schup thes things into thre red bags and wol go met heur wensday at the train stationeeeeee
21.0,"beaumont, texas, usa",english286,english,female,data/speech_accent_archive/recordings/recordings/english286.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella aster to bring these things wither from the stor sic pons a fresh snow pees  five thick slabs blu chees and maybe a snak fer brother bob we also nee a small plasstic snak and a big toyfrog fo the kids she can sckop these things into thre red bags and we will go met her winsty at the train station r
27.0,"singapore, singapore",english287,english,female,data/speech_accent_archive/recordings/recordings/english287.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eples cos tlo oscator breme stingsiffer from the sto sispon subfresionale pes fiv tigslap s  blutes  andnebar snac for her brotherbom we also nd e smal plastic snae an the big toyfo fo kids she can s cupe stingks into thrvridebags  and orogometo wens day at the train station
26.0,"st. louis, missouri, usa",english288,english,female,data/speech_accent_archive/recordings/recordings/english288.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askur to bring thes things with her from the s tor si pons of fresh snopes five fick slabes blu ches and maybe snack for her brother bob whe also nee a small plastic snake an a big toy frog fr the kids she can scop thes things into thre red bags and we wilgo met her wensday at the train station
19.0,"fairfax, virginia, usa",english289,english,female,data/speech_accent_archive/recordings/recordings/english289.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colls stella  ascurt bring thee things  with her from the store sic spoons o fresh snow pes  five fhich slabes of blu tshees ind maybe snack for her brother bob wheth also nee small plastic snake in a big toy frog r the kidsee shecan scope de things into tre red bags and woglolggo meat her wensda te trainstation
20.0,"duluth, georgia, usa",english290,english,male,data/speech_accent_archive/recordings/recordings/english290.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colle stallo ascurt bring these things with her from the stor  sic pons fresh snopes five thick slabs blou cjesand maybe snach for her brother bob whe also nee small plastic snakand a pic tooye frog for the kidts she on sckuc thes things into thre red bags and woll go met her wens daynthedrayns dacion
18.0,"belize city, belize",english291,english,male,data/speech_accent_archive/recordings/recordings/english291.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella oskert bring these things wither from the stor si pons ofe fresh sno pes five fic slubs of blu cheesnd mabe a s nuc for her brother bobwhe also nee small plastic snake and bigtoy frog for the kidsshe con scoop theese things into thre red bags and we will go met her wins le a the train staton
