age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_small_transcriptions
37.0,"carthage, missouri, usa",english351,english,male,data/speech_accent_archive/recordings/recordings/english351.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ascer to bring these things wither from the sdor sik spooons of fresh snopeeese five hik slabs of blu cheese  and maybe a snac for her brother bobwe also neeed a plasdik snake and a big toiy frog for the kis she can scoup thease things in the three red bags and we ill go meet her wendsday at the trainstation
25.0,"singapore, singapore",english352,english,male,data/speech_accent_archive/recordings/recordings/english352.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stalaask her to bring distings with her from the stallsikspoons of fresh snow peasefive tiksleps of blu cheeasea mabius sneck fo her brither ballwe also neeat a small plostic snake and a big ty frok for the cidsshe can scoop this tings in to tree red baks and rewill go meat her went the sta at the traingstation
18.0,"saskatoon, saskatchewan, canada",english353,english,male,data/speech_accent_archive/recordings/recordings/english353.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stella askcer to bring lese tings with her from the storesix oons of fresh sno peese five thicslabs of lu ceese and maybeousnack for her brother bob we also neet a small plasthicsnake and a big toy frog for the kids she con scoop thes things into three read bags and well go met her wen sday at the trainstation
23.0,"christchurch, new zealand",english354,english,female,data/speech_accent_archive/recordings/recordings/english354.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cole stela iscery to braegy thens with vee from the storsikspins re fresh snow pees five weekslbs of blu cheese an mabious snace for her brother boubwhe also need a smol plase tik snat n a vigtoy frog for the keedsshe comscroupthe hins an to threered bogs and lelblme r winds stay atthe transtention
19.0,"los angeles, california, usa",english355,english,male,data/speech_accent_archive/recordings/recordings/english355.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stalaask her to bring these things with her from the storesic spoons a ffresh snow peesefive thick sabbs of blue cheeese and maybe a snack or her brother bobwe also ne a smal plastic snak and big toy frog for the kidsshe can scup these things into three red bags and we will go beat her wen stat the trains station
23.0,"morden, manitoba, canada",english356,english,female,data/speech_accent_archive/recordings/recordings/english356.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecall stalaask er to bring these things wither from the store sics spoons of fresh snow peese five thicslabs of blu cheese and aybe a snack fr her brother bobwe allso ned a small plastic snae and a big toy frog for the kids she can scoop these things into three red bags and we wlll go meat her wins day at the trainstation
24.0,"alto, georgia, usa",english357,english,male,data/speech_accent_archive/recordings/recordings/english357.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steala askhurbrin these things with her from the store sic spooons oaf fresh snow peese five thick slabbs of blu chese it maybe oa snack for her brother bobwe also need a small plsicc snake in a big toy forogs for the kdsshe can scrip these things in the three red bags and weill golm meate her winds day at the transtation
19.0,"fredericton, new brunswick, canada",english358,english,male,data/speech_accent_archive/recordings/recordings/english358.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas clstellaascolebrereas things wither from the storesicspooons of fresh snow peesive hic slaes of bluecheese an mabeye a snac fr brother ballwe all so meet a smalclastic snake  a big toy fro for he kinsshe can schupies thingfin the three red bagsnwewill go meet her nesdae at the transtisii
32.0,"sackville, new brunswick, canada",english359,english,male,data/speech_accent_archive/recordings/recordings/english359.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellaauscor to bring these things with her from the storesic spoons of fresh snow peese five thik slabs of blu cheese and maybe a snac for her brother bobwe also need a small plstic snac in a big toy frog for the kids she can scoop these things into three red bags and we will gol meet her wenstay at the trainstation
60.0,"arcadia, wisconsin, usa",english36,english,male,data/speech_accent_archive/recordings/recordings/english36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease call stellawask her to bring dies things ither from the starsikspoogs orf ffresh sinalpeasefive thic slabbs o blu cheease and maybe a snak for he brother bobweallso neate a small plastic snak and a big toiy frog ort a kidsshe kan scoop ties things into three read bags and wellble meather winstay at the trainstation
19.0,"erie, pennsylvania, usa",english360,english,female,data/speech_accent_archive/recordings/recordings/english360.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caules stella asker to bring these things wither from the storesic spooons a fresh sno peeese fie tic slabs of blue eeese and mabious snack for her brother bobwe allso neeed a smallplastic snak and a big toy frog for the kidsshe can scoop these things into three red bags and we will gomeat her wensday at the trans tation
21.0,"cork, ireland",english362,english,male,data/speech_accent_archive/recordings/recordings/english362.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask fer to bring these things wither from the stoore sicxboons of fresh snow peese fif tiks slabs of blu cheese and maybe a snacke for her brother bophwe al so neet a smal plastic snagand a ig tawly frog for th kidsshe can scooptese things into tree red bagsand we will go meet or windsta at the traanstation
20.0,"castle donington, uk",english363,english,male,data/speech_accent_archive/recordings/recordings/english363.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coole stellaasct sould bring theese things wither from the stoorsik spooons of fresh lupeeseffie thik slabs of blu cheesenadiaa snac for a bofther brobwe also need a smalplasstaksnake on a bing thoic frog fr the kidsshe can scoop theese things into three raed bagsand will go meat her wenstay at the trainslation
28.0,"sydney, australia",english364,english,female,data/speech_accent_archive/recordings/recordings/english364.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase cald stelausceato bring theaes things with her from the stowsik spuons of fresh snoy pas five tikslabs of blu chas an mayea snak for her brother bobwe also nade a small plastic snak and a big toyfrug for the kidsshe con scip theese things into three red bags and we will go meat her wans day at the trainstation
52.0,"oxford, uk",english365,english,male,data/speech_accent_archive/recordings/recordings/english365.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stlaolsco to bring these things r wither from the stowesicspuins of fresh sno pees five thic slbs of blu chees and maybe a snack for her brother obwe al soned a smale plastic smak and a big toy frog for the kidsshe can scoop these things in the three red ags a weill go meeta wensday at the trainstation
25.0,"bournesmouth, uk",english366,english,female,data/speech_accent_archive/recordings/recordings/english366.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease col stula oscer tobring these things with her from the storsicspoons a fresh sno peeesefivve fic slabes of blu cheeeseand mabios snak for her brother bobwe allso need a smal plusstic sakand bic tory frog for the cidsshe can sceepe theese things into three red bags and we will go met her wensday att thtrainstation
25.0,"birkenhead, uk",english367,english,female,data/speech_accent_archive/recordings/recordings/english367.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coled stalascret to bring these things withe from the stooresiks spoons of fresh snow peeese five thik slups of blu cheese a mabius nack for he botherbbwealson neete a smale plostic snak an a big tory frog fr thecedsshe can scok these things into three red bugs ond weal gomeeto rene state the transtation
43.0,"strattford-on-avon, uk",english368,english,male,data/speech_accent_archive/recordings/recordings/english368.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cool stellaosker to bring theese things withe from the stosik spoons of fresh snow peesefive thic slabs of blu cheeeseand maybea snace for her brother bobwe also need a smal plastic snayc and a big toy frog for the cidsshe can scoop these things into three red agsand we will go meet her wensday at the trainstation
27.0,"mcminnville, oregon, usa",english369,english,male,data/speech_accent_archive/recordings/recordings/english369.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ascor to bring thes things wither from the store sicspoons of fresh snow pees five thick sleabs of blu cheese and maye a snak for her rother bob we also ned a small planstic snak an a big toyfrog for the kids she can scoup these things in to three red bags and we will gol meat her wendsdday at the trains tation
28.0,"yole, india",english37,english,female,data/speech_accent_archive/recordings/recordings/english37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stela scer to bring thes things with her from the store sicsspoons of fresh snow pease five fic slabs of blu cheese and mebia snack for her brother bopwe also need a small plastik snakand a big toy frog for the kids she can scoop these things into three bags and we will go meeter wan sday atd the transtation
22.0,"pondicherry, india",english370,english,male,data/speech_accent_archive/recordings/recordings/english370.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stellaascrto bring these things wither from the storesic spoons of fresh snow peesefive thik slabes of blu cheeseanabi a snak for her brother vobwe allso need a small plastic snakean a big toy frog for the kidsshe can scoup thes ting s into threee red bagsand we il gol meether wensday at the trangstation
27.0,"colorado springs, colorado, usa",english371,english,female,data/speech_accent_archive/recordings/recordings/english371.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla askher to bring thes things with her from the store sicspoons of fresh sno peese five thike slabs of blu cheeese and maybious snack for her brother bob we also need a small plastic snake in a big toyfrog for the kids she can scoop these thing s into three red bags and wewill go meat her wensday at the ranstation
22.0,"russellville, kentucky, usa",english373,english,male,data/speech_accent_archive/recordings/recordings/english373.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stelaasfor to bring these things with her from the store siks spoons of fresh snow peeese five thik slabs of blu ceeese and maybe a snacke for her brother bob we also eed a small lastic snace in a big toy frog for the kids she can scoop these things into three red bags and we will gol meet her instay at the trainstation
36.0,"milford haven, wales, uk",english374,english,male,data/speech_accent_archive/recordings/recordings/english374.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cold stellaoscer to bring these things with her from the storesixpos oa fresh no peesefive fik slubs of bluw cheese maybieou snuck for ea brother bob we also need a small plstiksnac on tha bicg toyfrog for the cedsshe coalnd scoop these things in toe three redbogs and we wl del meet her wensday at the trainstation
28.0,"manchester, connecticut, usa",english375,english,male,data/speech_accent_archive/recordings/recordings/english375.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals stellaask our to bring these things wither from the stooresixspoons ad fresh sno peese five thicslabs a blu cheese and maybe a snacke fr her bother bobwe allso need a small plassticsnak and id big twye frog for the kidsshe could scop these thing s into three red bags and we wil go meeter whens theyad the drain station
46.0,"pasadena, california, usa",english376,english,male,data/speech_accent_archive/recordings/recordings/english376.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stella ascr to bring thes things wither from the store sicspooons of fresh snopeeese five thick slabs of blu cheeese and may be a snack for her brother bob we allsow neat a small plastic snake an a vig toy frogd for the kidsshe can scoop thes things into threy red dags and we will go meat her winsday at the trainstation
32.0,"trenton, michigan, usa",english377,english,female,data/speech_accent_archive/recordings/recordings/english377.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cosd toba ask her to bring mes things with her from the stooresicpoons of fressnaw peees five biks labes oh blu chees and abiosnack for her rother bobwe allso ed a small pleastic snak in a big toy from for the kits she can scophes things into threebags and wey will go meat her en saite the transtation
38.0,"silver spring, maryland, usa",english378,english,female,data/speech_accent_archive/recordings/recordings/english378.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please fal sella ascor to bring these things wither from the stoor sikspooons of fresh snow peeese five thick slabes of blu heese and maybeusnac for her rother bod whe also neet a small pustic snik and a big toy frog for the its she con scop these things in the three red bags and we will go meet her wen say at th train sticio
43.0,"summit, new jersey, usa",english379,english,male,data/speech_accent_archive/recordings/recordings/english379.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please pal sfellawaskher to bring meese things with her from the store sic spoons of fresh snow peese  five pick slags of ble cheees and maybia snake for her brother bobwe allso need a small plastic snak and anvigtory frog for the kids she can s coop ese things into three red bags and we will goman her wings they at the trainstation
27.0,"littlehampton, uk",english38,english,male,data/speech_accent_archive/recordings/recordings/english38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cows stalamousca to bring these things with her from the stolsicspoons of fres sno peaese five thikslabbs of blu cheese a maybe a snake for her brother bobwe llso neede a smale plestik snake and a big toyfrog fr the kids she con scop these things into three red bags and we will go met her wensday at ha trainstation
34.0,"roanoke, virginia, usa",english380,english,female,data/speech_accent_archive/recordings/recordings/english380.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald steallaas er to bring bese things wither from the stoore sik spoons of fresh snow peese five fik slabs of blu chese and maybe a snak for her brother obwe all so me t a small plastic snake an a big toy frob for the kisshe caln scoup thes things into threee red bags and we will ggo meat her wendstay at the trains tation
34.0,"arlington, virginia, usa",english382,english,male,data/speech_accent_archive/recordings/recordings/english382.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calsd stealla ask her to bring these things with her from the storesic spoons of fresh sno peese five thick slabes of blu cheeese ind maybe a snack for her brother bobwe also net h sall plastic snak an a big toy frow for the kivesshe can scoup theese things an three she can scop tese things into three red bags and we wil allso and we wil go meet her wends day at the transtation
32.0,"washington, district of columbia, usa",english383,english,female,data/speech_accent_archive/recordings/recordings/english383.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stlla asker to bring thes tings with her from the stooresixpoons of fresh no peeese five ticsalabes of blu cheeese and maybea snacd for her brotherbobwe also neet a small plasticnak in a big toy frolg for the kidsshe can scrup tese things into threee red bags and we wilgo meet heere when stay at the transation
57.0,"williamson, west virginia, usa",english384,english,male,data/speech_accent_archive/recordings/recordings/english384.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stalaaskher to breeden these things wither from the storesicspoons of fresh snow peese five hick slabs of blu cheeseand maybe a snaked for her brother bobwe also mete a small pastic snape and a big toyfrog for the kidsshe can scoop these things into threethree red bags and we will go met her wins te at the transtation
56.0,"los angeles, california, usa",english386,english,female,data/speech_accent_archive/recordings/recordings/english386.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla asker to bring thes things wither from the stor sicspoons of fresh sno peesebive thic slabs of blu cheeeseand mabioas snack for her brother bobwe also need a small pllastic snac and a big toy frog for the kidsshe can scoop these things into three re bags and we will go meet her wensday at the treenstation
21.0,"lancaster, california, usa",english387,english,female,data/speech_accent_archive/recordings/recordings/english387.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stla scortor bring thes things with her from the sorsic throu the fres nopeesfivefiksslaves of blu heese en mabeus snack for her brother bobwe all so neta a small cosive snake an a big toyfrog for the cisshe can scoup ease things into fhery red bagsand we will go met her wnsday athe trayteasion
71.0,"aldie, virginia, usa",english389,english,female,data/speech_accent_archive/recordings/recordings/english389.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cos dollarascur to brang thes thaings an ret her from the sdorsicspones of fresh anow peeesfive things lans of bluw cheees an maybe as snacpfor her brother bawlwe also need a small plans o snake an a big tar frow for the idsshe gonscoop thes things into three lags and well ga big her wans t at the transtation
59.0,"new orleans, louisiana, usa",english39,english,female,data/speech_accent_archive/recordings/recordings/english39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stallerasker to bring these things with her from this sdorsicspooons rfresh no pese five thic slebs of blu cheese an maybioa snak for her brother bobwe alstow ned a small plastic snak in a big toy frob for the kids she coan scop these things into threered bags and we will gol meet her wend sday at the trainstation
58.0,"washington, district of columbia, usa",english393,english,female,data/speech_accent_archive/recordings/recordings/english393.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals stallaask her to bring these things with her from the storsicspoons of fresh snow peeesefive thic slabs f blu cheeveseid maybe a snacd for her brother bobwe also neae a small plastic snakean a big toy frog for the kidesshe can scoop thease things into threee red bags and we will go meat with her wendstee at the traine station
82.0,"aiken, south carolina, usa",english394,english,female,data/speech_accent_archive/recordings/recordings/english394.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plescasdla ast her to bring these things with her from the storsikspoons of freshno peeesed five fik slabs of blu chees and may be a smak for her brother mawe also need a small plastic snaig an a big toy frold for the kidsshe can scoop these things into three red bags and we will go met her windstee at the traine station
39.0,"alexandria, virginia, usa",english395,english,male,data/speech_accent_archive/recordings/recordings/english395.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls stalaas her to bring thes things wither from the stooresicsboons of ffresh snokes peesefive tik slaps of blu cheeese and maybe a snac for her brother bobwe also need a small plassic snak and a big toy fralg for the kidsshe can scoop these things up intha three red bags and webll lal mea her wins day athe traindstation
53.0,"dudley, uk",english40,english,male,data/speech_accent_archive/recordings/recordings/english40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stelaaske to bring these things withee from the stolsicsspilons ar fresh snow pees forifthic slapswith bluu cheese e maybios snake for a brother gob we also need a smal plastic snakan a big toy frog for the cits she can scip these things into three red banks hen we will go meet wenstey i the trainstation
59.0,"shanklin, isle of wight, uk",english400,english,female,data/speech_accent_archive/recordings/recordings/english400.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecalled sdellaascer to bring theese things wither from the store sicspoons of fresh sno peeese five thick slabs of blu cheese and maybe a s nack for her brother bobwe also need a small plastic snake an a big toyfrog for the kidsshe oan scroup these tings into three red bags and we will go meet her wendstay at the treanstithion
26.0,"lucerne, switzerland",english401,english,male,data/speech_accent_archive/recordings/recordings/english401.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coles stilla usker to bring these things wither from the stow sikspoons of fresh snu peeesefive ficslebs of blue cheeese and maybe a snack for her brother bobwe also nete a small plestic snak and a big toy frog fo the kids she can scuup these things into three red bags and will go meet her wens day at the transtation
26.0,"canberra, australia",english402,english,female,data/speech_accent_archive/recordings/recordings/english402.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stella ask her to bring these things wither from the stow sikspoons of ffresh snou pees five fikslubbs of blue cheese and mayvia snak for her brothe bop we lstone a small plassiksmak an a big toy frog fo the kids shecan scup these things into threee red bags and wiwl gmeed her winta at the tream station
29.0,"sydney, australia",english403,english,female,data/speech_accent_archive/recordings/recordings/english403.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coth stall osscarto bring be things with her rom the storesixsoons of fresh snow peasefive teicslabs of blu chasan maybe a snec ffor her brother bob oy alsoy needd a small plastic snake and a big toy frog frou the kids she can scretly thingsing threee red bags and we will go to met her winstay at a transtation
29.0,"windsor, australia",english404,english,male,data/speech_accent_archive/recordings/recordings/english404.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coled stilla oscour to bring these things wither from the stow siks spoons of fresh snopees fie thick sebs of blue chees and mybe a snake fo her brother bob we llso nade a smale plustic snak an d a big toy frog for the kids she can scip thes things intoto three red bags and we will go meate windsday at the transtation
32.0,"geelong, australia",english405,english,female,data/speech_accent_archive/recordings/recordings/english405.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cool stelaoscuar to bring these things withe rom the stowsikpoons of fresh sno peese five thikslubs of blu cheese and maybieoa snake for her brother bobwe also nee a smale plstic snak and a big toy frog for the kidsshe can scruop these things in to three redd bags and wi will go me her wendsday at the trandstation
24.0,"pensacola, florida, usa",english406,english,female,data/speech_accent_archive/recordings/recordings/english406.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askor to bring thease things with her from the store sicspoons of fresh snopees five thics lipes of lue cheeese and maybe a sneck for her brotherbobwe als on yed a smallplasssic snake and a big twoy frog for the kidsshe can scoup these things in the three red bags and we will go meete her windstay at the trains dation
47.0,"windsor, ontario, canada",english407,english,male,data/speech_accent_archive/recordings/recordings/english407.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stealaaskher to bring these things wither from the storesics spoons of fresh sno pee five fix labs of blu cheese and maybia snac for her brother bobwe also need a small plasticsnak  and a big toy frog for the kidsshe can stoop these things into three red bagsand we will go meat her wen sta at the train station
64.0,"lynwood, california, usa",english408,english,male,data/speech_accent_archive/recordings/recordings/english408.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stellaask heur to bring theese things with her from the stor sik spooons of fresh snow peesefive fik slabs of blu cheese and maybe a snac for her brother bobwe also neete a small plastic snak in a big toy frog for the kids she can scoop these things in the three red bags and we will go meat her wins tay at the transtation
60.0,"maitland, australia",english409,english,female,data/speech_accent_archive/recordings/recordings/english409.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coald stille ask her to bring these things with her from the stolsik spoons of fresh snow peese five thik slabbs of blu cheese and maybea snake for her brother bobwe also need a small clastic snak and a big toy frob for the kidsshe con scrip these tings in ta threee red bags in well gon meet her winds day af the transtation
