age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeechsat_base_transcriptions
66.0,"leeds, uk",english267,english,male,data/speech_accent_archive/recordings/recordings/english267.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please galstellar uske to bring leds things with u rmstol six poons ar fresh snow pese five six arms of blue cheese and mebi snack ri brille bab we also need a small plustic ech and a big toy frog fot kids shik scoot these things into three red bags and wi'll go mta wensdy at transfassion
67.0,"leeds, uk",english268,english,female,data/speech_accent_archive/recordings/recordings/english268.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please goll astella ask er to bring these things wither from the store six spoons of fresh snowk peiese five thick slavs of blue cheese and may be a snap fromr her brother bob will also leade a small plastic snake and a big toy front for the tits she can sclupe these things into these three red bags and will go and mate a wednesday at the tra station
22.0,"adelaide, australia",english269,english,female,data/speech_accent_archive/recordings/recordings/english269.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colsdella ask her to bring these things with her from the store six springs of fresh snow pes five thick slabes of blue cheese and may be asneck for her brother bob we also need a small plestic snake in a big toy frog for the kids she conscuped these things into three red bags and we will go to meet her wednesday at the train station
37.0,"smith island, maryland, usa",english27,english,female,data/speech_accent_archive/recordings/recordings/english27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cowstella ask her to bring these things with her from the stoore six spuns of fresh snudpiece five thick slaves of blue cheese and may be a snack for her brother byb we also neede a smallplastic snake and a big toyfrog for the kuits she can scoop these things into three red bags and will go meet her wednesday at the train station
29.0,"cape town, south africa",english270,english,male,data/speech_accent_archive/recordings/recordings/english270.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace col stella aske to bring these things with her from the storke six spoons of fresh snow piese farthic slabs of blue cheese or may be snag for brother bob we also neea small plastics neck in a big toy frog for the kits she can scroop these things into three red bags andwill go meet o wednesday at the train station
32.0,"cape town, south africa",english271,english,female,data/speech_accent_archive/recordings/recordings/english271.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,poleace call steyler ask her to bring these things fort her from the store six spoons of fresh snow pes five thicx lebs of blue cheese and may be a snack for a brother bab wel also need a small blestic neck and a big toy frub for the kids she can scroop these things into three eid bags and we will go meata wednsday at the grain station
20.0,"dallas, texas, usa",english272,english,male,data/speech_accent_archive/recordings/recordings/english272.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick slives of blue cheese and may be a sneck for a brother bab we also neet a small placic snake and a big toy frog for the kids she can schoop these things into three red bags and we'll go meet her wednesday at the train station
46.0,"blue bell, pennsylvania, usa",english273,english,male,data/speech_accent_archive/recordings/recordings/english273.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"sydney, australia",english274,english,female,data/speech_accent_archive/recordings/recordings/english274.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place col stella ask her to bring these things with her from the store six spoorns of fresh snow pease five thick slabs of blue cheese and may be a sneack for her brother bab we also neate a small pustic snake and a big toy frolk for the kids she can scrup these things into three red bags and we will go meet her wednesday at the train station
20.0,"clifton, new jersey, usa",english275,english,female,data/speech_accent_archive/recordings/recordings/english275.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sthola ask her to bring these things with her from the store six spoons of fresh snow pese five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plast ic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"chattanooga, tennessee, usa",english276,english,female,data/speech_accent_archive/recordings/recordings/english276.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring these things with her from the store sixspoons of fresh snow peese five thix lamps of blue cheese and may be a snack for her bryther bob we also need a small plasictegg and a big toi frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
48.0,"hudson, new york, usa",english277,english,female,data/speech_accent_archive/recordings/recordings/english277.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go a meet her wednesday at the train station
18.0,"augusta, georgia, usa",english278,english,female,data/speech_accent_archive/recordings/recordings/english278.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spins of fresh snow peas five thix slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scape these things into three red bags and we will go meet her wednesday at turn station
30.0,"singapore, singapore",english279,english,female,data/speech_accent_archive/recordings/recordings/english279.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the star six spoons of fresh snow peiese five thick slaps of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
54.0,"toronto, ontario, canada",english28,english,male,data/speech_accent_archive/recordings/recordings/english28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stela ask her to bring these things with her from this door six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"ramsey, isle of man",english280,english,female,data/speech_accent_archive/recordings/recordings/english280.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella asker to bring these things with her from the stall six spoons of fresh snowpiece five thick slubs of blue cheese and may be a snack fur her brother bove we also need a small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go meet her weddnsday at the train station
23.0,"ramsey mn, minnesota, usa",english281,english,male,data/speech_accent_archive/recordings/recordings/english281.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstela ask to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bab we also neet a small plastic snake ind a big toiy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"tampa, florida, usa",english282,english,male,data/speech_accent_archive/recordings/recordings/english282.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from this store six spoons of fresh snow pees five thick slabs of blue cheese and may be a sneck for her brother bob we also neet a small plassic snake ind a big toiyfrog for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
18.0,"pelham, new york, usa",english283,english,male,data/speech_accent_archive/recordings/recordings/english283.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow pese five thicx slaves of bluet cheese ands may be a snock for her brother bob we also need a small plass ocf snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the transation
33.0,"gainesville, florida, usa",english284,english,male,data/speech_accent_archive/recordings/recordings/english284.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons o fresh snow pes five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"melbourne, australia",english285,english,male,data/speech_accent_archive/recordings/recordings/english285.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ia'sk er to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for a brother bob we also neate a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"beaumont, texas, usa",english286,english,female,data/speech_accent_archive/recordings/recordings/english286.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella askd her to bring these things with her from the store six spoons a fresh snow pease five thick slabs a blue cheese it may be a snack for a brother bob we also neeat a small placic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
27.0,"singapore, singapore",english287,english,female,data/speech_accent_archive/recordings/recordings/english287.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cost ella oska to bring these things if her from the stole sixspoonts of fresh no piece five thick sleps of blue cheese and they be a sneck for her by the bam we also ned a small plastick snak and the big toyfrock for the kitts she can scop these things into three writt begs and we will go meete whenesday at the train station
26.0,"st. louis, missouri, usa",english288,english,female,data/speech_accent_archive/recordings/recordings/english288.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stoore six spoons of fresh snow peese five thix slaves of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"fairfax, virginia, usa",english289,english,female,data/speech_accent_archive/recordings/recordings/english289.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thicx slabs of blue cheese and maybe a snack for her brother bab we also neeat a small plast ic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
20.0,"duluth, georgia, usa",english290,english,male,data/speech_accent_archive/recordings/recordings/english290.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stela askd her to bring these things with her from the store six spoons oaf fresh snow peese five thick slabes of blue cheese and may be a smack for her brother ba we also neet a small plastic snake and a pige toway frog for the kitds she can scrupe these things into three red bags and will go meat her wedesdaynth drain station
18.0,"belize city, belize",english291,english,male,data/speech_accent_archive/recordings/recordings/english291.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stella ask her to bring these things with her from this doore six spoons of fresh snow piese five big slabs of blue cheese and may be a snuck for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"kansas city, missouri, usa",english292,english,male,data/speech_accent_archive/recordings/recordings/english292.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"billings, montana, usa",english293,english,female,data/speech_accent_archive/recordings/recordings/english293.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thicx slabs of blue cheese and may be a snack for brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red begs and we will go meet her wednesday at the train station
19.0,"naracoorte, australia",english294,english,female,data/speech_accent_archive/recordings/recordings/english294.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coal stella ask her to bring these things with her from the store six six spoons of fresh snowpas five thick slabs of blue cheeise and may be a snack for her brother bob we also made a small plastic snake and a big toy frog for the kids she can scroop these things into three red bags and we will going mate her going mate her wednesday at the train station
25.0,"airdrie, alberta, canada",english295,english,male,data/speech_accent_archive/recordings/recordings/english295.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"edmonton, alberta, canada",english296,english,female,data/speech_accent_archive/recordings/recordings/english296.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snowpiece five thicx slobs of blue cheese and may be a snock for her brother bab we lsoy neet a small plast ic snake and a big toy frog for the kits she can scupe these things into three red bags and we'll go meet her wednesday at the train station
19.0,"lindenhurst, new york, usa",english297,english,male,data/speech_accent_archive/recordings/recordings/english297.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstel asker to bring these things with her in the scort six spoons of fresh snopiece five thicx slabs of blee cheese and may be a snack for her brother bob we 'lso neet a small plac ic snake ind a big toy frog for the kids she can scupe these things into three red bags and we will go meet her wednesday at the transtation
22.0,"lismore, new south wales, australia",english298,english,male,data/speech_accent_archive/recordings/recordings/english298.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colsfella ask to bring these things with us from the stor six spoons of fresh snow peese five thix slabs of blue cheese and may be a snack for a brother bob we also need a small placstic snake and a big toy frog for the kids she can scroop these things into three red bags and we ill go met to wednesday at the train station
59.0,"windsor, ontario, canada",english299,english,male,data/speech_accent_archive/recordings/recordings/english299.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons o fresh snow peese five thicx slabs of blue cheese and may be a snack for her brother bob we also need a small placstic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"brisbane, australia",english3,english,female,data/speech_accent_archive/recordings/recordings/english3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things with her from the stoore sixspoons of fresh snowpeiece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"st. mary's, ontario, canada",english30,english,female,data/speech_accent_archive/recordings/recordings/english30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call asdela ask her to bring these things with her from the store six spoons of fresh snow peeas five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bages and we will go meet her wednesday at the train station
18.0,"dublin, ireland",english300,english,male,data/speech_accent_archive/recordings/recordings/english300.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella asker to bring these things with her from the store six spoons of fresh snowpiece five thicx slaps of blue cheese and may be a snuck for her brother bob we also net a small plast ic snake and a big toy frog for the kids she can scoope these things into three red bags and we will go meet her wednesday at the train station
41.0,"toronto, ontario, canada",english301,english,male,data/speech_accent_archive/recordings/recordings/english301.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slabs of blue cheese and nave a snack for her brother bab we also neet a small placst ic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"melbourne, australia",english302,english,male,data/speech_accent_archive/recordings/recordings/english302.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coalstella ask her to bring these things with her from the stor sixspoorns of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bab we also neede a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go made her wednesday at the train station
45.0,"anaheim, california, usa",english303,english,female,data/speech_accent_archive/recordings/recordings/english303.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella and ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slabs of blue cheese and may be a snak for her brother bab we also need a small plast ic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the drain station
20.0,"clare, ireland",english304,english,female,data/speech_accent_archive/recordings/recordings/english304.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld della ask her to bring these things with her from the store six spoons of fresh snow pease five kicked labs of blue cheese and may be a snack for her brotherbab we also neate small bast of snake and a big toyfrog for the kids she can scoop these things into three red bags and we will meet her wednesday at the transtation
24.0,"la paz, bolivia",english305,english,female,data/speech_accent_archive/recordings/recordings/english305.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella aska to bring these things with her from the stoore six spoons of fresh snow piese five six lives of blue cheese and maybe a neck for her brother bob allso neet a small plastic neck and a big toy frod for the kids she can scoop these things into three red bags and we'll go yeand we will go meet her wenesday at the transation brinvery much e's it
24.0,"london, uk",english306,english,female,data/speech_accent_archive/recordings/recordings/english306.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask her to bring these things with her from the store six spoons of fresh snow peese five five thick slaves of blue cheese and maybe a sneck for her brother bob we'll to neeat a small plastic snake and a big toyfrog for the kitts she can scoop these things into three red bags and we will go meat her wednesday at the train station
48.0,"alexandria, va, usa",english307,english,male,data/speech_accent_archive/recordings/recordings/english307.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla askkher to bring these things with her from the store six spoons of fresh snowpese five thick slabs of blue cheese and may be a snack for her brother bob we also neet a small plast icf snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
34.0,"cardiff, wales, uk",english308,english,male,data/speech_accent_archive/recordings/recordings/english308.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from a storle six spoons of fresh snowpiece fory thick slouves of blue cheese and may be a snackfor of bretherbob we also need a small plastic snake and a big toy frog for te qits she can scoupe these things into three red bags and we will go meet ther wednesday at the train station
44.0,"dunedin, new zealand",english309,english,female,data/speech_accent_archive/recordings/recordings/english309.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store six spoorns of fresh snow pese five thick lebs of blue cheese and may be a sneck for her brother bob we also nade a small plestic snaike and a big tory frog for the kits she can scoop these things into three red bags and we will go and make her on widnsday et the train station
31.0,"st. augustine, trinidad",english31,english,female,data/speech_accent_archive/recordings/recordings/english31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella asca to bring these things with her from te sto sixspoons of fresh snopiece five thick slaps of blue cheese and may be a snack for her brother ba we also neet a plassic snake and a big toy frog for the kits she can scoop these things into three red bags and we'l go mita wednsday at the train station
37.0,"oxford, uk",english310,english,female,data/speech_accent_archive/recordings/recordings/english310.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cold salor ask her to bring these things with her from the store six spoons or fresh snow peese five thicx slaps of blue cheese and maybe a snack of her for her brother bob we also need a small plastic snack and a big toy frog for the cates she can scoop these things into three red baks and we will go and wewill go meet her wednesday and ta train station
38.0,"detroit, michigan, usa",english311,english,female,data/speech_accent_archive/recordings/recordings/english311.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow peese five thicx slabs a blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
40.0,"edmonton, alberta, canada",english312,english,female,data/speech_accent_archive/recordings/recordings/english312.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaps of blue cheese and may be a snack for her brother bob we also neet a small plastic snake in a big toy frog for the kits she can scoop these things into three red begs and we will go meet her wednesday at the train station
28.0,"silver spring, maryland, usa",english313,english,male,data/speech_accent_archive/recordings/recordings/english313.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh now pies five thick sleps of blue cheese and may be a snack fy her brother bob we also neet a small placic snake in a big tway frog for the kitts she can scoop these things into three red bags and we will go meet her whednesday at the train station
26.0,"memphis, tennessee, usa",english314,english,female,data/speech_accent_archive/recordings/recordings/english314.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from tha store six pans of fresh snow pese five fix glaves ablay to ease and may be a snak for her brother bobb we also need a small plac iof snake an a big toy frog for the kives she can scoope these things into three red bags and wewill go beat her wednesday at the train station
25.0,"los angeles, california, usa",english315,english,male,data/speech_accent_archive/recordings/recordings/english315.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castella ask her to bring these things with her from the store six spoons of fresh snowpese five thix flaps of blue cheese and may be a snack for a brother bab we also neet a small plastic snake and a big toyfrock for the kits she can scoop these things into three red bags and we will go meet her wednese day at the train station
