age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_tiny_transcriptions
22.0,"belfast, northern ireland, uk",english134,english,female,data/speech_accent_archive/recordings/recordings/english134.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons o fresh snow peas five thick slabs of blue cheese und may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her weadenstay to train station
22.0,"orange beach, alabama, usa",english135,english,male,data/speech_accent_archive/recordings/recordings/english135.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five tick slaps of blue cheese and may be a snack for her brother bob we also need a small plasic snake in a big toy frog for the kids she can scoup these things into three red bags and we will go meet her windsday at the trainstation
25.0,"calgary, alberta, canada",english136,english,male,data/speech_accent_archive/recordings/recordings/english136.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabbs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her wednsday at the trainstation
26.0,"charleston, west virginia, usa",english137,english,male,data/speech_accent_archive/recordings/recordings/english137.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask couldo bring these things with her from the store si spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scouped these things into three red bags and we will go meet her windsday at the train station
25.0,"palmer, alaska, usa",english138,english,female,data/speech_accent_archive/recordings/recordings/english138.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons o fresh snow pease five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake in a big toy frog for the kits she can scoop these things into three red bags and we will go meet her onesday at the train station
20.0,"providence, rhode island, usa",english139,english,male,data/speech_accent_archive/recordings/recordings/english139.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things worth her from the stor six poons a fresh no peace by thick slabs of blue cheese and may be a snack for her brother bob you ill s need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and will go mee her wensday at the train station
40.0,"belfast, northern ireland, uk",english14,english,male,data/speech_accent_archive/recordings/recordings/english14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace called stella ask ou to bring these things werther from the store six puns of fresh snow pays five thick slabs of blue chase and media snack for a broller bob we alto need a small plastic snake and a big toy frog for the kits she can script these things into three or ed bags and we will go to met o wed and stee at the transfishe
43.0,"quezon city, philippines",english140,english,male,data/speech_accent_archive/recordings/recordings/english140.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic smake and a big toy frog for the kids she can scoope these things into three red bags and we will go meet her wenceday at the train station
19.0,"york, uk",english141,english,male,data/speech_accent_archive/recordings/recordings/english141.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace cull stella is get to bring these things with a frimp star six pins of fresh snapes fite thicks luves a blue cheese and may be a snack for a bother bub we all sone to small qostic snack ind a bictoyfrog for kits a she can get these things in to three yeard baks and weill go me o wen state station
19.0,"avon, new york, usa",english142,english,male,data/speech_accent_archive/recordings/recordings/english142.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,cleesecall stella ask could o bring these things with her from the store sixx spouns of fresh snow piece five tick slebs blue chees and may be a snack for brother bob bilson newed a small clastic snake in a big toy frocg for the kids she can scoupe these things into three red bags and we will go meet her onece day at the transtatiop
42.0,"minneapolis, minnesota, usa",english143,english,male,data/speech_accent_archive/recordings/recordings/english143.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si poons of fresh snow pees five thick slabs of blue chees and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wendsday at the train station
24.0,"barneys river, nova scotia, canada",english144,english,male,data/speech_accent_archive/recordings/recordings/english144.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons af fresh snowpees five thic slabs of blue cheese and may be a snack for her brother bob we also new a small plasic snake in a big toy frong for the kids she can scoop these things into three red bags and we will go meter whence day at the train station
18.0,"bury st. edmunds, uk",english145,english,male,data/speech_accent_archive/recordings/recordings/english145.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace coll stella askher to bring these things with her from a store six spoons ar fresh snow pease five thick slabs of blue cheese and may be a snack for her brother bob we will also need a small pastic snake and a big toy frolk for the kits she can scroupe these things into three red bags and we will go meet her wensday at the train station
22.0,"blytheville, arkansas, usa",english146,english,male,data/speech_accent_archive/recordings/recordings/english146.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase call stilla asker to bring these things with her from the store si spoones of fresh snow pees fof tick slabs of blue cheese and may be a snack for her brother bob we also nee a small plastic snake and a big toy frog for the kids she can scoup these things into three red bags and we'll go meet her windsday at the train station
40.0,"merced, california, usa",english147,english,female,data/speech_accent_archive/recordings/recordings/english147.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cau stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue chees and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoope these things into three red bags and we will go meet her wensday at the train station
31.0,"sydney, australia",english148,english,male,data/speech_accent_archive/recordings/recordings/english148.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask tto bring these things with her from the stoore six spoons of fresh snopeeys five tick slabs of blue chees and may be sneck for her brother bob we also knew a small plestic snake and a bigtoyfrog for the kids she conscuped these things into three red bags and we will go meet her whenstay at the chainstation
18.0,"lawrenceville, georgia, usa",english149,english,male,data/speech_accent_archive/recordings/recordings/english149.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stela acter to bring tese things with her from the store six spoons of freh snow pees five thick slabs of blue cheese ind may be a snack for her brother bob we austo new a small plasic snake in a big toy frog for the kids sing and scrouped these things int the three red bags and we will go meet her windsday at the train station
7.0,"norton, virginia, usa",english15,english,female,data/speech_accent_archive/recordings/recordings/english15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place call stala asked her to bring me tangs from her with her from the stor seeks pend the frish snow pas by pick slads of blue chede and may be a snight for her brother mob we also made a small plastic snike and a bagu toy from her for mikied she can skipethese things andto thre red nags and we will doll made her when ty at the chinsti shid
31.0,"brownsville, kentucky, usa",english150,english,male,data/speech_accent_archive/recordings/recordings/english150.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask o to bring these things wither from the store six spoons of fresh snow pease five thick labs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoupe these things into three red bags and weill go meet her windstay at the trainstation
18.0,"baltimore, maryland, usa",english151,english,male,data/speech_accent_archive/recordings/recordings/english151.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pes call stella ask her to bring these things with her from the store sik spoons of fresh snowpees five thix labs of blue cheese it may be a snap for her brother bob we all sa ne a small plassic snake and a big toyfrog for the kids she can swoip these things in a three bread bags and we will go meet her wensay at train station
18.0,"adelaide, australia",english152,english,male,data/speech_accent_archive/recordings/recordings/english152.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase cocella uskco to bring these things wether fom he store six spoons of fresh snowpees five thick slabs of blue cheese and madea snack for her brother bob we'll seeneed a small pastic snake and a big toy frog for the kids she can scupe these things into three red bags and weill gone meet her wensai at the train station
35.0,"brisbane, australia",english153,english,male,data/speech_accent_archive/recordings/recordings/english153.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella aske to bring these things with her from the stool sik spoons of fresh snow peece five thick slips of blue chees and may be a snack for her brother bob we also need a small plestic snake and a big toy frog for the keits she can scip these things into three red bags and we will go meeto her wendsday at the train station
28.0,"glace bay, nova scotia, canada",english154,english,male,data/speech_accent_archive/recordings/recordings/english154.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask it a bring these things with her from the store six poes of fresh snow peas five six slambs of bluu cheese and may be a snack for her brother bob we also need a small clastic snake in a big toid frong for the kids she can scoop these saksitto three red bags it will go beat her wedsday at the train station
35.0,"oakland, california, usa",english155,english,male,data/speech_accent_archive/recordings/recordings/english155.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snopy five thick slaves of blue cheese and may be a snack for her brother bob we also need a small plastic snake in a big doy frog for the kids she can scoup these things into three red bangs and we will go meet her wensday at the train station
33.0,"dublin, ireland",english156,english,male,data/speech_accent_archive/recordings/recordings/english156.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things wither from the store si spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her bother bob we also need a small plastic snake and a big toy frog for the kids she can scoup these things into three red bags and we will go to meet her wensday at the train station
35.0,"fort worth, texas, usa",english157,english,male,data/speech_accent_archive/recordings/recordings/english157.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask to bring these things with her from the store six spoons of fresh snow pees five tick slabs of blue cheese and may be a snack for her brother bob while string a small plastic snake in a big toy frog for the kids she can scroop these things into three rid bags whend we will go meet her windsday at the train station
18.0,"washington, district of columbia, usa",english158,english,female,data/speech_accent_archive/recordings/recordings/english158.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow pease five thick slabs of blue cheese and may be a snack for her bother bob we also need a small plastic snake and a big toy frog for the kids she can scoup these things into three red bags and we will go meet her wenstay at the train station
18.0,"ottawa, ontario, canada",english159,english,male,data/speech_accent_archive/recordings/recordings/english159.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellup ask cor to bring these things whether from the store six spoons of fresh snow peys five thick slaves of blue cheese and may be a snack for her brother ballb we also need a small plastic snake and a big twie frog for the kits she can scoop these things into three red baggs and we will go meet her wensday of the transtation
21.0,"wise, virginia, usa",english16,english,male,data/speech_accent_archive/recordings/recordings/english16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalar ask her to bring these things with her from the store si spoons a fresh snoth peace fivest thick slabs blue cheese and may be a snack for her brother bob we also need a small plastic snake or a big toly frog for the kids she can scoupe these things in to three red baks we will go meet her windsday at the trainsday
21.0,"redwood falls, minnesota, usa",english160,english,female,data/speech_accent_archive/recordings/recordings/english160.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to ran bese things with her from the store si spoons a fresh snow peece five thick laves of blue cheese and may be a snack for her brother bot we also need a small plastic smake in a big toy frog for the kits she can scoop these things into three ren bags and we will go meet her when stay at the train station
75.0,"wakefield, ohio, usa",english161,english,female,data/speech_accent_archive/recordings/recordings/english161.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella iskher to bring these stings with her from the store sixx poons of frish snow peas fihts thick slabs of blue chees and may be a snack for her brother bog we also need a small plastic snake in a big toy frog for the keds she can scoop these things into three red bags and we will go meet her wensty into train station
41.0,"delaware, ohio, usa",english162,english,female,data/speech_accent_archive/recordings/recordings/english162.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the store sixpoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob if we also need a small pastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
41.0,"fairview park, ohio, usa",english163,english,male,data/speech_accent_archive/recordings/recordings/english163.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things with her from the store six spoons of fresh snow pees five thick labs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scooped these things into three red bags and we will go meet her wensday at the train station
38.0,"leeds, uk",english164,english,male,data/speech_accent_archive/recordings/recordings/english164.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,and please call stemla ask her to bring thee these things with her from the store six spoons of fresh nowne peas five thicks slaps of blue chees and may be a snack for her brother bob we also need the small pastic snake and a big toy frog for the chfor the kids she cancuve these things into three red bags and when am we will thou meet her whenzday at the trastation
43.0,"detroit, michigan, usa",english165,english,female,data/speech_accent_archive/recordings/recordings/english165.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wendstay at the train station
18.0,"glenside, pennsylvania, usa",english166,english,male,data/speech_accent_archive/recordings/recordings/english166.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sto ask goo to bring these things with her from the store six poons of fresh snow peas five thick scabs of blue cheese and maybe a snack for her brother bob we also ned a small plastic snake and a big toy frog for the kids she can scoope these things into three red bags and we will go meet her wenstay it the train station
43.0,"lakeview, michigan, usa",english167,english,male,data/speech_accent_archive/recordings/recordings/english167.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella ask her to bring these things whether from the stoore six spoons a fresh snow piece five thick slabs of blue cheese and may be a sneck for her brother bob we also met a small passic sneck ind a big toy frock for the kids she can scood these things in the three red bags and we will go meter won s day at the trainstation
40.0,"oceanside, california, usa",english168,english,male,data/speech_accent_archive/recordings/recordings/english168.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store si spoons of fresh snow pees five thick slabs of blue cheese and may be a sneck for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meter ones day at the transtation
18.0,"cleveland, mississippi, usa",english169,english,male,data/speech_accent_archive/recordings/recordings/english169.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askd her to bring these things with her from the store six poons of fresh no pease five thix labs of blue cheese and may be a sneck for her bo the bob we also need a small plastic snake and a big twoy frog for the kids she can scoop these things into three red bags and we will gommet her winstay at the train station
79.0,"darwin va, virginia, usa",english17,english,male,data/speech_accent_archive/recordings/recordings/english17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela asked her to bring those saint wither from the stoor sick spoons af frish sno peace five thick slabs of blu cheese and maybe a snack for her brother bop we also need a small plastic snake and a big tory frog for the keadge she can scoupe these tans into three red bags and we will go to go meter wensdy at the train station
50.0,"belmont, mississippi, usa",english170,english,female,data/speech_accent_archive/recordings/recordings/english170.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things whether from the store six spuns of fresh snow pees five thick slobs of blue chees and may be a snack for her brother bob we all so ned a small plastic snake in a big toy frob for the keds she can scope these things into three red bags and we will go meet her windsdy at the train station
21.0,"st. louis, missouri, usa",english171,english,male,data/speech_accent_archive/recordings/recordings/english171.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask go to bring these things whither from the store six spoons of fresh snow pees five thicks labsalute cheese and may be a snack for her brother bob we ilsten need a small plasic snake and a big to frog for the kids she can scupe these things into three red bags and we will go meet her wensday at the train station
49.0,"kingston, jamaica",english172,english,male,data/speech_accent_archive/recordings/recordings/english172.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cold stella ask her to bring these things with her from the store sixx poons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small clastic snick at a big toy frog for the kits she can scoope these things into three red bags and we will go meet her wensday at the trainstation
19.0,"libertyville, illinois, usa",english173,english,male,data/speech_accent_archive/recordings/recordings/english173.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asked her to bring these things with her from the store six poons of fresh snow peece five thick slabs of blue chees and tmay be a snack for her brother bob we'll stene the small plastic snake and a big toy frog for the kids she can scoop these things in the three red bags and we'll go meter wens day at the train station
30.0,"kuching, sarawak, malaysia",english174,english,female,data/speech_accent_archive/recordings/recordings/english174.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colls tellar ask her to bring these things with her from the store six spoons of fresh snow peys five thick slabs of blue cheese and may be a snack for her brother bog we also need a small plastic snake and a big poy frog for the kids she can scoop these things into three red bags and we will go meet her whenest day at the train station
24.0,"seattle, washington, usa",english175,english,male,data/speech_accent_archive/recordings/recordings/english175.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake ind a big toy frog for the kids she can scoop these things into three red bags and we will go medrop on wene'sday at the train station
18.0,"elizabeth city, north carolina, usa",english176,english,female,data/speech_accent_archive/recordings/recordings/english176.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these sings with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoup tese things into three red bags and weill go meet her on wundsday at the trainstation
23.0,"new orleans, louisiana, usa",english177,english,female,data/speech_accent_archive/recordings/recordings/english177.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peace five thick slaps of blue cheese and may be a snack for her brother bob we also ned a small plastic snake in a big toy frog for the kits she can scoupe these things into three red bags and we will go meet her wenday at the train station
30.0,"wilkes-barre, pennsylvania, usa",english178,english,male,data/speech_accent_archive/recordings/recordings/english178.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thicks slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scroup these things into three red bags and we will go meet her wensday at the train station
57.0,"huron, south dakota, usa",english179,english,male,data/speech_accent_archive/recordings/recordings/english179.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
39.0,"dickenson county, virginia, usa",english18,english,female,data/speech_accent_archive/recordings/recordings/english18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things with her from the store six poons of fresh snow peas fie dick slabs of blue cheese and maybe a snack for her brother bob we alsode a small pastic snake and a big twetty frog for the kids she can goop these things into three red bags and we will go neet her winsy at the trainstation
20.0,"newport, rhode island, usa",english180,english,male,data/speech_accent_archive/recordings/recordings/english180.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askerbrnense things with her from the store six spoons of freshanopes five thick slabes blue cheese and may be a snack for her brother bo reals need a small clastic snake and big toy fra for the kids she can scoop these things into three red bags and we will go meet her wednstay at the transtation
68.0,"new eagle, pennsylvania, usa",english181,english,male,data/speech_accent_archive/recordings/recordings/english181.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bringy sings with her from the store sick spoons of fish snow pease five thick slabs of blue cheese and may be a snack for her brother bob we also ned a small plastic snake and a big twoy frog for the kids she can scroup these things into three red bags and we will go meet her wensy at the transtation
50.0,"troy, new york, usa",english182,english,male,data/speech_accent_archive/recordings/recordings/english182.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stulla asker to bring these things with her from the store six poons of fresh snowpees five tix labs of blue cheese and may be a snack for her brother bob we also need a small plastic snake ind a big toor frog for the kids she can scoupe these things into three red bags and we will go meeter wensday at the train station
