age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_base_transcriptions
32.0,"metairie, louisiana, usa",english232,english,female,data/speech_accent_archive/recordings/recordings/english232.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of boo cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"edmonton, alberta, canada",english233,english,female,data/speech_accent_archive/recordings/recordings/english233.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snowpease five thick slabs of blue cheese and maybe a snack for her brother baw we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
49.0,"bloomington, indiana, usa",english234,english,male,data/speech_accent_archive/recordings/recordings/english234.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"richmond, virginia, usa",english235,english,female,data/speech_accent_archive/recordings/recordings/english235.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a bigtoy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
44.0,"st. charles, illinois, usa",english236,english,male,data/speech_accent_archive/recordings/recordings/english236.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,a a ian iti aea oo e asn a ei i o lat aaan iia a aaawe all eea mall batonik and efet oa to a i  cat these things an tthree red basts and ea o e a en i a iai
22.0,"jeffersonville, ohio, usa",english237,english,female,data/speech_accent_archive/recordings/recordings/english237.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"vancouver, british  columbia, canada",english238,english,female,data/speech_accent_archive/recordings/recordings/english238.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please constella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snape for her brother ball we afso need a small plas of snake and bak toy frog for the kits she can skip these things into three red bags and we will meet her wednesday at the traide station
19.0,"fort kobbe, panama",english239,english,male,data/speech_accent_archive/recordings/recordings/english239.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
37.0,"glasgow, scotland, uk",english24,english,male,data/speech_accent_archive/recordings/recordings/english24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpoons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy fro for the kids she can scoop these things into three red bags and will go meet her on weddensday at the train station
26.0,"guelph, ontario, canada",english240,english,male,data/speech_accent_archive/recordings/recordings/english240.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snow pease five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"wanganui, new zealand",english241,english,female,data/speech_accent_archive/recordings/recordings/english241.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small playstic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wedesday at the train station
77.0,"laurel, mississippi, usa",english242,english,female,data/speech_accent_archive/recordings/recordings/english242.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stower six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"fredericton, new brunswick, canada",english243,english,male,data/speech_accent_archive/recordings/recordings/english243.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
23.0,"san francisco, california, usa",english244,english,male,data/speech_accent_archive/recordings/recordings/english244.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slams of blue cheese and maybe a snak for her brother botam we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"pittsburgh, pennsylvania, usa",english245,english,male,data/speech_accent_archive/recordings/recordings/english245.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please crossella ask her to bring these things with her from the store six spoons of fresh snot piece five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"los angeles, california, usa",english246,english,male,data/speech_accent_archive/recordings/recordings/english246.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big tory frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
33.0,"prince rupert, british columbia, canada",english247,english,male,data/speech_accent_archive/recordings/recordings/english247.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"philadelphia, pennsylvania, usa",english248,english,female,data/speech_accent_archive/recordings/recordings/english248.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can skop these things into three red bags and we will go meet her wednesday at the train station
29.0,"boston, massachusetts, usa",english249,english,female,data/speech_accent_archive/recordings/recordings/english249.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the shore six spoons of fresh snow pease five tig slaps o f blue cheese and maybe a snack little bether bod we also near a small plastic snape and a big toy frog for the kids she can skip these things into three red bags and wewill meet her wonesday at the train station
57.0,"atlanta, georgia, usa",english25,english,male,data/speech_accent_archive/recordings/recordings/english25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store sixspoons of fresh snowpease five thick slaps of blue cheese and maybe a snap for a brother bob we also need a small plastic snake a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"chester, england, uk",english250,english,male,data/speech_accent_archive/recordings/recordings/english250.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col steller ask her to bring these fings of her from the store sexperience a fresh snote pheese five fix slabs of blue cheese and maybe a snark for her bover bob we also need a small pussic snake and a big tollyfrog for the kids she can screep these fings into free red bugs and we 'll go meet her wednesday at the traine station
21.0,"mt. kisco, new york, usa",english251,english,male,data/speech_accent_archive/recordings/recordings/english251.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thicx slabs of blue cheese and maybe a snack for her brother bob we also need a small plostic snake and a big toy frog for the kids she can scroop these things into three red bags and wi'll go meet her wednesday at the train station
25.0,"san jose ca, california, usa",english252,english,female,data/speech_accent_archive/recordings/recordings/english252.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
21.0,"dublin, ireland",english253,english,male,data/speech_accent_archive/recordings/recordings/english253.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call  stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plassic snake and a big toy frog for the kids she can scod these things into three red bags and we will go meet her wednesday at the train station
39.0,"eugene, oregon, usa",english254,english,male,data/speech_accent_archive/recordings/recordings/english254.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"oamaru, new zealand",english255,english,female,data/speech_accent_archive/recordings/recordings/english255.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peds fye thix sleds of lood cheese and maybe a snake for a brother bob we also need a small pestoc snake and a big toy frog for the kids she can scup these things into three reed bags and we will go meet her wednesday at the train station
23.0,"laurinburg, north carolina, usa",english256,english,male,data/speech_accent_archive/recordings/recordings/english256.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please crall stella ask her to bring these things with her from the store sixpoons of fresh snow pees five thick slabs of blue cheese and raby a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can coop these things in the three red bags and i'll go meet her wednesday at the chain station
24.0,"san diego, california, usa",english257,english,male,data/speech_accent_archive/recordings/recordings/english257.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"kilkenny, ireland",english258,english,male,data/speech_accent_archive/recordings/recordings/english258.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big ti frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"singapore, singapore",english259,english,male,data/speech_accent_archive/recordings/recordings/english259.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pise cor stella ask her to bring these things with her from the store sixwoons are fresh snol peese five thick slaps a blue cheese and maybe a snak for a bruddle pol we also need a small blastic smak and a big tir frock for the kits she can put these things into three radbags and we'li meet her welsty at a tray station
18.0,"phoenix, arizona, usa",english260,english,female,data/speech_accent_archive/recordings/recordings/english260.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snow peese five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake an a big toy frog for the kids she can scoope these things into three red bags and we will go meet her wednesday at the train station
60.0,"naylor, maryland, usa",english262,english,male,data/speech_accent_archive/recordings/recordings/english262.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call old stella ax her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three read bags and we will go meet her wednesday at the trade station
21.0,"oak forest, illinois, usa",english263,english,male,data/speech_accent_archive/recordings/recordings/english263.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"freemont, california, usa",english264,english,male,data/speech_accent_archive/recordings/recordings/english264.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake an a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"vancouver wa, washington, usa",english265,english,male,data/speech_accent_archive/recordings/recordings/english265.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"san diego, california, usa",english266,english,male,data/speech_accent_archive/recordings/recordings/english266.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the storm six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
66.0,"leeds, uk",english267,english,male,data/speech_accent_archive/recordings/recordings/english267.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,twoscoll steller asketer biglis sing with a tup stool sixpoons a fresh now peese five six obs a blue cheese and maybe a snap of a brulther bobb we also need a small plostic sak and a big toy frog fot kids shecan scop these tings into three red baks and we'll go mache wensday at trad fesh
67.0,"leeds, uk",english268,english,female,data/speech_accent_archive/recordings/recordings/english268.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go a stella ask her to bring these things with her from the store six spoons of fresh snop peese five thick suff of blue cheese and maybe a stup for a brother bob wel also need a small plastic snake and a big to frock for the tids she can scoot these things into these three red bags and we'll go and meet an wednesday at the trade station
22.0,"adelaide, australia",english269,english,female,data/speech_accent_archive/recordings/recordings/english269.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stella ask her to bring these things with her from the store six prings of fresh snow pees five six slaps of blay cheese and mad teo snake for her brother fot we also need a small plastick snake and a big play fros for the kid she can stick these things into three red bags and we will go meet her wednsday at the train staktion
37.0,"smith island, maryland, usa",english27,english,female,data/speech_accent_archive/recordings/recordings/english27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cowstella ask her to bring these things with her from the store six spoons of fresh nowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toyfrod for the kuietzs she can scoop these things into three red bags and we'll go meet her wednesday at the train station
29.0,"cape town, south africa",english270,english,male,data/speech_accent_archive/recordings/recordings/english270.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease col stella ask her to bring these things with her from the store sixpoons of fresh snow peese fathic slabs blue cheese and maybe a snake for brother bob we also need a small plastic snake in a big toy frog for the kits she can scroop these things into three red bags and will go meet a wednesday at the train station
32.0,"cape town, south africa",english271,english,female,data/speech_accent_archive/recordings/recordings/english271.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snack and a big toy frout for the kids she can scoop these things into three rad bags and we will go meet her wins at etrain station
20.0,"dallas, texas, usa",english272,english,male,data/speech_accent_archive/recordings/recordings/english272.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpoons of fresh snowpease five thick slibs of blue cheese and maybe a snake for her brother bob we also need a small plascic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
46.0,"blue bell, pennsylvania, usa",english273,english,male,data/speech_accent_archive/recordings/recordings/english273.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"sydney, australia",english274,english,female,data/speech_accent_archive/recordings/recordings/english274.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and maybe a snake for her brother bob we oughto need a small pustic snake and a big toy frog for the kids she can scrop these things into three red bags and we will go meet her wednesday at the train station
20.0,"clifton, new jersey, usa",english275,english,female,data/speech_accent_archive/recordings/recordings/english275.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stola ask her to bring these things with her from the store six spoons of fresh snow pheese five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go nd meet her wednesday at the train station
50.0,"chattanooga, tennessee, usa",english276,english,female,data/speech_accent_archive/recordings/recordings/english276.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caltilla ask her to bring these things with her from the store six pins of crags nut peese five six flats of blue cheese and my bisnack for the red evav we also made a small plastic snake and a victory frog for the kibbs she can croop these things and to three red bags and we will go and meet her wednesday at the tria station
48.0,"hudson, new york, usa",english277,english,female,data/speech_accent_archive/recordings/recordings/english277.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we willl go meet her wednesday at the train station
18.0,"augusta, georgia, usa",english278,english,female,data/speech_accent_archive/recordings/recordings/english278.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six pens of fresh snow pees five thix slibs of bead cheese and maybe a snape for her brother bob we also need a small prstic snake and a big toy throb for the kids she can skint these things into three red bags and we will go meet her wenesday at the turn station
30.0,"singapore, singapore",english279,english,female,data/speech_accent_archive/recordings/recordings/english279.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things with her from the store six spoons of fresh snopeese five thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
54.0,"toronto, ontario, canada",english28,english,male,data/speech_accent_archive/recordings/recordings/english28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stoor six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
19.0,"ramsey, isle of man",english280,english,female,data/speech_accent_archive/recordings/recordings/english280.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stall six spoons of fresh snowpeese five thick slubs of blue cheese and maybe a snack for her brother bof we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her weddingsday at the train station
23.0,"ramsey mn, minnesota, usa",english281,english,male,data/speech_accent_archive/recordings/recordings/english281.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a begtoy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"tampa, florida, usa",english282,english,male,data/speech_accent_archive/recordings/recordings/english282.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor sixx spoons of fresh snowpeas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
