age,birthplace,filename,native_language,sex,path_to_audio,transcription,s2t_small_transcriptions
32.0,"honolulu, hawaii, usa",english193,english,male,data/speech_accent_archive/recordings/recordings/english193.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons are fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small classic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meat her wednesday at the train station
19.0,"manchester, england, uk",english194,english,male,data/speech_accent_archive/recordings/recordings/english194.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas five slicks slabs of blue cheese and maybe a snack for a brother bob we also need small plastic snakes and a big toy frog for the kids she can scoop these things into free red bags and we'll go me to her wednesday at the train station
21.0,"delavan, wisconsin, usa",english195,english,female,data/speech_accent_archive/recordings/recordings/english195.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"suva, fiji",english196,english,female,data/speech_accent_archive/recordings/recordings/english196.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,keep please course tell her ask her to bring these things with her from the store six spoons of fresh slow peas five thick slaps of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for a kid's she can scoop these things into three rare bags and we will go meet her on wednesday at the train station
22.0,"iowa city, iowa, usa",english197,english,male,data/speech_accent_archive/recordings/recordings/english197.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things in the three red bags and we will go meet her wednesday at the train station
25.0,"bay shore, new york, usa",english199,english,male,data/speech_accent_archive/recordings/recordings/english199.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaves of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"birmingham, uk",english2,english,female,data/speech_accent_archive/recordings/recordings/english2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"mt. holly, north carolina, usa",english20,english,female,data/speech_accent_archive/recordings/recordings/english20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will though meet her wednesday at the train station
22.0,"berkeley, california, usa",english200,english,female,data/speech_accent_archive/recordings/recordings/english200.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"warren, michigan, usa",english201,english,female,data/speech_accent_archive/recordings/recordings/english201.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"crisfield, maryland, usa",english202,english,male,data/speech_accent_archive/recordings/recordings/english202.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas the folly thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her one station
63.0,"boston, massachusetts, usa",english203,english,female,data/speech_accent_archive/recordings/recordings/english203.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may the a snack for her brother bob we also need a small plastic snake and a big frog for the kids she can scoop these things into three red bags and a big frog for the kids she can skates
53.0,"chicago, illinois, usa",english204,english,male,data/speech_accent_archive/recordings/recordings/english204.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack or her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her at wednesday at the train station
45.0,"blue earth, minnesota, usa",english205,english,female,data/speech_accent_archive/recordings/recordings/english205.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese it may be a snick for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
35.0,"hucknall, nottinghamshire, england, uk",english206,english,female,data/speech_accent_archive/recordings/recordings/english206.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things fraught with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"wilkes-barre, pennsylvania, usa",english207,english,female,data/speech_accent_archive/recordings/recordings/english207.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
46.0,"washington, dc, usa",english208,english,male,data/speech_accent_archive/recordings/recordings/english208.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station
28.0,"saint johns, antigua and barbuda",english209,english,female,data/speech_accent_archive/recordings/recordings/english209.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,kit please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snuff for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wednesday at the tree station
37.0,"boston, massachusetts, usa",english21,english,female,data/speech_accent_archive/recordings/recordings/english21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cause stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"trenton, nova scotia, canada",english210,english,female,data/speech_accent_archive/recordings/recordings/english210.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of freshenal peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plustic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meat her wednesday at the train station
30.0,"worcester, massachusetts, usa",english211,english,male,data/speech_accent_archive/recordings/recordings/english211.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"spartanburg, south carolina, usa",english212,english,male,data/speech_accent_archive/recordings/recordings/english212.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas a five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"dodge city, kansas, usa",english213,english,male,data/speech_accent_archive/recordings/recordings/english213.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things whither from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go me to wednesday at the trench station
26.0,"myrtle beach, south carolina, usa",english214,english,male,data/speech_accent_archive/recordings/recordings/english214.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs blue cheese and it may be a snake for a brother bob we also need a small classic snake and a big toy frog for the kids she can scoop these things of the three red bags when we go meet her once a train station
20.0,"lemington spa, warwickshire, uk",english215,english,male,data/speech_accent_archive/recordings/recordings/english215.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things in a three rags and we will go me to her wednesday at the train station at the train station at the train station at the train station at the train station at the train stay at the train station at the three ride bags and we will go meet her wednesday at the train station at the train station at the train station at the train station at the train station at the train station at the trains
48.0,"chicago, illinois, usa",english216,english,female,data/speech_accent_archive/recordings/recordings/english216.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at train station
66.0,"harrow, middlesex, uk",english217,english,male,data/speech_accent_archive/recordings/recordings/english217.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snake for our brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her when stared the train station
27.0,"abingdon, virginia, usa",english218,english,female,data/speech_accent_archive/recordings/recordings/english218.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to ring these things with her from the store six spoons a fresh snow piece five thick slavs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"oakland, california, usa",english219,english,female,data/speech_accent_archive/recordings/recordings/english219.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"anaheim, california, usa",english220,english,female,data/speech_accent_archive/recordings/recordings/english220.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick sloughs of blue cheese a navy snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go mate her wednesday at the train station
45.0,"london, uk",english221,english,male,data/speech_accent_archive/recordings/recordings/english221.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six ones of fresh snow peas five thick slabs of blue cheese and navy as snack for her brother bub we also need a scholastic snake and a big toy frog for the kids we can scoop these things into three red bags and we'll go meet her wednesday at the train station my pleasure
18.0,"auburn, indiana, usa",english222,english,female,data/speech_accent_archive/recordings/recordings/english222.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small possic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her ones ate the train station
18.0,"erie, pennsylvania, usa",english223,english,male,data/speech_accent_archive/recordings/recordings/english223.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
20.0,"bridgetown, barbados",english224,english,male,data/speech_accent_archive/recordings/recordings/english224.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella acts her to bring these things with her from the store six spoons of fresh mill piece a five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go on in her way to the manifestation
50.0,"dundee, scotland, uk",english225,english,male,data/speech_accent_archive/recordings/recordings/english225.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of greek of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meats day and we will go meat her weddings day and we will go meats day and we will go meats day and we will go meats day and we will go meats day and we will go meat till we will go meat to day and we will go meat till we will go meat to nights
38.0,"walton-on-thames, surrey, uk",english226,english,male,data/speech_accent_archive/recordings/recordings/english226.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we ought to need a small plattic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the tray station who
42.0,"camberley, surrey, uk",english227,english,female,data/speech_accent_archive/recordings/recordings/english227.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six bones a fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy for frog for the kids she can scoop these things into three red bags and we will go meat her wet bags
59.0,"glasgow, scotland, uk",english228,english,female,data/speech_accent_archive/recordings/recordings/english228.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things whither from the store six spoons of fresh snowspeak snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station thank you i'm much she can scoop these things into three red bags and
25.0,"burlington, vermont, usa",english229,english,male,data/speech_accent_archive/recordings/recordings/english229.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her at wednesday at the train station
43.0,"englewood, tennessee, usa",english23,english,male,data/speech_accent_archive/recordings/recordings/english23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six bones of fresh snow peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wings thee at the train station she can scoop these things into three red bags and we will go meat her wind station
35.0,"launceston, tasmania, australia",english230,english,male,data/speech_accent_archive/recordings/recordings/english230.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh note peas five thick slabs of blue cheese and maybe a snake for a brother bob we also need a plastic snake and a big toy frog for the kids she could scoop these things into three red bags and we would go meet her wednesday at the train station
22.0,"tampa, florida, usa",english231,english,male,data/speech_accent_archive/recordings/recordings/english231.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things whither from the store six spoons of fresh snow peas i have thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"metairie, louisiana, usa",english232,english,female,data/speech_accent_archive/recordings/recordings/english232.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of boot cheese and maybe a snap for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station
26.0,"edmonton, alberta, canada",english233,english,female,data/speech_accent_archive/recordings/recordings/english233.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a stack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
49.0,"bloomington, indiana, usa",english234,english,male,data/speech_accent_archive/recordings/recordings/english234.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her whenstation at the train station
52.0,"richmond, virginia, usa",english235,english,female,data/speech_accent_archive/recordings/recordings/english235.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go medsty at the
44.0,"st. charles, illinois, usa",english236,english,male,data/speech_accent_archive/recordings/recordings/english236.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six booms of fresh snow peas five picked slabs of blue cheese and maybe a snack for her brother ball we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her when they say at the train station
22.0,"jeffersonville, ohio, usa",english237,english,female,data/speech_accent_archive/recordings/recordings/english237.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snick for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go me her wednesday at the train station
21.0,"vancouver, british  columbia, canada",english238,english,female,data/speech_accent_archive/recordings/recordings/english238.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please constella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother ball we also need a small facx snake and big toy fog for the kids she can scoop these things into three red bags and we will meet her wednesday at the train station
19.0,"fort kobbe, panama",english239,english,male,data/speech_accent_archive/recordings/recordings/english239.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meat her wednesday at the train station
37.0,"glasgow, scotland, uk",english24,english,male,data/speech_accent_archive/recordings/recordings/english24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six puddings of fresh snow peas five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frill for the kids she can scoop these things into three red bags and we'll go meet her on wednesday at the train station
26.0,"guelph, ontario, canada",english240,english,male,data/speech_accent_archive/recordings/recordings/english240.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kit she can scoop these things into three red bags and we will go meet her wednesday at the train station
52.0,"wanganui, new zealand",english241,english,female,data/speech_accent_archive/recordings/recordings/english241.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her at the train station at the train station
77.0,"laurel, mississippi, usa",english242,english,female,data/speech_accent_archive/recordings/recordings/english242.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh no bees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rags
