age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_mid_transcriptions
22.0,"mechelen, belgium",dutch33,dutch,female,data/speech_accent_archive/recordings/recordings/dutch33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store sick spoons of fresh snow pease five thick slabs of blue cheas and may be a snak for her brother bobb we also ned a small plastic smak and a big to frog for the kints she can scoop these things into three red baggs and we will go met er wensay at the train station
22.0,"bornem, belgium",dutch34,dutch,female,data/speech_accent_archive/recordings/recordings/dutch34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease alstellar ask her to bring these things with her from the stor six spoons of freshnow peas five six lavs of blu chees and maybe a snek for her bother bobb well also nead t a smal testic snake an a biig tory frog for the kits she can scoo thes things in tho three red baks and he will gon meet her wenstey at tha transtation
21.0,"mortsel, belgium",dutch35,dutch,female,data/speech_accent_archive/recordings/recordings/dutch35.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese col stella ask her to bring these things with h from the stol six spounes of resh sno pees five sixs slatps of blee chiees and may be a snack for her broter bobb we also need t e small plastic snak in biig dro frog or the kits she al scop these thing an do three red backs and we will go met her whens tay at it rai station
21.0,"turnhout, belgium",dutch36,dutch,female,data/speech_accent_archive/recordings/recordings/dutch36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plee qool stellar ask her to bring these things with her from the stor six spoons of fresh snow pees five thic slaps of blue chees and may be a snack for her brother bab we also need a small plassik snake and a pic trofrok for the kitts she an scup these things into three red baggs and we will go meet our wenstay at the drain station
21.0,"antwerp, belgium",dutch37,dutch,female,data/speech_accent_archive/recordings/recordings/dutch37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring thesese things with her from the stor six spoons of fresh snow peeese five thics labbs of blue chees and may be a snack for her brother babb we also need a small plastic snake in a big toy frog for the kids she can schoop these things into three reed baks and wel will go meet her wenstay at a trainstation
21.0,"beveren, belgium",dutch38,dutch,female,data/speech_accent_archive/recordings/recordings/dutch38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease cals tella ask her to bring these things with her rom the stor six spoons of fashiinl peese five thix slabbs of blue chees and may be a snack for her brother bob we allso ned a small plastic snick and the victory frok for the kidds she can sccoop these things into three red baggs and we will go meet her enste at the train sttion
22.0,"hardinxveld-giessendam, netherlands",dutch39,dutch,female,data/speech_accent_archive/recordings/recordings/dutch39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cooll stela ask her to bring theese things withe from the stor sic spoons of fresh sno peese five thick slaps of blue tees and may be a sack for a billa bob we olso eede a smal plastick snak an a big toy frok for the kids she canscoope these things ito three red bags and we wil go meater when they ant the train station
18.0,"bilzen, flanders, belgium",dutch4,dutch,male,data/speech_accent_archive/recordings/recordings/dutch4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stelar ask et to bring these things tat er from the stol six spoones a fresh snow peas five thics slepps blu cheese hav mayb a snack fop for the bow we aalso need a small plasticsnate and the big toy ffrog forthe kitts she can scot these things into tree red bbags and we will gon meeth him whens they at atrain station
25.0,"dordrecht, netherlands",dutch40,dutch,male,data/speech_accent_archive/recordings/recordings/dutch40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the stoor six spooons of fresh snowpees five thic slaps of blue chees and may be a snack for her brother bobb we also nneed a small plestic snake and a big toy frog or the kitts she can scoop these things into three red baggs and we will go met er whense they at trainstatiion
41.0,"deventer, netherlands",dutch41,dutch,male,data/speech_accent_archive/recordings/recordings/dutch41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese clstela ask her to bring these things whisr rom the stor six spoons of fres snow piese five thic slapps of ble teas and may be snackd for abrouhd abob we also neede a smal plastic snake annd big tofrog for the kits she can scut e thngs into three red backs and we will go meet her whensday at the train station
36.0,"schiedam, netherlands",dutch42,dutch,male,data/speech_accent_archive/recordings/recordings/dutch42.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plieze cols tera aser to briing dighe things with her from the stor sixs shooons of fresh snopies five thics lacks of blu chees and made me aa snick for boader bob we also ned a smoll plestic snake an a bik toryfrok for the cates see can scote theese things into three bed backs and miogo meet her wensday at the twekssintian
21.0,"rotterdam, netherlands",dutch43,dutch,male,data/speech_accent_archive/recordings/recordings/dutch43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pisscostela ask her to bring these things with her from the stor sixs spoons of fresh snow piece five thick slepps of blue chees and may be a sneck for her brotheer bott we also mete smallessic snake and a big toy frog for the gits she an scop teese scouptes things into tree red bgs annd wooen grow meeth her whens they at the trainstation
21.0,"antwerp, belgium",dutch44,dutch,female,data/speech_accent_archive/recordings/recordings/dutch44.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal tela ask her to bring these things with her from the stor six ppoons of fresh no pease five thixs slaps of blu cheees and bab a snack for her brother bop we also mete a small plasstix snake in a bik toy frok for the kitts she can scue these things into three red backs and we will go meet her when they at a train station
22.0,"sint niklaas, belgium",dutch45,dutch,male,data/speech_accent_archive/recordings/recordings/dutch45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stellar ask er to briing these things with her ffrom the stor six spoons of fresh snow pees five thic slabbs off blue chees and may be a snack for a brother bob we allso med e smal plastic snake and big toi frogfor the kids she can sccuop these things into three ret bags and we will go meet her wens theire at the train station
22.0,"hulshout, belgium",dutch46,dutch,female,data/speech_accent_archive/recordings/recordings/dutch46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask her to bring these things with her from the store si spoons of fiss snow pease five thic slabs of blue ccheetse and may bhe a smeck for her brouther bob we also neede a small plastic smake and the big toyfrog for the kits she can scup these things into tree red begs and we will go meet her wenze at the thran station
37.0,"gouda, netherlands",dutch47,dutch,female,data/speech_accent_archive/recordings/recordings/dutch47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snow peas five thic slabbs of blue chhees and may be aa sneck for her brother bob we also neeed a small plastic snake and tha big toyfrog for the kids she can scoop these things into three red baggs and we will go met her wensta at a trainstation
54.0,"rotterdam, netherlands",dutch5,dutch,female,data/speech_accent_archive/recordings/recordings/dutch5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecol ste askd her to bring these things with her rom the stoore sixs poones of fresh snnow pes five thiks slaps of blue chiees and may be a snack for her brother bobb we also need a smol plastic snake and a big toy frog for the cades she can scoop these things into three red bags and yu will go meet her whens they at a train station
46.0,"brussels, belgium",dutch6,dutch,female,data/speech_accent_archive/recordings/recordings/dutch6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella aske her to bring these things with her from the stor six spoons of fresh snow peese five thick slavs of blue cheese and may be a snack for her brother bobb we also need a small plastic snake an a big toy frog for the kids she can scroup these things into three red bags and we will go meet her wensday at the trainstation
35.0,"alphen aan de ryn, netherlands",dutch8,dutch,female,data/speech_accent_archive/recordings/recordings/dutch8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll tela ask her to bring these things with her from the store six spoons of freshnow pees five thixs slebs of blechees and may be snack for her brother bob we also nedt a small pastic snake and the big toy frock for a kits she can scop this things into three red acs and we willl go meet her whensday at a train station
68.0,"almelo, netherlands",dutch9,dutch,female,data/speech_accent_archive/recordings/recordings/dutch9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colstella ask her to bring thesese things vis her from the stor sixs spoos of fresh snow peece five thicks slepps off blue chees and may be the sneck for her brother buoub we also needd a smowl plesticslag and the big toy frog for the kitts she can scoop thesese things into three red bags and we will the gill met her whenstay at tha traiin stationn
42.0,"pittsburgh, pennsylvania, usa",english1,english,male,data/speech_accent_archive/recordings/recordings/english1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clsdella ask her to bring these things with her from the store six spoons of resh snow pees five thick slabbs of blue chees and may be a snack for her brother bob we also ned a small plasstic snak in a big toi frog for the kids she can scoop these things into three red bags and we will go meet her wens they at the train station
35.0,"davenport, iowa, usa",english10,english,female,data/speech_accent_archive/recordings/recordings/english10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askd her to bring these things with her from the store six poons of fresh snow peese five thic slabbs of blue chees and may be snack or her brother bobb we allso nead a small plastic snak in a big toy frog for the kits she will scoop theese things upp into three red baggs and we wll go meet her wins te at the train station
23.0,"miami, florida, usa",english100,english,female,data/speech_accent_archive/recordings/recordings/english100.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese casstolla ask her to bring tese tinn with her from the stool six poones of fresh snow pees fte thic sabs of blewe chees and eteas nack fr her bother bo we also ead a small plasstic snake and the big cot prok wih the kidds she can stop these things in the three red ags and we will go met her winstak at the rain stician
18.0,"toronto, ontario, canada",english101,english,female,data/speech_accent_archive/recordings/recordings/english101.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six foones of fresh snow pees five thic slaps of blue hees and nabe a snack for her brother bobb we also met a small plastic snak ind a big toy frog for the kitts she cound scuop these things into three red baggs and we will go met her onstay at the traain station
22.0,"torrington, connecticut, usa",english102,english,male,data/speech_accent_archive/recordings/recordings/english102.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these things with her from the stoor sic pooons of fresh snowpies five thick slabs of bluee chees and may be a snack for her brother bobb we also need a small plastic snak and a big toy frog for the kids she can scoop these things into three red baggs and we will go meet her wenstay at the train statian
21.0,"staten island, new york, usa",english103,english,male,data/speech_accent_archive/recordings/recordings/english103.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask to bring these things with us from the stoor six spoons of fresh snow pees five thick slaives of blee chees and mag be a snack or her brother bob we aalso net a small plas tik snak and a big toit frog for he kids she can scoop these things in to three red baggs nd we will go met her wenstay at the traiin sation
18.0,"youngstown, ohio, usa",english104,english,female,data/speech_accent_archive/recordings/recordings/english104.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thik slabs of blue chees and may be a snak for her brother bobb we also eede a small plastic snake and a big tofrogg for the kidds she can scoop these things into three red baggs and we willgo met her wen stay of the train station
57.0,"windsor, ontario, canada",english105,english,male,data/speech_accent_archive/recordings/recordings/english105.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleease call tella ask her to bring these things with her from the store sixs poons of fresh snow pees five thick slamps of bblue chheees and may be a snack for her brother bob we also need a small plastik snak ind a big to frog for the kids she can scut these things into three red bags and we will go meat her wensday at the traiin statian
39.0,"los angeles, california, usa",english106,english,female,data/speech_accent_archive/recordings/recordings/english106.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease call stella ask her to bring these things with her from the stoore six spoons of fresh snow pees five thic labs of blue chees and maybe a snack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red baggs and we will go meet her wennstay at the train station
19.0,"chicago, illinois, usa",english107,english,male,data/speech_accent_archive/recordings/recordings/english107.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stella ask her to bring thesese things with her from the stor six spoons of fresh snow pees five thics slabs of blue chees and may be a snack for her billar bob we also need a small plastic snake and a big to frog for the kids she can scoop these things into three red baggs and we will go meat her winsdayat the train station
21.0,"strabane, northern ireland, uk",english108,english,male,data/speech_accent_archive/recordings/recordings/english108.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease cas they are asabring thes thangs ather from te doore six perns of fre n ol peas ive ficx labbs o blue trees and mibsnack for bor bob well so ned to bring a small platic snake in a bigtoy frog for kids she an scip these things an to three brad bags and wll go meer wanstay at the trenstation
26.0,"concord, new hampshire, usa",english109,english,female,data/speech_accent_archive/recordings/recordings/english109.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coal stellar ask et to bring these things with her from the store six spooons of fresh snow pees five thick slabs o bluwe cchees and may be a snack for her brother bobb we also need aa small plassthick snake and a big toy frog for e kids she an scoop these things in ta three red baggs and we will oong meet her wonsday at the train station
35.0,"staffordshire, uk",english11,english,female,data/speech_accent_archive/recordings/recordings/english11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask e to bring these things with her from the stoor six spoons of fresh snow pees five thixx slubs of blue cees and may be a snack for her brother bog we also ned a small pustic snake and a big toy ffrog or the kidds she can sccop these things into three red bags we will go meat he wensta at the train station
21.0,"great yarmouth, norfolk, uk",english110,english,male,data/speech_accent_archive/recordings/recordings/english110.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stila ask her to bring these things with her from the stor six spoons of fresh sno pees for thick slubbs of blue cchees and may be a slec for a brover bog we also nethe smal plstics snake and a big twy frog for the kids she can scut these things into three reg bags and we will go meet her insday at the traiin station
21.0,"bombay, india",english111,english,male,data/speech_accent_archive/recordings/recordings/english111.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor six spoons of fresh snobees five thick slapps of blue chees and may be a snack for her brother bog we need a small plasstic snak and a big tory frog for the kids she can shooop these things into three red bags and we will go meet her wensday at the tric trainslition
31.0,"wrexham, wales, uk",english113,english,male,data/speech_accent_archive/recordings/recordings/english113.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sdela ask he to bring these things with her from the stor sic spoons off freshnor peese five thic slubbs of blue chees and maybe a snack for her brother bob we allso need a smmall plastick snake and a big toirog or the kids she can scop plee sings into three red baggs and we will go mmeet her wensay at the traiin station
38.0,"birmingham 2, alabama, usa",english114,english,female,data/speech_accent_archive/recordings/recordings/english114.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stela aske her to bring these thngs with her from the store six spoons of fresh snow peese five thick slavs of blue cheees ind may be a snack for her brother bob we also neede a small plastic snake ind a big toy frog for the kids she can scoop these things into three red baggs and well go meter winsdaya the traiin station
31.0,"st. albans, hertfordshire, uk",english115,english,male,data/speech_accent_archive/recordings/recordings/english115.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese colstella ask to bring these things from the stoor six spoons of fresh snow pees five thick slabbs of blue chees and may be a snack for her brother bob we also need a smal plastick snake and a big toy frog for the kits she can scupp these things into three red banks and we will go meat her wensday at the tainstation
56.0,"atlanta, georgia, usa",english116,english,male,data/speech_accent_archive/recordings/recordings/english116.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asked her to bring these things with her from the store siic spoones of fresh snow pees five tick slavs of blu cheees and may be a snack for her brother bom we also neet a small plastic snake an a big toyfra for the kids she can scoop theese things in tw threee red baggs and we will go meet her winstey at the traiin station
60.0,"elmore, alabama, usa",english117,english,female,data/speech_accent_archive/recordings/recordings/english117.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stella ask her to bring these things with her from the store sixs spoons of fresh sno peese five thick slabbs of blue chees annd may be a snac or her brother bobb we also need a small plastick snake and a big toy frogg for the kids she can scoop these things t into three red baggs and we will go met her winstee at the traiin station
19.0,"akron, ohio, usa",english118,english,male,data/speech_accent_archive/recordings/recordings/english118.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstellar ask her to bring these things with her from the store sic spooons of fresh s note pies five pics labs of blue chees and may be a snack for her brother bob we also net a small plastic snak and a big toy frog fof the kids she can scoop thesethings into three red backs and we ll go meet her win staat the train station
32.0,"saskatoon, saskatchewan, canada",english119,english,female,data/speech_accent_archive/recordings/recordings/english119.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cll sdella ask to bring these things with her from the store six poons of fresh snow peee five thick slabs of blue chees and may be a snack for her brother bog we also need a small plastic snake and a big toy frog fr the kits she can scuop these things into three red baggs and we will go meet her winsta at the traiin station
71.0,"leicester, uk",english12,english,female,data/speech_accent_archive/recordings/recordings/english12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cors stela ask her to bring these things with her from the sto sic spoons of fresh snow pease five thics slabbs of blue cheese and may be a snack forr her broutther bub we also ned a small plastic snake and a big toyfrog or the kids she con scuop these sins into three red banks and egot and we will go meat her wenste at the train station
65.0,"saskatoon, saskatchewan, canada",english120,english,male,data/speech_accent_archive/recordings/recordings/english120.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peaase call stella ask her to bring these things with her from the store six spoons off fresh snow pees five thick slabs of blue chees in may be a snack for her brother bobb we also nneed a small plastic snake and a big toy frog for the kids she can scuop these things into three red baggs and we will go to meet her wenstay at the train station
21.0,"waconia, minnesota, usa",english121,english,male,data/speech_accent_archive/recordings/recordings/english121.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to briing these things with her from the store sic spoons of frashina pees fve thick slabbs of blue chiees and maid be a snack for her brother bobb we also nede a small plastic snak in a big to frog for the kits she con scoop these things into three red baggs and we willl go meet her weds day at the train station
20.0,"kuala lumpur, malaysia",english122,english,female,data/speech_accent_archive/recordings/recordings/english122.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor sic spoons of fresh snow pees five thick slebs of blue cheees and may be a snack or her brother bobb we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meat her wensdey at the train station
28.0,"riverside, california, usa",english123,english,female,data/speech_accent_archive/recordings/recordings/english123.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asked her to bring these things with her from the stoore sic spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snak in a big toy frog for the kids she can scoop these things into three reed baggs and we will go meet her winstay at the train station
38.0,"brooklyn, new york, usa",english124,english,male,data/speech_accent_archive/recordings/recordings/english124.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask e to bring these things with her from the stoor sic spoons of fresh snow peeese five thick slabs of bue chees and may be a snack for her brother bobb we at to ede a small plastic snake and a big toy frog for the kids she can scop these things iito three red bags and we will go met er wensday at the train staton
28.0,"st. george, queensland, australia",english125,english,male,data/speech_accent_archive/recordings/recordings/english125.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask yu to bring these things fother from the sto six spoons of fresh sno pees five sic slabbs of blue chees and may be a snack forr a brother bog we also nead a smaall passtics snake in a big toyfrob fro the kits she can scup thesethings into three red baggs and we wil go meto win stay at the trai station
34.0,"cincinnati, ohio, usa",english126,english,female,data/speech_accent_archive/recordings/recordings/english126.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask he to bring these things with her from the store six spoons of fresh snow pease five thick slabbs of blue cheese and may be a snack or her brother bobb well i ed a smal by sic snake in a big toy frogg for the kids she can skkup these things into three red bags and we will go meet her one sday at the traiin station
39.0,"new britain, connecticut, usa",english127,english,male,data/speech_accent_archive/recordings/recordings/english127.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella askd hr to bring these things wither from the stoore six spoons of fresh snow pees five thic slabs of blue chees and matebe a snak for her brother bobb we also nede a small pastic snake and a big toy frog for the kids she can scoop thse things into three red baggs and we will go met hr wensday a the train station
20.0,"miami, florida, usa",english128,english,female,data/speech_accent_archive/recordings/recordings/english128.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stoore six soons of fresh snow pees five thic slabs off blue chees and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
25.0,"blackpool, lancashire, uk",english129,english,male,data/speech_accent_archive/recordings/recordings/english129.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask  to bring these things wile from the stor six spoons of fresh snow peese five hics slabs of bue chees and may be a snack for a brova bob well sein ed a small plasticsnake in big toly frog for the kids she can scut these things into three red bags and will go met he wenste at the train statioon
