age,birthplace,filename,native_language,sex,path_to_audio,transcription,wav2vec2_base_transcriptions
55.0,"corriverton, guyana",english183,english,female,data/speech_accent_archive/recordings/recordings/english183.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet with meet her wednesday at the train station
18.0,"hillsboro, oregon, usa",english184,english,female,data/speech_accent_archive/recordings/recordings/english184.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"oxford, uk",english185,english,male,data/speech_accent_archive/recordings/recordings/english185.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
39.0,"gadsden, alabama, usa",english186,english,female,data/speech_accent_archive/recordings/recordings/english186.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plaster snake and a big toy frog for the kids she can scoop these things into three red bags and we will go to meet her wednesday at the train station
42.0,"algona, iowa, usa",english187,english,female,data/speech_accent_archive/recordings/recordings/english187.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thic slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
35.0,"edinburgh, scotland, uk",english188,english,male,data/speech_accent_archive/recordings/recordings/english188.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stea ask her to bring these things with her from the store six spoons of frace sno pease five thick slabs of buy cheese and may be a snack for eur brother bob we also need a small plastic snake and our beg toy frog for the keads she can scoop these things into three red bags we will go to meet her weddonesday at the train station
19.0,"grand forks, north dakota, usa",english189,english,male,data/speech_accent_archive/recordings/recordings/english189.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scroup these things into three red bags and we will go meet her wednesday at the train station
53.0,"louisville, kentucky, usa",english19,english,male,data/speech_accent_archive/recordings/recordings/english19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids you can scoop these things into three red bags and we will go meat her wednesday at the train station
27.0,"oak park, illinois, usa",english190,english,male,data/speech_accent_archive/recordings/recordings/english190.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five six slavs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go d meet her wednesday at the train station
19.0,"las cruces, new mexico, usa",english191,english,male,data/speech_accent_archive/recordings/recordings/english191.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh sno pees focty slaps of blue cheese and maybe a sneck for her brother bub we also need a small plastic snake in a big toy frog for the case she can scoop these things into three red bags and we'll go meet her wednesday at the tray station
27.0,"east lansing, michigan, usa",english192,english,female,data/speech_accent_archive/recordings/recordings/english192.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs a blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"honolulu, hawaii, usa",english193,english,male,data/speech_accent_archive/recordings/recordings/english193.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"manchester, england, uk",english194,english,male,data/speech_accent_archive/recordings/recordings/english194.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar as her to bring these things with her from the store six spoons of fresh snow peas five slik slabs of blue cheese and may be a snak for a brother bob we augh to need small plastic snakes and a big toy frog for the kids she can scoop these things into free red bags and we'll go am eet her a wednesday at the train station
21.0,"delavan, wisconsin, usa",english195,english,female,data/speech_accent_archive/recordings/recordings/english195.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as cer to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"suva, fiji",english196,english,female,data/speech_accent_archive/recordings/recordings/english196.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,kt please call stella ask her to bring these things with her from the store six spons of fresh slow piece five fix slaps of blue chees and may be a snak for her brother bar we also need a small plastic snake and a big toil frog for the kits she can scoop these things into three rared bags and we will go meet her on wednesday at the train station
22.0,"iowa city, iowa, usa",english197,english,male,data/speech_accent_archive/recordings/recordings/english197.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plassic snake in a big toy frog for the kids she can scoot these things into three red bags and we will go meet her wednesday at the train station
25.0,"bay shore, new york, usa",english199,english,male,data/speech_accent_archive/recordings/recordings/english199.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slaves of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"birmingham, uk",english2,english,female,data/speech_accent_archive/recordings/recordings/english2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"mt. holly, north carolina, usa",english20,english,female,data/speech_accent_archive/recordings/recordings/english20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snake for her brother bob we also neetd a small plastic snake an a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"berkeley, california, usa",english200,english,female,data/speech_accent_archive/recordings/recordings/english200.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and w'll go meet her wednesday at the train station
26.0,"warren, michigan, usa",english201,english,female,data/speech_accent_archive/recordings/recordings/english201.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bab we also need a small clastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the train station
19.0,"crisfield, maryland, usa",english202,english,male,data/speech_accent_archive/recordings/recordings/english202.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese fve thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frelic for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
63.0,"boston, massachusetts, usa",english203,english,female,data/speech_accent_archive/recordings/recordings/english203.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
53.0,"chicago, illinois, usa",english204,english,male,data/speech_accent_archive/recordings/recordings/english204.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas by fixed slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake ind a big toy frog for the kids she can scoop these things into three red bags and we will go meet her at wednesday at the train station
45.0,"blue earth, minnesota, usa",english205,english,female,data/speech_accent_archive/recordings/recordings/english205.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese it may be a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
35.0,"hucknall, nottinghamshire, england, uk",english206,english,female,data/speech_accent_archive/recordings/recordings/english206.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"wilkes-barre, pennsylvania, usa",english207,english,female,data/speech_accent_archive/recordings/recordings/english207.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thix slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
46.0,"washington, dc, usa",english208,english,male,data/speech_accent_archive/recordings/recordings/english208.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
28.0,"saint johns, antigua and barbuda",english209,english,female,data/speech_accent_archive/recordings/recordings/english209.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snuck for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
37.0,"boston, massachusetts, usa",english21,english,female,data/speech_accent_archive/recordings/recordings/english21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caul stalla ask her to bring these things with her from the store six spoons of fresh snow peas five thix slabs of blue cheese and maybe a snak for her brother boab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
23.0,"trenton, nova scotia, canada",english210,english,female,data/speech_accent_archive/recordings/recordings/english210.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slubs of plue cheese and may be a snack for her brother bub we also neet of small plustic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go a meet her wednesday at the train station
30.0,"worcester, massachusetts, usa",english211,english,male,data/speech_accent_archive/recordings/recordings/english211.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"spartanburg, south carolina, usa",english212,english,male,data/speech_accent_archive/recordings/recordings/english212.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease a five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"dodge city, kansas, usa",english213,english,male,data/speech_accent_archive/recordings/recordings/english213.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kis she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"myrtle beach, south carolina, usa",english214,english,male,data/speech_accent_archive/recordings/recordings/english214.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thix slaps blue cheese and may be a snack for ar brother bob we also knew a small plassic snake in a big toy frog for the kids she cul scoop these things o the three red bags an we go meet her wednesday at the train station
20.0,"lemington spa, warwickshire, uk",english215,english,male,data/speech_accent_archive/recordings/recordings/english215.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpies five thicx slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in three ried bags and we will go meet her wednesday at the train station
48.0,"chicago, illinois, usa",english216,english,female,data/speech_accent_archive/recordings/recordings/english216.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six scoons of fresh snow pees five thick slabs of blue chees and may be a snack for her brother bob we also need a small plastic snake and a big ty frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the tran station
66.0,"harrow, middlesex, uk",english217,english,male,data/speech_accent_archive/recordings/recordings/english217.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob yeusto need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
27.0,"abingdon, virginia, usa",english218,english,female,data/speech_accent_archive/recordings/recordings/english218.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask co to bring these things with her from the store six spens of fresh snow peese five thix slives o blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"oakland, california, usa",english219,english,female,data/speech_accent_archive/recordings/recordings/english219.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and may be a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"anaheim, california, usa",english220,english,female,data/speech_accent_archive/recordings/recordings/english220.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and mabe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we wil will meet her widnesday at the train station
45.0,"london, uk",english221,english,male,data/speech_accent_archive/recordings/recordings/english221.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring theese things with her from the store  sixponce of fresh nold pease five thick slams of blue cheese and navias snack for her brother bub we also need a small plastic snake and a victoy frog for the kids we can scoop these things into three red bags and wewill go meet her wednesday at the train station what pleasure
18.0,"auburn, indiana, usa",english222,english,female,data/speech_accent_archive/recordings/recordings/english222.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small passic snake and a big toy frog for the kids she can scoop these things into three red bags and wewill go meet her wednesday at the train station
18.0,"erie, pennsylvania, usa",english223,english,male,data/speech_accent_archive/recordings/recordings/english223.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thixk slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the trainstation
20.0,"bridgetown, barbados",english224,english,male,data/speech_accent_archive/recordings/recordings/english224.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stelle asx her to bring these things with her from the store six spoons of freshsnow peas five thick slaps of blue cheese and maybe a snap for her brother bolb we also need a small place snake and a big toy frog for the kids she can scoop these things into three red bags and we will go me her rensday at the train station
50.0,"dundee, scotland, uk",english225,english,male,data/speech_accent_archive/recordings/recordings/english225.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of gof blue cheese and maybe a snak for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station thank you its it thank you
38.0,"walton-on-thames, surrey, uk",english226,english,male,data/speech_accent_archive/recordings/recordings/english226.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from the store six spoons of fresh snow pees five thick slabs of blue chese and may be a snak for her brother bob we also need a small platic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station i susyou no thank you
42.0,"camberley, surrey, uk",english227,english,female,data/speech_accent_archive/recordings/recordings/english227.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spones a fresh snow pease five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plactid snake and a big toy for frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station beautiful mank you voo mach
59.0,"glasgow, scotland, uk",english228,english,female,data/speech_accent_archive/recordings/recordings/english228.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowspe snowpeas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station thank you very much all you welcome
25.0,"burlington, vermont, usa",english229,english,male,data/speech_accent_archive/recordings/recordings/english229.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five six slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go meet her n wednesday at the trainstation
43.0,"englewood, tennessee, usa",english23,english,male,data/speech_accent_archive/recordings/recordings/english23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scroop these things into three red bags and we will go meet her wednesday at the train station
35.0,"launceston, tasmania, australia",english230,english,male,data/speech_accent_archive/recordings/recordings/english230.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caul stella ask her to bring these things with her from the stool six spoons of freshnopeeas five thick slabs of blue cheese and maybe a snake for a brother bob we also need a plasic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"tampa, florida, usa",english231,english,male,data/speech_accent_archive/recordings/recordings/english231.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh sno peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"metairie, louisiana, usa",english232,english,female,data/speech_accent_archive/recordings/recordings/english232.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
