age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_base_transcriptions
57.0,"prague, czech republic",czech4,czech,female,data/speech_accent_archive/recordings/recordings/czech4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece calstela ask her to bring theseings with her from the store six poons of fresh snow hease five thix flaps of blo cheese and may be a snak for her brother ba we also need a small plastic snake and a bigtoit frog for de kit she can scoope things into three red bags an eogo meet her wensday at the transation
20.0,"ostrava, czech republic",czech6,czech,male,data/speech_accent_archive/recordings/recordings/czech6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleescol st ask her to bring these things it her from the stor six poons of fresh snowpiece five thick lipes o blucheese and maybe a snagk for her browner boh we also ned a small lastic snake and big to frog for the kates she canscoope these things into tdree red baks and we will go meet her wensday at the tdrin station
22.0,"ostrava, czech republic",czech7,czech,female,data/speech_accent_archive/recordings/recordings/czech7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plesecol stoa ask her to bring these things with her from the str six poonof fresh snow pece five tick slups of blue cheese and may be a snake for her brad bah we also need a small plastick snake and a big toyfrok for the kits shee kan scoop these things in t three red bgs and we will go meet her onsday at the tren station
21.0,"pizen, czech republic",czech8,czech,female,data/speech_accent_archive/recordings/recordings/czech8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor six poons o fresh snow pease five thick slabs of blue cheese amaybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red black bags and we will go meet her wodnesday at the train station
38.0,"prague, czech republic",czech9,czech,male,data/speech_accent_archive/recordings/recordings/czech9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bese co stela askk her to bring these things with her from store six poons of fresh no piece five thick slaps of blo cheese and may be a snegk for her broher bo we alson eat a small blusti snake and a big toy fro for the kits she can scoop these things into three rid bags and we will go meet her onse day at the transttion
45.0,"horsens, denmark",danish1,danish,female,data/speech_accent_archive/recordings/recordings/danish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleise col tela askes o bring these things from with her from the store six spoons of fres snowpiece five thik slaps of blutease and maybe a snagk for her brother bob beiaso net a small plastic snake and a beak to frok for the kits seikin scook tis things into three rit bagks and we wvill go meether winsday at the train station
37.0,"haslev, denmark",danish2,danish,female,data/speech_accent_archive/recordings/recordings/danish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,kese cal stella askkher to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snak for her brother borb we also need a small phastic snake and a big toy frog for the kids she could scoopeious things into three red bags and wewl go meet her wodensday at the train station
53.0,"copenhagen, denmark",danish3,danish,female,data/speech_accent_archive/recordings/recordings/danish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela asketcher bring these sinks with her from his dor six poons of fresh snow piece fhrise tthick slaps of blue cheese and maybe a sneg for her brother b we also eed a small plastic snake and a big to frok for the kes she can scoope these sinks into three red bags and we will go meet her winstay at the train station
21.0,"aarhus, denmark",danish4,danish,female,data/speech_accent_archive/recordings/recordings/danish4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela askoud to bring these things witthe from the store six poons of fresh snowpeese five big slaps of blue cheese and maybe a snagk for a brother bob welsa eat a small plastic snake and a big toy frog for the kids hekan skubthes things into three red bags and will gomeet her wen stay at the train station
49.0,"egvad, denmark",danish5,danish,female,data/speech_accent_archive/recordings/recordings/danish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snowpieece five fix laps of lucheese and may be a snak for her brother bob we also need a small plastick snake and a big toy frog footakets she can scoop these things into three ret baks and we will go to meet her when tay at the train station
19.0,"alborg, denmark",danish6,danish,male,data/speech_accent_archive/recordings/recordings/danish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askers bring these things with her from the store sixpoons of fresh snow peee five thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frok for the kits she can scoo these things into three red bags and we will go meet her whensday at the train stathion
22.0,"copenhagen, denmark",danish7,danish,male,data/speech_accent_archive/recordings/recordings/danish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese col stella ask her to bring these things with her from the store six poons of fresh snow piece five thick slapbs of blue cheese and may be a snack for a brot of baw we also neat a small plastic snake and a bagge coy frog for the kids she can scoupe these things into three red bags and will go met her whenstat train station
28.0,"sunds, denmark",danish8,danish,female,data/speech_accent_archive/recordings/recordings/danish8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella askeat to bring these things with her from the store sik spoons arf fresh no piece fivetey slaps of blue cheese and maybe a snack for er brother bo we allsan eat a small plastic snake and a bagtie frock fot kits she can scoop these things into three red bags and we will go meet her wenstay at the train station
20.0,"kabul, afghanistan",dari3,dari,male,data/speech_accent_archive/recordings/recordings/dari3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ese colostell askher to bring these things with her from ises from the store six poons of fresh snow pieece fi thick slaps of blu cheese and maybe a snagk for her broter barb fhialsonit a smoke blastic snagk in a big toy fr er toy frog from the kits she kans coop these things into tree red bags and we wll go meet her once they a de fain dishan
56.0,"kabul, afghanistan",dari5,dari,female,data/speech_accent_archive/recordings/recordings/dari5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callistella ask her to bring these things with her from the store six poon of fresh hno pece five thik slabs of ble cheese n maybe a snak for her brother bob we also need a small plastic snag in a big toy frog for the kits she kan scoop these things into three red bags and we will go meet her whenstdeay at the rain stache at the train stations
39.0,"essen, belgium",dutch10,dutch,male,data/speech_accent_archive/recordings/recordings/dutch10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons a fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we alsoneed a small plastic snake and a big toy frog for the kids she can scub these things into three red bags and we will go meether wensday at te train station
41.0,"brugge, belgium",dutch11,dutch,male,data/speech_accent_archive/recordings/recordings/dutch11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blese o stella ask her to bring these fhings with her from the store six poons a fresh snow peace fivte thick slaps of blue cheese and maybe a snack for her brother borb we also need a small plastic snake and a big to froge foikits she can scou these tings into free red bags and we will go meed her wensday a te train station
33.0,"zwolle, netherlands",dutch13,dutch,female,data/speech_accent_archive/recordings/recordings/dutch13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella asker to bring these things with her from the store sixpoons of fresh snow pece frive thick slaps of blue keese and maybe a sneck for her brother g bop we also need ha smollpleastic snake and he big doyfok for the kits sheekan scoop these things into three red beks and we will go meet her wensday at the transtation
35.0,"zwolle, netherlands",dutch14,dutch,female,data/speech_accent_archive/recordings/recordings/dutch14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stelat ask her to bring these things with her from he store six poons of fresh snow piece five thick slaps of blue cheese and maybe a snok for her brother bob snak for her brother bob we also need a small plestic snake and a big toy frok for the kits she can scoop these things into three red baks and we will go meet her wensday at the tran station
23.0,"nunspeet, netherlands",dutch15,dutch,male,data/speech_accent_archive/recordings/recordings/dutch15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella askrt to bring stings wither from the stor sixpoons of fresh snowpiece five thick slaps of blue cheese and may be snakfr bother bob we also neet a smoke plesic snake and a big toifog for the kits she can scookts things into three red begs and we will go meeter wensetay at a train stacion
23.0,"antwerp, belgium",dutch16,dutch,female,data/speech_accent_archive/recordings/recordings/dutch16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things with her from the store six spoons of fresh snow peece five thick slabs of blue cheese and maybe a sneck for her brother bob we also need a small plastic snake and a big toy frog for the kits shee can scoop these things into three red bags and we will go meet her wenesday at a train station
21.0,"wilrijk, belgium",dutch17,dutch,female,data/speech_accent_archive/recordings/recordings/dutch17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stella ask her to bring these things with her from the store six poons of fresh snow pece five thix lapse of blue cheese and maybeas nigk for a brothe bop we also need a small splet a small plastic snake and a big toc frok for the kits she can scoope these things into three red bags and we will go meet her winsay at at the train station
23.0,"antwerp, belgium",dutch18,dutch,male,data/speech_accent_archive/recordings/recordings/dutch18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella asku to bring these tings wer from the store six poons of fresh snow pece five thick slaps of blue cheese and maybe a snack for a brother bab we also need small plastic snake and a big toy frug for the kids she can scoup these things into tree red bags and we will go meet to a winsday at the train station
22.0,"heist-op-den-berg, belgium",dutch19,dutch,female,data/speech_accent_archive/recordings/recordings/dutch19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store sixpoons of fresh snowpies five thick slaps of blue cheese and maybe a snack for a barler bob we also eat a small plastic snake and a bic toy frock for thikits she can scoop these things into three redbaks and we will go meet her wensday at srain station
41.0,"amsterdam, netherlands",dutch2,dutch,male,data/speech_accent_archive/recordings/recordings/dutch2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stellar ask her to bring these things with her from the store six poons of fresh the snow pieece five thick slaps of bloo cheese hand maybe a sneck for her brother bob we also need a small plestic snake and a big toy frok for the kits she cans good dese things into three red baks and well go metr wensday at er tain sdish
21.0,"vlaams-brabant, belgium",dutch20,dutch,female,data/speech_accent_archive/recordings/recordings/dutch20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please qcal stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slaps of blue cheese and maybe a sneck for her brothe bob we also need a small blestic snake and a big toy frog for the kids she can scoope these things into three red bagks and we will go meet her wensday at the train station
21.0,"diest, belgium",dutch21,dutch,female,data/speech_accent_archive/recordings/recordings/dutch21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stella ask her to bring these tings with her from  store six poons a fresh no peese five thick slabbs of blue cheese a may be a sneck for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scuberys things into three red bags and we will go meet her wensday at a train sation
23.0,"essen, belgium",dutch22,dutch,female,data/speech_accent_archive/recordings/recordings/dutch22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,im pleace callstella ask her to bring these things with her from the store sixpoons o fresh snow piece five thik slabs of ble cheese and may be a snack for her brother bob we also need a small alastic snake an a big toy frog for the kits she can scoop these things into three red bags and we will go met er wensday at the train station
23.0,"antwerp, belgium",dutch23,dutch,male,data/speech_accent_archive/recordings/recordings/dutch23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease cal stella ask her to bring these things ter from the store six poons of fresh hnow piece five thick slapps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
23.0,"seoul, south korea",dutch24,dutch,female,data/speech_accent_archive/recordings/recordings/dutch24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col sella ask hert to bring these things with her from the store six poons of fresh snow pees five thick slabs of blue cheese and maybe a snack of her brote bob we lso need a small plastic snake and a big toyfrog for the kits she canscoube these things into three red bags and we will go meet her wednsday at the train station
23.0,"wilrijk, belgium",dutch25,dutch,female,data/speech_accent_archive/recordings/recordings/dutch25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things wit her from the store sixpoons of fresh snow piece five tieks leps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scupbp these things into three red bagks and we will go meet her wensday at the train station
23.0,"turnhout, belgium",dutch26,dutch,female,data/speech_accent_archive/recordings/recordings/dutch26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols ella ask her to bring these tings with her from the star sixpoons af fresh snow pieece five thick slaps of blue cheese and maybea snack for a brother barp we also need a small plastic snake and the big toy frok for the kitts she can scoope these tings into three thread baks and will go meet her whenstay at the train station
21.0,"antwerp, belgium",dutch27,dutch,female,data/speech_accent_archive/recordings/recordings/dutch27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleese col stella askk er to bring these things with her from the store six poons a fresh now peece five thick sleps of blue cheese anmaybe at snack for her brother bob we also need a small plestic snake and a big tofrok for the kits she can scoop these things into three red bks and we will go meet her wenesday at the train station
22.0,"antwerp, belgium",dutch28,dutch,male,data/speech_accent_archive/recordings/recordings/dutch28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these sthings with her from the store six poons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also neat a small lastic snake in a big toy frog for the kids she can scoupbe these things into three red bags and we will go meet her winsday at train station
29.0,"ede, netherlands",dutch29,dutch,male,data/speech_accent_archive/recordings/recordings/dutch29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella asker to bring these things with her from the store sixpoons fresh snow pieece five thick slaps of blue cheese and may be a snack for a other bob we also need a small plassic snake and a big toy frog for the kits shecan scoup these things into three ret bags and we will go meet wensay at traing station
19.0,"alkmaar, netherlands",dutch3,dutch,male,data/speech_accent_archive/recordings/recordings/dutch3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,leace golsella asgu to bring these thaings witer fom n store sixpoons of fresh snowpieese five take slaps of blue cheese and maybe a snak for a brotebaw we also eat a smallblessigs nike and a big tod frog for the kits she gans coob tes tings into triiret bags and w ill go meet her wensay at traingestacion
21.0,"sint-niklaas, belgium",dutch30,dutch,female,data/speech_accent_archive/recordings/recordings/dutch30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cas stella ask her to bring these things with her from the stor six poons of fresh snow peese five fix labs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and the big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
23.0,"antwerp, belgium",dutch31,dutch,female,data/speech_accent_archive/recordings/recordings/dutch31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please qarlstella ask her to bring vese things with her from the storm six poons of fresh snow peece five thick slaps of blue cheese and maybe a snack for her brother bab we also need a small plestic snake and a big toy frokforikits she can scoop these things into threewret bags and we will go meet her wensday at te train station
22.0,"mechelen, belgium",dutch33,dutch,female,data/speech_accent_archive/recordings/recordings/dutch33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella ask her to bring these things wither from the store six spoons a fresh snow pece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoope these things into three red bags and we will go mether wensday at the trainstation
22.0,"bornem, belgium",dutch34,dutch,female,data/speech_accent_archive/recordings/recordings/dutch34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castella oskifo bring these things with her from the store six poons of freshnopece fi tix lebs o loucheese at maybe a sneck f her bother bab will also nead a small cestic snake and a big toy frock for the kits she cans cofi fings into three red baks and hou will go meet her wensday at ta trin station
21.0,"mortsel, belgium",dutch35,dutch,female,data/speech_accent_archive/recordings/recordings/dutch35.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella askk her to bring these things with her from the store sixpoons a fresh sno pese five shix slaps of blue cheese and may be a snack for her braa bob we also need a small plastic snake in a big toy frog for the kits she can scoope these things into three red bagks and we will go me t wednesday at a train station
21.0,"turnhout, belgium",dutch36,dutch,female,data/speech_accent_archive/recordings/recordings/dutch36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase col stella ask her to bring these things with her from the stor six poons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bab we also need a small plessick snake and a picg toyfrok for the kits she can scoope these things into three red bags and we will go meet our wensay at the train station
21.0,"antwerp, belgium",dutch37,dutch,female,data/speech_accent_archive/recordings/recordings/dutch37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asker to bring these tings with her from the store sixpoons of fresh snowpeese five thick slabbs of blue cheese and may be a snack for her brother bob we also need a small plastic snake in a big toy frog for the kits she can scoop these things into three red baks and wel will go meet her wednsday at the train station
21.0,"beveren, belgium",dutch38,dutch,female,data/speech_accent_archive/recordings/recordings/dutch38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese kalstdela ask her to bring these things with her from the store six poons of freshno piese five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plastic snake and a bigtoy frock for the kids she can scoop these things into three red bags and we will go meet her wenesday at the tring station
22.0,"hardinxveld-giessendam, netherlands",dutch39,dutch,female,data/speech_accent_archive/recordings/recordings/dutch39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask hers to bring these things wither from the store sixpoons of fresh no peese five thik slaps of blue cheese and may be a snagk for a bother bob we ous to net a smallplastic snake an a big toy frogk for the kids she can scoub these things into three retd bags and we wel go meet her wensday ant the train station
18.0,"bilzen, flanders, belgium",dutch4,dutch,male,data/speech_accent_archive/recordings/recordings/dutch4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstalaoskit to bring these things at er from the stor saix poons a fresh no peese five thinks slaps blue jeese and maybe a snak fup or the ba we also meet a small plastic snake and ta big doyf fro for the kits shecan scoup ths things into tree red bags and we will go meet the wens they at  twain station
25.0,"dordrecht, netherlands",dutch40,dutch,male,data/speech_accent_archive/recordings/recordings/dutch40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from store six poons of fresh snowpees five thick slaps of ble cheese and maybe a sneck for her brother bob we also need a small plestic snake and a big toy frog for the kits she can scop these things into three red bags and we will go meet her whenstdhey at train tasion
41.0,"deventer, netherlands",dutch41,dutch,male,data/speech_accent_archive/recordings/recordings/dutch41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cllstella ask her to bring thee things with her from the store six poons of fresh snow piece fie thick slaps of blue cheese and maybe snak forr broahtebop we llso eat smallplastic smnake and a big toy frogk for the kits she can scoop the things into three red bagks and we will go meet her onceday at the train station
36.0,"schiedam, netherlands",dutch42,dutch,male,data/speech_accent_archive/recordings/recordings/dutch42.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blse col stea eskert to bring these things witherfon the store sixpoons o fresh snowpies five fthix slaps of blu cheese and made me a snek for h broter bop we also eed a small flestic snake and a bik tofrock for e kates see kan scoopis things i to three wet baks in evo go meter wnsday at the twinstace
21.0,"rotterdam, netherlands",dutch43,dutch,male,data/speech_accent_archive/recordings/recordings/dutch43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease coste asker to bring these things wiver from the stor sixpoons a fresh snow beast five thick slaps of blue heese amaybe a sneck for a broder bob we also eat ismoublessics nake and a big doy frog for the gits shee kans co dhes scope these things into three ret bks and weorow meter wensday at the tran sacion
21.0,"antwerp, belgium",dutch44,dutch,female,data/speech_accent_archive/recordings/recordings/dutch44.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh no peece five thick slaps of blue cheese and maybe a snegk for her prother bob we also need a small plastic snake an a big toy frog for the kits she cansco these things into three red bagks and we will go meet her wensday at the train station
22.0,"sint niklaas, belgium",dutch45,dutch,male,data/speech_accent_archive/recordings/recordings/dutch45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella asket to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for a brother bob we also need a small plastic snake and a big toi frog for the kids she can scoop these things into three wrept bags and we will go meet her wenstheyr at the train station
22.0,"hulshout, belgium",dutch46,dutch,female,data/speech_accent_archive/recordings/recordings/dutch46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these tings with her from the store six poons of freh snow pece five thick sleps of blue cheese and may be asneck for her brother bob we also need a small plastic snake and the big toy frog for the kits she can scub these things into tree red begs and we will go meet her wensay at the train station
