age,birthplace,filename,native_language,sex,path_to_audio,transcription,s2t_medium_transcriptions
22.0,"sint niklaas, belgium",dutch45,dutch,male,data/speech_accent_archive/recordings/recordings/dutch45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"hulshout, belgium",dutch46,dutch,female,data/speech_accent_archive/recordings/recordings/dutch46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of first snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and the big toy frog for the kids she can scoop these things into tree red bags and we will go meet her wednesday at the train station
37.0,"gouda, netherlands",dutch47,dutch,female,data/speech_accent_archive/recordings/recordings/dutch47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at a train station at a train station and to train station and to train station and to train station and to train station and to three red bags and we will go
54.0,"rotterdam, netherlands",dutch5,dutch,female,data/speech_accent_archive/recordings/recordings/dutch5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six bones of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and you will go meet her one day at a train station
46.0,"brussels, belgium",dutch6,dutch,female,data/speech_accent_archive/recordings/recordings/dutch6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wednesday at the trainstation
35.0,"alphen aan de ryn, netherlands",dutch8,dutch,female,data/speech_accent_archive/recordings/recordings/dutch8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe snack for her brother bob we also need a small plastic snake and a big toy frock for kits she can scoop this things into three red bags and we will go meet her wednesday at a train station
68.0,"almelo, netherlands",dutch9,dutch,female,data/speech_accent_archive/recordings/recordings/dutch9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things of his her from the story six points of fresh snow piece five thick slips of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frock for the kits she can scoop these things into three red bags and we will meet her wednesday at the train station and we will meet her wednesday at the train station
42.0,"pittsburgh, pennsylvania, usa",english1,english,male,data/speech_accent_archive/recordings/recordings/english1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
35.0,"davenport, iowa, usa",english10,english,female,data/speech_accent_archive/recordings/recordings/english10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpence of fresh snow peas five thick slabs of blue cheese and maybe snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she will scoop these things up into three red bags and we will go meet her wednesday at the train station
23.0,"miami, florida, usa",english100,english,female,data/speech_accent_archive/recordings/recordings/english100.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six wounds of fresh snow peas five thick slabs of blue cheese and maybe a snick for her brother bob we also need a small plastic's niche and a big tour frock for the cheese she can spook these things into three red bags and we will go meet her wednesday at the trees
18.0,"toronto, ontario, canada",english101,english,female,data/speech_accent_archive/recordings/recordings/english101.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six boons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"torrington, connecticut, usa",english102,english,male,data/speech_accent_archive/recordings/recordings/english102.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"staten island, new york, usa",english103,english,male,data/speech_accent_archive/recordings/recordings/english103.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask it to bring these things with her from the store six spoons of fresh snow peas five thick slaves of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"youngstown, ohio, usa",english104,english,female,data/speech_accent_archive/recordings/recordings/english104.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things weather from the store six boons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
57.0,"windsor, ontario, canada",english105,english,male,data/speech_accent_archive/recordings/recordings/english105.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow peas five thick slams of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
39.0,"los angeles, california, usa",english106,english,female,data/speech_accent_archive/recordings/recordings/english106.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"chicago, illinois, usa",english107,english,male,data/speech_accent_archive/recordings/recordings/english107.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her roller bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday the train station
21.0,"strabane, northern ireland, uk",english108,english,male,data/speech_accent_archive/recordings/recordings/english108.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please course they are ask her to bring these things with her from a store sixpence a fresh mule peas five fixed labs of blue cheese a mibres snack for a bour bob well so need to bring a small plastic snake and a bag toy frog for a kid's she can scoop these things into three bread bags and will go meter away on stay at the trainstairs
26.0,"concord, new hampshire, usa",english109,english,female,data/speech_accent_archive/recordings/recordings/english109.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in at three red bags and we will go meet her wednesday at the train station
35.0,"staffordshire, uk",english11,english,female,data/speech_accent_archive/recordings/recordings/english11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags we will go meet her wednesday at the train station
21.0,"great yarmouth, norfolk, uk",english110,english,male,data/speech_accent_archive/recordings/recordings/english110.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six boons of fresh snow peas five ex lumps of blue cheese a may be a slap or a brother bob we also need a small plastic snake and a big twee fog for the kids she can scoop these things into three red bags and we will go meet her one day at the train station
21.0,"bombay, india",english111,english,male,data/speech_accent_archive/recordings/recordings/english111.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow bees five thick slabs of blue cheese a navy a snack for her brother bob we need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her when we say at the trenched transition
31.0,"wrexham, wales, uk",english113,english,male,data/speech_accent_archive/recordings/recordings/english113.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh small piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"birmingham 2, alabama, usa",english114,english,female,data/speech_accent_archive/recordings/recordings/english114.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go me to wednesday at the train station
31.0,"st. albans, hertfordshire, uk",english115,english,male,data/speech_accent_archive/recordings/recordings/english115.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red banks and we will go meet her wednesday at the train station
56.0,"atlanta, georgia, usa",english116,english,male,data/speech_accent_archive/recordings/recordings/english116.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bomb we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
60.0,"elmore, alabama, usa",english117,english,female,data/speech_accent_archive/recordings/recordings/english117.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store sixpoons of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"akron, ohio, usa",english118,english,male,data/speech_accent_archive/recordings/recordings/english118.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"saskatoon, saskatchewan, canada",english119,english,female,data/speech_accent_archive/recordings/recordings/english119.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
71.0,"leicester, uk",english12,english,female,data/speech_accent_archive/recordings/recordings/english12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please course stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also knew the small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go and we will go meet her wednesday at the train station
65.0,"saskatoon, saskatchewan, canada",english120,english,male,data/speech_accent_archive/recordings/recordings/english120.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and we will go to meet her wednesday at the kids she can scoop these things into three red bags and we will go to meet her wednesday at the train station
21.0,"waconia, minnesota, usa",english121,english,male,data/speech_accent_archive/recordings/recordings/english121.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"kuala lumpur, malaysia",english122,english,female,data/speech_accent_archive/recordings/recordings/english122.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
28.0,"riverside, california, usa",english123,english,female,data/speech_accent_archive/recordings/recordings/english123.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
38.0,"brooklyn, new york, usa",english124,english,male,data/speech_accent_archive/recordings/recordings/english124.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
28.0,"st. george, queensland, australia",english125,english,male,data/speech_accent_archive/recordings/recordings/english125.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things whether from the store six burns a fresh snow peas five thick slabs of blue cheese and maybe a snap for a brother bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go me to wednesday at the train station
34.0,"cincinnati, ohio, usa",english126,english,female,data/speech_accent_archive/recordings/recordings/english126.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob well send me to small plastic snake and a big toy frog for the kids she can skip these things into three red bags and we will go meet her one day at the turn station
39.0,"new britain, connecticut, usa",english127,english,male,data/speech_accent_archive/recordings/recordings/english127.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"miami, florida, usa",english128,english,female,data/speech_accent_archive/recordings/recordings/english128.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"blackpool, lancashire, uk",english129,english,male,data/speech_accent_archive/recordings/recordings/english129.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for above a bob we also need a small plastic snake in a big toy frog for the kids she can scoop these things into three red bags and will go meet her wednesday at the train station
69.0,"henley on thames, oxfordshire, uk",english13,english,male,data/speech_accent_archive/recordings/recordings/english13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother balm we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her on wednesday at the train stations she can scoop these things into three red bags and we will go meet her on wednesday at the train station
32.0,"port elizabeth, south africa",english130,english,male,data/speech_accent_archive/recordings/recordings/english130.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella also to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"west palm beach, florida, usa",english131,english,male,data/speech_accent_archive/recordings/recordings/english131.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob but we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"toronto, ontario, canada",english132,english,female,data/speech_accent_archive/recordings/recordings/english132.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic's neck and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
36.0,"norwich, new york, usa",english133,english,female,data/speech_accent_archive/recordings/recordings/english133.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella and ask her to bring these things with her from the store six boons of fresh snow peas five thick slabs of loop blue cheese and maybe a snack for her brother bob we will also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"belfast, northern ireland, uk",english134,english,female,data/speech_accent_archive/recordings/recordings/english134.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wedding station
22.0,"orange beach, alabama, usa",english135,english,male,data/speech_accent_archive/recordings/recordings/english135.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"calgary, alberta, canada",english136,english,male,data/speech_accent_archive/recordings/recordings/english136.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
26.0,"charleston, west virginia, usa",english137,english,male,data/speech_accent_archive/recordings/recordings/english137.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"palmer, alaska, usa",english138,english,female,data/speech_accent_archive/recordings/recordings/english138.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snick for her brother bob we also need a small plastic snake in a big toy frog for the kits she can scoop these things into three red bags and we will go meet her one day at the train station
20.0,"providence, rhode island, usa",english139,english,male,data/speech_accent_archive/recordings/recordings/english139.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six moons are fresh no peas buy thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and will go me her wednesday at the train station she can scoop these things into three red bags and will go me her wednesday at the train station
40.0,"belfast, northern ireland, uk",english14,english,male,data/speech_accent_archive/recordings/recordings/english14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six bones of fresh snow peas five thick slabs of blue cheese and mebby a snack for a brother bob we ought to need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go to meet a wet and see at the transtish
43.0,"quezon city, philippines",english140,english,male,data/speech_accent_archive/recordings/recordings/english140.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"york, uk",english141,english,male,data/speech_accent_archive/recordings/recordings/english141.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with a firm star six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for a brother bob we also need a small plastic snack in a big toy frock for the kids there she could skid these things into three yard bags and will go me a wednesday excursion
