transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rel_large_transcriptions
the other felt a sudden wave of irritation rush through him,data/l2arctic/BWC/wav/arctic_a0216.wav,BWC,Chinese,M,the other felt a sudden wave of irritation rus throat him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/BWC/wav/arctic_a0217.wav,BWC,Chinese,M,oppressive as the heat had been it was now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/BWC/wav/arctic_a0218.wav,BWC,Chinese,M,the ring of the big bell aroused him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/BWC/wav/arctic_a0219.wav,BWC,Chinese,M,at first he puzzled over something and toward he was sure had happened
a dead man is of no use on a plantation,data/l2arctic/BWC/wav/arctic_a0220.wav,BWC,Chinese,M,adaptment is of no use on the plantation
what part of the united states is your home,data/l2arctic/BWC/wav/arctic_a0222.wav,BWC,Chinese,M,who part of the united states is your home
my im almost homesick for it already,data/l2arctic/BWC/wav/arctic_a0223.wav,BWC,Chinese,M,my i'm almost homesick for its already
she nodded and her eyes grew soft and moist,data/l2arctic/BWC/wav/arctic_a0224.wav,BWC,Chinese,M,she nodded and her eyes grew soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/BWC/wav/arctic_a0225.wav,BWC,Chinese,M,i was brought up the way most girls in howayi are brought up
that came before my a b cs,data/l2arctic/BWC/wav/arctic_a0226.wav,BWC,Chinese,M,tack came before my a b c
it was the same way with our revolvers and rifles,data/l2arctic/BWC/wav/arctic_a0227.wav,BWC,Chinese,M,it was the same way with our revolvers our rifles r
but it contributed to the smash,data/l2arctic/BWC/wav/arctic_a0228.wav,BWC,Chinese,M,by a contributed to thus march n'
the last one i knew was an overseer,data/l2arctic/BWC/wav/arctic_a0229.wav,BWC,Chinese,M,the last one i knew was the overseer
do you know any good land around here,data/l2arctic/BWC/wav/arctic_a0230.wav,BWC,Chinese,M,do you know any good land around here l''''
the resident commissioner is away in australia,data/l2arctic/BWC/wav/arctic_a0231.wav,BWC,Chinese,M,the resident commissioner is always in australia v
i cant follow you she said,data/l2arctic/BWC/wav/arctic_a0232.wav,BWC,Chinese,M,i can follow you she said nnd
i never allow what cant be changed to annoy me,data/l2arctic/BWC/wav/arctic_a0233.wav,BWC,Chinese,M,i never allow what can be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/BWC/wav/arctic_a0234.wav,BWC,Chinese,M,why the outrage revealed is more nauseating than cold liver oil
his voice was passionately rebellious,data/l2arctic/BWC/wav/arctic_a0235.wav,BWC,Chinese,M,his voice was passionatily rebellious
dont you see i hate you,data/l2arctic/BWC/wav/arctic_a0236.wav,BWC,Chinese,M,don't you see i hate you ''l'
so hughie and i did the managing ourselves,data/l2arctic/BWC/wav/arctic_a0237.wav,BWC,Chinese,M,so hughe and i did tha managing ourselves d
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/BWC/wav/arctic_a0239.wav,BWC,Chinese,M,he cried in simultenious dismay and she broke into havly laughter
wash your hands of me,data/l2arctic/BWC/wav/arctic_a0240.wav,BWC,Chinese,M,wash your hands of me
i think its much nicer to quarrel,data/l2arctic/BWC/wav/arctic_a0241.wav,BWC,Chinese,M,i think is much nicer toul coryol
i saw it when she rolled,data/l2arctic/BWC/wav/arctic_a0242.wav,BWC,Chinese,M,i saw it when she wrote
i only read the quotations,data/l2arctic/BWC/wav/arctic_a0243.wav,BWC,Chinese,M,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/BWC/wav/arctic_a0244.wav,BWC,Chinese,M,he was the soul of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/BWC/wav/arctic_a0245.wav,BWC,Chinese,M,out of his eighteen hundred he lied aside sixteen hundred each year
he had heard always how he was the lover of the princess naomi,data/l2arctic/BWC/wav/arctic_a0246.wav,BWC,Chinese,M,he had heard always how he was the lower of the princes naomi
they ought to pass here some time today,data/l2arctic/BWC/wav/arctic_a0247.wav,BWC,Chinese,M,they are to pass here some time to day
i had been sad too long already,data/l2arctic/BWC/wav/arctic_a0248.wav,BWC,Chinese,M,i have been sought too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/BWC/wav/arctic_a0249.wav,BWC,Chinese,M,all ice however was sdarting at him in certitude of expetancy  al
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/BWC/wav/arctic_a0250.wav,BWC,Chinese,M,he had observed that the business life of howayi undeveloped a woltening ambition
i may manage to freight a cargo back as well,data/l2arctic/BWC/wav/arctic_a0251.wav,BWC,Chinese,M,i may manage to fright a cargo back as well
obrien had been a clean living young man with ideals,data/l2arctic/BWC/wav/arctic_a0252.wav,BWC,Chinese,M,o bran had been a clean living young man with ideals
he it was that lived to found the family of the patino,data/l2arctic/BWC/wav/arctic_a0253.wav,BWC,Chinese,M,he it was that lived to found the family of the pantino
straight out they swam their heads growing smaller and smaller,data/l2arctic/BWC/wav/arctic_a0254.wav,BWC,Chinese,M,stridling out they swew on their heads growing smaller and smaller s
see the length of the body and that elongated neck,data/l2arctic/BWC/wav/arctic_a0256.wav,BWC,Chinese,M,see the length of the body and that elongated neck
they are coming ashore whoever they are,data/l2arctic/BWC/wav/arctic_a0257.wav,BWC,Chinese,M,they are coming ashort whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/BWC/wav/arctic_a0258.wav,BWC,Chinese,M,suk deep in sea water they off sat the heat rate
think of investing in such an adventure,data/l2arctic/BWC/wav/arctic_a0259.wav,BWC,Chinese,M,think of irasting in such an adventure n r
nobody knew his history they of the junta least of all,data/l2arctic/BWC/wav/arctic_a0260.wav,BWC,Chinese,M,nobody knew his history they of the trante least of all
i have been doubly baptized,data/l2arctic/BWC/wav/arctic_a0261.wav,BWC,Chinese,M,i had been doubly have tised
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/BWC/wav/arctic_a0262.wav,BWC,Chinese,M,they wiln't be sweeping a big veshel like the mart t
joan looked triumphantly at sheldon who bowed,data/l2arctic/BWC/wav/arctic_a0263.wav,BWC,Chinese,M,joyl looked triumphantly at sawden who broad
and i hope youve got plenty of chain out captain young,data/l2arctic/BWC/wav/arctic_a0264.wav,BWC,Chinese,M,and i hope you've got plenty of chain out captain young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/BWC/wav/arctic_a0265.wav,BWC,Chinese,M,the discovery seemd to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/BWC/wav/arctic_a0266.wav,BWC,Chinese,M,they handled two men already both grub thiefs
eli harding asked as shunk started to follow,data/l2arctic/BWC/wav/arctic_a0267.wav,BWC,Chinese,M,ali harding asked as shank started to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/BWC/wav/arctic_a0268.wav,BWC,Chinese,M,now go ahead and tell me in the three forward way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/BWC/wav/arctic_a0269.wav,BWC,Chinese,M,thats where they cut off the scolttish chiefs and killed o hands
and after the bath a shave would not be bad,data/l2arctic/BWC/wav/arctic_a0270.wav,BWC,Chinese,M,and after the bath a shave would not be bad
now please give a plain statement of what occurred,data/l2arctic/BWC/wav/arctic_a0271.wav,BWC,Chinese,M,now please give a plain statement of what occurred
they are big trees and require plenty of room,data/l2arctic/BWC/wav/arctic_a0273.wav,BWC,Chinese,M,they are big trees and require plenty of room he
and raoul listened again to the tale of the house,data/l2arctic/BWC/wav/arctic_a0274.wav,BWC,Chinese,M,and the row listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/BWC/wav/arctic_a0275.wav,BWC,Chinese,M,there are no hideous and half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/BWC/wav/arctic_a0276.wav,BWC,Chinese,M,ulang ettau was one hundred and forty miles in the circumference ne
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/BWC/wav/arctic_a0277.wav,BWC,Chinese,M,recoil from the stifling poisenous atmosphere in the pans cabbin
it would give me nervous prostration,data/l2arctic/BWC/wav/arctic_a0278.wav,BWC,Chinese,M,it will give me nervous prostration
she said with chattering teeth,data/l2arctic/BWC/wav/arctic_a0279.wav,BWC,Chinese,M,she sat with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/BWC/wav/arctic_a0280.wav,BWC,Chinese,M,i'll be out of my hat in fifty minutes
i do not blame you for anything remember that,data/l2arctic/BWC/wav/arctic_a0281.wav,BWC,Chinese,M,i do not blame you for anything remember that i
if you mean to insinuate brentwood began hotly,data/l2arctic/BWC/wav/arctic_a0282.wav,BWC,Chinese,M,if you mean to insiniate bran ut began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/BWC/wav/arctic_a0283.wav,BWC,Chinese,M,the ume in you is only incidenta accidenta and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/BWC/wav/arctic_a0284.wav,BWC,Chinese,M,gi us no fore casting tha strange gross processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/BWC/wav/arctic_a0285.wav,BWC,Chinese,M,but what they want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/BWC/wav/arctic_a0286.wav,BWC,Chinese,M,gave them their choice between a fine or official weeping
keep an eye on him,data/l2arctic/BWC/wav/arctic_a0287.wav,BWC,Chinese,M,keep an eye on him
those are my oysters he said at last,data/l2arctic/BWC/wav/arctic_a0288.wav,BWC,Chinese,M,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/BWC/wav/arctic_a0290.wav,BWC,Chinese,M,one by one the boys were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/BWC/wav/arctic_a0291.wav,BWC,Chinese,M,the weeks had gone by and no outwart act had been attempted
here in the midmorning the first casualty occurred,data/l2arctic/BWC/wav/arctic_a0292.wav,BWC,Chinese,M,here in the mid morning the first casually occurred
they were deep in the primeval forest,data/l2arctic/BWC/wav/arctic_a0293.wav,BWC,Chinese,M,they were deep in the primeal forests  there
he had been foiled in his attempt to escape,data/l2arctic/BWC/wav/arctic_a0294.wav,BWC,Chinese,M,he had been foiled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/BWC/wav/arctic_a0295.wav,BWC,Chinese,M,and twenty men could hold it with spears and araouse and
bassett was a fastidious man,data/l2arctic/BWC/wav/arctic_a0296.wav,BWC,Chinese,M,pases was a fastidious man a
theres a big english general right now whose name is roberts,data/l2arctic/BWC/wav/arctic_a0297.wav,BWC,Chinese,M,there's a big english general ratnaw whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/BWC/wav/arctic_a0298.wav,BWC,Chinese,M,this tactile promise of continued acquaintance gave saxon a little joy trio
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/BWC/wav/arctic_a0299.wav,BWC,Chinese,M,i tell you i'm disgusted with this adventure tom fully un wrought
from my earliest recollection my sleep was a period of terror,data/l2arctic/BWC/wav/arctic_a0300.wav,BWC,Chinese,M,from my nearest reclitan my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/BWC/wav/arctic_a0301.wav,BWC,Chinese,M,by al my jims swar laty this law ''''
it is very plausible to such people a most convincing hypothesis,data/l2arctic/BWC/wav/arctic_a0302.wav,BWC,Chinese,M,it was very plausible to such people a most conveniencing hypothesis vr
but they make the mistake of ignoring their own duality,data/l2arctic/BWC/wav/arctic_a0303.wav,BWC,Chinese,M,but they make the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/BWC/wav/arctic_a0304.wav,BWC,Chinese,M,i graduate helasof my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/BWC/wav/arctic_a0305.wav,BWC,Chinese,M,de hanofixetd values to be altered by adjectives and adverbs
very early in my life i separated from my mother,data/l2arctic/BWC/wav/arctic_a0307.wav,BWC,Chinese,M,byr relatid in my life as separadly from my mother her
his infernal chattering worries me even now as i think of it,data/l2arctic/BWC/wav/arctic_a0308.wav,BWC,Chinese,M,his inferna chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/BWC/wav/arctic_a0309.wav,BWC,Chinese,M,white lorguans sassmissus mortimer or
massage under tension was the cryptic reply,data/l2arctic/BWC/wav/arctic_a0310.wav,BWC,Chinese,M,massage under tension was the criptich reply
therefore hurrah for the game,data/l2arctic/BWC/wav/arctic_a0311.wav,BWC,Chinese,M,therefore hurrah for the game 'herrrah'''''hrrrah rhhr''hrrahhura
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/BWC/wav/arctic_a0312.wav,BWC,Chinese,M,it lived in perpetual apprehension of that quarter of the campas
broken tooth yelled with fright and pain,data/l2arctic/BWC/wav/arctic_a0313.wav,BWC,Chinese,M,broken tooth out with fright and pain rbuw
thus was momentum gained in the younger world,data/l2arctic/BWC/wav/arctic_a0314.wav,BWC,Chinese,M,thus was momentum gained in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/BWC/wav/arctic_a0315.wav,BWC,Chinese,M,sextion waited for she knew a few idea had stuck billy
we had been chased by them ourselves more than once,data/l2arctic/BWC/wav/arctic_a0316.wav,BWC,Chinese,M,we had been chasted by them ourself more than once
he was a wise hyena,data/l2arctic/BWC/wav/arctic_a0317.wav,BWC,Chinese,M,he was a wisaina
production is doubling and quadrupling upon itself,data/l2arctic/BWC/wav/arctic_a0318.wav,BWC,Chinese,M,production is doubling an orumbling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/BWC/wav/arctic_a0319.wav,BWC,Chinese,M,and that hadembrigh evening news says with editorial grooms
with my strength i slammed it full into red eyes face,data/l2arctic/BWC/wav/arctic_a0320.wav,BWC,Chinese,M,with my strength i slamed it full into right eye's face
the log on which lop ear was lying got adrift,data/l2arctic/BWC/wav/arctic_a0321.wav,BWC,Chinese,M,the log on which lop ear was lying got drift
this is a common experience with all of us,data/l2arctic/BWC/wav/arctic_a0322.wav,BWC,Chinese,M,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/BWC/wav/arctic_a0324.wav,BWC,Chinese,M,it was no right ice way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/BWC/wav/arctic_a0325.wav,BWC,Chinese,M,wead steep bung loop ear screamed with sudden anguish
cherokee identified himself with his instinct,data/l2arctic/BWC/wav/arctic_a0326.wav,BWC,Chinese,M,chulki identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/BWC/wav/arctic_a0327.wav,BWC,Chinese,M,they were less stuped demmy less springy in their movements
the fire people like ourselves lived in caves,data/l2arctic/BWC/wav/arctic_a0328.wav,BWC,Chinese,M,the fire people like ourselves lived in caves
ah indeed,data/l2arctic/BWC/wav/arctic_a0329.wav,BWC,Chinese,M,aha indeed ha
red eye never committed a more outrageous deed,data/l2arctic/BWC/wav/arctic_a0330.wav,BWC,Chinese,M,rat i never committed a more outrageous deed
poor little crooked leg was terribly scared,data/l2arctic/BWC/wav/arctic_a0331.wav,BWC,Chinese,M,poor little crodid leg was terriblly scared add er
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/BWC/wav/arctic_a0332.wav,BWC,Chinese,M,unconsciously our use and exclamation yielded to this rhythm
this is no place for you,data/l2arctic/BWC/wav/arctic_a0333.wav,BWC,Chinese,M,this is no place for you
he will knock you off a few sticks in no time,data/l2arctic/BWC/wav/arctic_a0334.wav,BWC,Chinese,M,he will knock you off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/BWC/wav/arctic_a0335.wav,BWC,Chinese,M,red eyed swumn back and forth on the branch farther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/BWC/wav/arctic_a0336.wav,BWC,Chinese,M,so unexpected was my charge that i knocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/BWC/wav/arctic_a0337.wav,BWC,Chinese,M,encouraged by macintuk's big face became a suthern ally
the fighting had now become intermittent,data/l2arctic/BWC/wav/arctic_a0338.wav,BWC,Chinese,M,the fighting hantnaw become intermitant
they obeyed him and went here and there at his commands,data/l2arctic/BWC/wav/arctic_a0339.wav,BWC,Chinese,M,they obeyed him and were here and there at his commands
why doggone you all shake again,data/l2arctic/BWC/wav/arctic_a0341.wav,BWC,Chinese,M,why dorgang you all shake again
seventeen no eighteen days ago,data/l2arctic/BWC/wav/arctic_a0342.wav,BWC,Chinese,M,seventeen nor eighteen days ago
you mean for this state general alberta,data/l2arctic/BWC/wav/arctic_a0343.wav,BWC,Chinese,M,you mean for this state general albert
he seemed to fill it with his tremendous vitality,data/l2arctic/BWC/wav/arctic_a0344.wav,BWC,Chinese,M,he seemed to fill it with his tremendous vitality
he was trying to pass a apron string around him,data/l2arctic/BWC/wav/arctic_a0345.wav,BWC,Chinese,M,he was trying to pass a abhorence staring around him w
get down and dig in,data/l2arctic/BWC/wav/arctic_a0346.wav,BWC,Chinese,M,cadong an digging ad
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/BWC/wav/arctic_a0347.wav,BWC,Chinese,M,jogrilly delighted with anything that is bright or giveth a song
they only lifted seven hundred and fifty,data/l2arctic/BWC/wav/arctic_a0348.wav,BWC,Chinese,M,they only lifted saman hundred and fifty r
it was simple in its way and no virtue of his,data/l2arctic/BWC/wav/arctic_a0349.wav,BWC,Chinese,M,it was simple in its way and no virtue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/BWC/wav/arctic_a0350.wav,BWC,Chinese,M,is that pat hammer hinsmug looking hungry and willing n
it was more like sugar,data/l2arctic/BWC/wav/arctic_a0351.wav,BWC,Chinese,M,it was more like suger uu
im sure going along with you all elijah,data/l2arctic/BWC/wav/arctic_a0352.wav,BWC,Chinese,M,i'm sure going along with you a elia
here the explosion of mirth drowned him out,data/l2arctic/BWC/wav/arctic_a0353.wav,BWC,Chinese,M,hear the explosion of mirth tronnged him out
fresh meat they failed to obtain,data/l2arctic/BWC/wav/arctic_a0354.wav,BWC,Chinese,M,fresh meat they failed to obtain
a burst of laughter was his reward,data/l2arctic/BWC/wav/arctic_a0355.wav,BWC,Chinese,M,a buurst of laughter was his re ward
he dont catch me at any such foolishness,data/l2arctic/BWC/wav/arctic_a0356.wav,BWC,Chinese,M,he don't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/BWC/wav/arctic_a0358.wav,BWC,Chinese,M,they continued mlindly to lie but the truth continued to outmurd them
earth and gravel seemed to fill the pan,data/l2arctic/BWC/wav/arctic_a0359.wav,BWC,Chinese,M,earth and crivol seemed to feel the pain ear
but he no longer cared quite so much for that form of diversion,data/l2arctic/BWC/wav/arctic_a0360.wav,BWC,Chinese,M,but he no longer cared quiet so much for that form of diversion
but he didnt broach it preferring to mature it carefully,data/l2arctic/BWC/wav/arctic_a0361.wav,BWC,Chinese,M,by hi di lambrocchi proffering to mash her it carefully
nope not the slightest idea,data/l2arctic/BWC/wav/arctic_a0362.wav,BWC,Chinese,M,noe now dos lightners idea o
it is not an attempt to smash the market,data/l2arctic/BWC/wav/arctic_a0363.wav,BWC,Chinese,M,it is not an attempt to smush the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/BWC/wav/arctic_a0364.wav,BWC,Chinese,M,we had plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/BWC/wav/arctic_a0365.wav,BWC,Chinese,M,these rumors may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/BWC/wav/arctic_a0366.wav,BWC,Chinese,M,a wildly exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/BWC/wav/arctic_a0367.wav,BWC,Chinese,M,there is not a i would of truth in it certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/BWC/wav/arctic_a0368.wav,BWC,Chinese,M,i just do appreciate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/BWC/wav/arctic_a0369.wav,BWC,Chinese,M,in partnership with daylight the pair rided the san hosae interurban inr
he saw all men in business game doing this,data/l2arctic/BWC/wav/arctic_a0370.wav,BWC,Chinese,M,he saw olmen in business came doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/BWC/wav/arctic_a0371.wav,BWC,Chinese,M,it issued a rate of forty two dollars a car on charcoal
he saw only the effect in a general sketchy way,data/l2arctic/BWC/wav/arctic_a0372.wav,BWC,Chinese,M,he saw only the effect in the general scatchway
points of view new ideas life,data/l2arctic/BWC/wav/arctic_a0373.wav,BWC,Chinese,M,points all feel new ideas life olln
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/BWC/wav/arctic_a0375.wav,BWC,Chinese,M,the butchers amit cutters refuse to handle meat destined for amphire restaurants
your price my son is just about thirty per week,data/l2arctic/BWC/wav/arctic_a0376.wav,BWC,Chinese,M,your price my son is just about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/BWC/wav/arctic_a0377.wav,BWC,Chinese,M,this sound did not disturb the hush and owe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/BWC/wav/arctic_a0378.wav,BWC,Chinese,M,that's why its boundaries are all goached and jagged
how old are you daddy,data/l2arctic/BWC/wav/arctic_a0379.wav,BWC,Chinese,M,how old are you daddy o
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/BWC/wav/arctic_a0380.wav,BWC,Chinese,M,by intercaens water was plentiful and also a luxuriforest growth
my names ferguson,data/l2arctic/BWC/wav/arctic_a0381.wav,BWC,Chinese,M,my name is fer kusen
daylight found himself charmed and made curious by the little man,data/l2arctic/BWC/wav/arctic_a0382.wav,BWC,Chinese,M,daylight found himself charmed and made curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/BWC/wav/arctic_a0383.wav,BWC,Chinese,M,to his surprise her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/BWC/wav/arctic_a0384.wav,BWC,Chinese,M,the famire works the soil and produce grein
thats what carnegie did,data/l2arctic/BWC/wav/arctic_a0385.wav,BWC,Chinese,M,that's what carnego did
i cant argue with you and you know that,data/l2arctic/BWC/wav/arctic_a0386.wav,BWC,Chinese,M,i can't argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/BWC/wav/arctic_a0387.wav,BWC,Chinese,M,bob growing disgusted turned back southerly and attemptd to pass map
it was my idea to a tee,data/l2arctic/BWC/wav/arctic_a0388.wav,BWC,Chinese,M,it was my idea to a ti
mab she said,data/l2arctic/BWC/wav/arctic_a0389.wav,BWC,Chinese,M,mam she sat  mm
i will go over tomorrow afternoon,data/l2arctic/BWC/wav/arctic_a0390.wav,BWC,Chinese,M,i will go over to morrow afternoon'r ry
there is that magnificent bob eating his head off in the stable,data/l2arctic/BWC/wav/arctic_a0392.wav,BWC,Chinese,M,there is that magnificant bob eating his hat off the stable n
already he had begun borrowing from the banks,data/l2arctic/BWC/wav/arctic_a0393.wav,BWC,Chinese,M,already he had begun borrowing from the banks
it was strap hangers that will keep us from going under,data/l2arctic/BWC/wav/arctic_a0394.wav,BWC,Chinese,M,it was strap hanger they will keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/BWC/wav/arctic_a0395.wav,BWC,Chinese,M,as for himself warrant the street railway earning increasing stedily
a rising tide of fat had submerged them,data/l2arctic/BWC/wav/arctic_a0396.wav,BWC,Chinese,M,a rising tale of fat has submerged them r
call me that again he murmured ecstatically,data/l2arctic/BWC/wav/arctic_a0397.wav,BWC,Chinese,M,call me that again he murmured exactly only
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/BWC/wav/arctic_a0398.wav,BWC,Chinese,M,in the car where onwin and harrison will jos seat with the chauffeur
and heres another idea,data/l2arctic/BWC/wav/arctic_a0399.wav,BWC,Chinese,M,and here is another idea ere
manuel had one besetting sin,data/l2arctic/BWC/wav/arctic_a0400.wav,BWC,Chinese,M,manuel had one peceding sin
the man smiled grimly and brought a hatchet and a club,data/l2arctic/BWC/wav/arctic_a0401.wav,BWC,Chinese,M,jemmis smiled grimly and brought a hatchak and a clap inmin bm
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/BWC/wav/arctic_a0402.wav,BWC,Chinese,M,curly rushed her antagonist who stuck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/BWC/wav/arctic_a0403.wav,BWC,Chinese,M,his new born cunning gave him poises and control his l'
perrault found one with head buried in the grub box,data/l2arctic/BWC/wav/arctic_a0404.wav,BWC,Chinese,M,parophon on with hat bird in the glap box
it seemed the ordained order of things that dogs should work,data/l2arctic/BWC/wav/arctic_a0405.wav,BWC,Chinese,M,it seems the ordained order of things and docks should work i
and that was the last of francois and perrault,data/l2arctic/BWC/wav/arctic_a0406.wav,BWC,Chinese,M,and toubt was the last of fractious and parolle
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/BWC/wav/arctic_a0407.wav,BWC,Chinese,M,masetas crammed cried laughed and manifested the chaostic abandonment of hysteria
he could feel a new stir in the land,data/l2arctic/BWC/wav/arctic_a0409.wav,BWC,Chinese,M,he could feel a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/BWC/wav/arctic_a0410.wav,BWC,Chinese,M,so we had to feed the boat throughout with oil lamps as well t
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/BWC/wav/arctic_a0411.wav,BWC,Chinese,M,it will break our hearts and our backs tu hoist anchor by hand ls
there is another virtue in these bulkheads,data/l2arctic/BWC/wav/arctic_a0412.wav,BWC,Chinese,M,there's another virtue in this buck hass'us   r er
but i am at the end of my resources,data/l2arctic/BWC/wav/arctic_a0413.wav,BWC,Chinese,M,but i am at the end of my resources
now our figuring was all right,data/l2arctic/BWC/wav/arctic_a0414.wav,BWC,Chinese,M,now our finger ring was all right dd
it lasted as a deterrent for two days,data/l2arctic/BWC/wav/arctic_a0415.wav,BWC,Chinese,M,it lasted as a deterint for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/BWC/wav/arctic_a0416.wav,BWC,Chinese,M,the added weight had a velocity of fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/BWC/wav/arctic_a0417.wav,BWC,Chinese,M,it is also an insidious deceitful son a
the portuguese boy crawled nearer and nearer,data/l2arctic/BWC/wav/arctic_a0418.wav,BWC,Chinese,M,the portuguese boy crowd nearly an nearly e
the portuguese boy passed the hawaiian,data/l2arctic/BWC/wav/arctic_a0419.wav,BWC,Chinese,M,the pechalgis boy passed the hawai in
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/BWC/wav/arctic_a0420.wav,BWC,Chinese,M,when i came to i was swaving my had and murmuring echetically
by golly the boy wins,data/l2arctic/BWC/wav/arctic_a0421.wav,BWC,Chinese,M,by golle te boy wince and
halfway around the track one donkey got into an argument with its rider,data/l2arctic/BWC/wav/arctic_a0422.wav,BWC,Chinese,M,half way around the track wone donkey got into an argument with his rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/BWC/wav/arctic_a0423.wav,BWC,Chinese,M,mac way when he returns from a chip to hona lulu
obviously it was a disease that could be contracted by contact,data/l2arctic/BWC/wav/arctic_a0424.wav,BWC,Chinese,M,obviously it was a disease that could be contracted by contract
they do not know the length of time of incubation,data/l2arctic/BWC/wav/arctic_a0426.wav,BWC,Chinese,M,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/BWC/wav/arctic_a0427.wav,BWC,Chinese,M,enters not the psychology of the situation
it was not exactly a deportation,data/l2arctic/BWC/wav/arctic_a0428.wav,BWC,Chinese,M,it was no exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/BWC/wav/arctic_a0429.wav,BWC,Chinese,M,quick was the disappointment in his face yet smiling was the acquiescence
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/BWC/wav/arctic_a0430.wav,BWC,Chinese,M,nertheless we found ourselves once more in the high seat of abundance
