transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
its worth eight dollars,data/l2arctic/NCC/wav/arctic_b0260.wav,NCC,Chinese,F,it's worth eight dollars
and he did hurt my arm,data/l2arctic/NCC/wav/arctic_b0261.wav,NCC,Chinese,F,and he did hurt my arm
saxons onto her job,data/l2arctic/NCC/wav/arctic_b0262.wav,NCC,Chinese,F,sexton's outer job
only once did i confide the strangeness of it all to another,data/l2arctic/NCC/wav/arctic_b0263.wav,NCC,Chinese,F,only once did i confide the strangeness of it all to another
but this time it was saxon who rebelled,data/l2arctic/NCC/wav/arctic_b0264.wav,NCC,Chinese,F,b this time it was section who rebelled
i was not to cry out in the face of fear,data/l2arctic/NCC/wav/arctic_b0265.wav,NCC,Chinese,F,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/NCC/wav/arctic_b0266.wav,NCC,Chinese,F,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/NCC/wav/arctic_b0267.wav,NCC,Chinese,F,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/NCC/wav/arctic_b0268.wav,NCC,Chinese,F,section nodded and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/NCC/wav/arctic_b0269.wav,NCC,Chinese,F,wy not like any railroad station or ferry depot
we could throw stones with our feet,data/l2arctic/NCC/wav/arctic_b0270.wav,NCC,Chinese,F,we could throw stones with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/NCC/wav/arctic_b0271.wav,NCC,Chinese,F,it was put together in a casual helter skelter sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/NCC/wav/arctic_b0272.wav,NCC,Chinese,F,these were merely stout sticks an inch or so in diameter
then it was that a strange thing happened,data/l2arctic/NCC/wav/arctic_b0273.wav,NCC,Chinese,F,then it was that a strange thing happened
from the source of light a harsh voice said,data/l2arctic/NCC/wav/arctic_b0274.wav,NCC,Chinese,F,from the source of light a harsh voice said
we were now good friends,data/l2arctic/NCC/wav/arctic_b0276.wav,NCC,Chinese,F,we were now good friends
two of the folk were already up,data/l2arctic/NCC/wav/arctic_b0277.wav,NCC,Chinese,F,two of the folk were already up
now animals do not like mockery,data/l2arctic/NCC/wav/arctic_b0278.wav,NCC,Chinese,F,no animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/NCC/wav/arctic_b0279.wav,NCC,Chinese,F,he gave one last snort and slide from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/NCC/wav/arctic_b0280.wav,NCC,Chinese,F,again the girls applauded and missus hall cried
just the same id sooner be myself than have book indigestion,data/l2arctic/NCC/wav/arctic_b0281.wav,NCC,Chinese,F,just the same i'd sooner be myself than have book in digestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/NCC/wav/arctic_b0282.wav,NCC,Chinese,F,some of the smaller veins had doubtless been ruptured
but we were without this momentum,data/l2arctic/NCC/wav/arctic_b0283.wav,NCC,Chinese,F,but we were without ey some munton
there was one difficulty however,data/l2arctic/NCC/wav/arctic_b0284.wav,NCC,Chinese,F,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/NCC/wav/arctic_b0285.wav,NCC,Chinese,F,the hyena proceeded to dine
the time was considered auspicious,data/l2arctic/NCC/wav/arctic_b0286.wav,NCC,Chinese,F,the time was considered auspicious
or have they already devised one,data/l2arctic/NCC/wav/arctic_b0287.wav,NCC,Chinese,F,or have they already devised one
we would not spend another such night,data/l2arctic/NCC/wav/arctic_b0288.wav,NCC,Chinese,F,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/NCC/wav/arctic_b0289.wav,NCC,Chinese,F,at first his progress was slow and eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/NCC/wav/arctic_b0290.wav,NCC,Chinese,F,he placed his paw on one and its movements were accelerated
the awe of man rushed over him again,data/l2arctic/NCC/wav/arctic_b0291.wav,NCC,Chinese,F,the awe of man rushed over him again
between him and all domestic animals there must be no hostilities,data/l2arctic/NCC/wav/arctic_b0293.wav,NCC,Chinese,F,between him and all domestic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/NCC/wav/arctic_b0294.wav,NCC,Chinese,F,for a much longer time hop ear and i remained and a watched
all right sir replied jock with great regret,data/l2arctic/NCC/wav/arctic_b0295.wav,NCC,Chinese,F,aright sir replied jock with great regret
at times i wondered where sir archibald got his style,data/l2arctic/NCC/wav/arctic_b0296.wav,NCC,Chinese,F,at times i wonder where sir archbald got his dyve
why should a fellow throw up the sponge after the first round,data/l2arctic/NCC/wav/arctic_b0297.wav,NCC,Chinese,F,why should the fellow throw up the sponge after the first round
his hand shot out and clutched crooked leg by the neck,data/l2arctic/NCC/wav/arctic_b0298.wav,NCC,Chinese,F,his hands shot out and clutched crooked lik by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/NCC/wav/arctic_b0299.wav,NCC,Chinese,F,missus brodie's smile was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/NCC/wav/arctic_b0300.wav,NCC,Chinese,F,does the old boy often go off at half cocked that way
a flying arrow passed between us,data/l2arctic/NCC/wav/arctic_b0301.wav,NCC,Chinese,F,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/NCC/wav/arctic_b0302.wav,NCC,Chinese,F,i pulled certainly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/NCC/wav/arctic_b0303.wav,NCC,Chinese,F,here we allow our solisitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/NCC/wav/arctic_b0304.wav,NCC,Chinese,F,his previous wives had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/NCC/wav/arctic_b0305.wav,NCC,Chinese,F,it was our river emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/NCC/wav/arctic_b0306.wav,NCC,Chinese,F,cameron looked at his hands with their long sinewy fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/NCC/wav/arctic_b0307.wav,NCC,Chinese,F,we got few vegetables and fruits and became fish eaters
we never made another migration,data/l2arctic/NCC/wav/arctic_b0308.wav,NCC,Chinese,F,we never made another migration
a little treatment massage with some help from the doctor,data/l2arctic/NCC/wav/arctic_b0310.wav,NCC,Chinese,F,a little treatment message with some help from the doctor
the twenty ninth very foggy,data/l2arctic/NCC/wav/arctic_b0311.wav,NCC,Chinese,F,the twenty ninth very foggy
dig in youre sure good was daylights answer,data/l2arctic/NCC/wav/arctic_b0312.wav,NCC,Chinese,F,the game you are sure good was dalight's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/NCC/wav/arctic_b0313.wav,NCC,Chinese,F,aproned stream loomed near at hand he shield like and unbroken course
he had been born with this endowment,data/l2arctic/NCC/wav/arctic_b0314.wav,NCC,Chinese,F,a been born with this endowment
and this was their sole conversation throughout the meal,data/l2arctic/NCC/wav/arctic_b0315.wav,NCC,Chinese,F,and this was his sole conversation throughout the meal
though the aurora still flamed another day had begun,data/l2arctic/NCC/wav/arctic_b0316.wav,NCC,Chinese,F,through the aurora still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/NCC/wav/arctic_b0317.wav,NCC,Chinese,F,he did not believe in the burning of daylight for such an illusory
again he had done the big thing,data/l2arctic/NCC/wav/arctic_b0318.wav,NCC,Chinese,F,again he had down the big thing
daylight was tired profoundly tired,data/l2arctic/NCC/wav/arctic_b0319.wav,NCC,Chinese,F,daylight was tired profoundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/NCC/wav/arctic_b0320.wav,NCC,Chinese,F,of regret ing his voice was provocative of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/NCC/wav/arctic_b0321.wav,NCC,Chinese,F,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/NCC/wav/arctic_b0322.wav,NCC,Chinese,F,their supply of grab was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/NCC/wav/arctic_b0323.wav,NCC,Chinese,F,crickets began to chirp and more geese and ducks flew overhead
not till the twentieth of may did the river break,data/l2arctic/NCC/wav/arctic_b0324.wav,NCC,Chinese,F,not till the twentieth of may did the river break
it was a gigantic inadequacy,data/l2arctic/NCC/wav/arctic_b0325.wav,NCC,Chinese,F,it was gigantic inadequacy
he had been so easy,data/l2arctic/NCC/wav/arctic_b0327.wav,NCC,Chinese,F,he had been so easy
change chairs daylight commanded,data/l2arctic/NCC/wav/arctic_b0328.wav,NCC,Chinese,F,change chairs daylight commanded
id sooner have my chips back,data/l2arctic/NCC/wav/arctic_b0329.wav,NCC,Chinese,F,i'd sooner have my chips back
they only had a little thirty thousand dollar fire,data/l2arctic/NCC/wav/arctic_b0330.wav,NCC,Chinese,F,they only had a little thirty thousand dollar fire
his partners had starved and died on the stewart,data/l2arctic/NCC/wav/arctic_b0331.wav,NCC,Chinese,F,his partner had starved and died on the steelward
as to how she dressed he had no ideas at all,data/l2arctic/NCC/wav/arctic_b0332.wav,NCC,Chinese,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/NCC/wav/arctic_b0333.wav,NCC,Chinese,F,it does was her audacious answer
oh its just a novel a love story,data/l2arctic/NCC/wav/arctic_b0334.wav,NCC,Chinese,F,oh it's just a novel a love story
whoever lived on the ranch did that,data/l2arctic/NCC/wav/arctic_b0335.wav,NCC,Chinese,F,whoever lived on the ranch did it
how old are you mother,data/l2arctic/NCC/wav/arctic_b0336.wav,NCC,Chinese,F,how old are you mother
here he got a fresh thrill,data/l2arctic/NCC/wav/arctic_b0337.wav,NCC,Chinese,F,here he got ha french throat
it was unobtrusive yet it was there,data/l2arctic/NCC/wav/arctic_b0338.wav,NCC,Chinese,F,it was unobtrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/NCC/wav/arctic_b0339.wav,NCC,Chinese,F,well i'll be plum gosh darned
these quick little joys of hers were sources of joy to him,data/l2arctic/NCC/wav/arctic_b0340.wav,NCC,Chinese,F,these quick little joys of hers were sources of joy to him
i play that choice wide open to win,data/l2arctic/NCC/wav/arctic_b0341.wav,NCC,Chinese,F,i layed that choice wide open to wings
each improvement makes the value of everything else pump up,data/l2arctic/NCC/wav/arctic_b0342.wav,NCC,Chinese,F,each improvement makes the value of everything else pam
lots of men take women buggy riding,data/l2arctic/NCC/wav/arctic_b0344.wav,NCC,Chinese,F,lots of men take women buggy riding
daylight made no answer and the door closed behind him,data/l2arctic/NCC/wav/arctic_b0345.wav,NCC,Chinese,F,daylight made no answer and the door closed behind them
theres not an iota of truth in it,data/l2arctic/NCC/wav/arctic_b0346.wav,NCC,Chinese,F,there's not an iota of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/NCC/wav/arctic_b0347.wav,NCC,Chinese,F,but ever his gaze returned to that crouched venuus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/NCC/wav/arctic_b0348.wav,NCC,Chinese,F,would you be satisfied with that one hundredth part of me
in such a tumbling of values was no time to sell,data/l2arctic/NCC/wav/arctic_b0349.wav,NCC,Chinese,F,such a trembling of values worth nought un to sell
stand off butcher and baker and all the rest,data/l2arctic/NCC/wav/arctic_b0350.wav,NCC,Chinese,F,stan off bantren the baker and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/NCC/wav/arctic_b0351.wav,NCC,Chinese,F,mathewson whos days bacaper rugers
now just what do you want to know,data/l2arctic/NCC/wav/arctic_b0352.wav,NCC,Chinese,F,now just what do you want to know
i want to know how all this is possible,data/l2arctic/NCC/wav/arctic_b0353.wav,NCC,Chinese,F,i want to know how all this is possible
its that much junk,data/l2arctic/NCC/wav/arctic_b0354.wav,NCC,Chinese,F,it's that mot junk
there was proper division of labor in the work they individually performed,data/l2arctic/NCC/wav/arctic_b0355.wav,NCC,Chinese,F,there was proper division of labor in the work the individual performed
he loved to play chinese lottery,data/l2arctic/NCC/wav/arctic_b0356.wav,NCC,Chinese,F,loved to play chinese lottery
the law of club and fang,data/l2arctic/NCC/wav/arctic_b0357.wav,NCC,Chinese,F,the law of club and fan
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/NCC/wav/arctic_b0358.wav,NCC,Chinese,F,the temperature dropped to fifty below zero and remained there the whole trip
and as never before he was ready to obey,data/l2arctic/NCC/wav/arctic_b0359.wav,NCC,Chinese,F,and as never before he was ready to obey
there are the canals of china and the yangtse river,data/l2arctic/NCC/wav/arctic_b0361.wav,NCC,Chinese,F,there are the canals of china and the yans river
we threaten to be of the one mind before the voyage is completed,data/l2arctic/NCC/wav/arctic_b0362.wav,NCC,Chinese,F,who threaten to be of the one mind before the voyage is completed
she was built primarily to sail,data/l2arctic/NCC/wav/arctic_b0363.wav,NCC,Chinese,F,she was but primarily to self
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/NCC/wav/arctic_b0364.wav,NCC,Chinese,F,in the bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/NCC/wav/arctic_b0365.wav,NCC,Chinese,F,my age and years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/NCC/wav/arctic_b0366.wav,NCC,Chinese,F,i forgot how easily i had taught myself round the printed page
any average young fellow can teach himself in a week,data/l2arctic/NCC/wav/arctic_b0367.wav,NCC,Chinese,F,any average young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/NCC/wav/arctic_b0368.wav,NCC,Chinese,F,please do not think that i already know it all
you see we were teaching ourselves,data/l2arctic/NCC/wav/arctic_b0369.wav,NCC,Chinese,F,you see we were attaching ourselves t to
and now behold the perversity of things,data/l2arctic/NCC/wav/arctic_b0370.wav,NCC,Chinese,F,and now behold the perversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/NCC/wav/arctic_b0371.wav,NCC,Chinese,F,yield yourself to the waters that are rippling in the tearing delube
mister mcveigh told me about him,data/l2arctic/NCC/wav/arctic_b0372.wav,NCC,Chinese,F,mister mac fal told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/NCC/wav/arctic_b0373.wav,NCC,Chinese,F,unlike joshua he stood in no need of divine assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/NCC/wav/arctic_b0374.wav,NCC,Chinese,F,to say the least captain cook was a rather thorough going empericist
man could not conquer them,data/l2arctic/NCC/wav/arctic_b0375.wav,NCC,Chinese,F,men cun naw conquer them
thought i and a worthy fool he proved,data/l2arctic/NCC/wav/arctic_b0376.wav,NCC,Chinese,F,sought i and a worthy foe he proved
i like to speculate upon the glorious future of man,data/l2arctic/NCC/wav/arctic_b0378.wav,NCC,Chinese,F,i like to speculate upon the glorious future of a man
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/NCC/wav/arctic_b0379.wav,NCC,Chinese,F,christmas is an easy problem compared with a poly nasia giving feast
he had peeled off his shirt and was wildly waving it,data/l2arctic/NCC/wav/arctic_b0380.wav,NCC,Chinese,F,he had peeled off his shirt and was witly waving it
and how would we ever find ourselves,data/l2arctic/NCC/wav/arctic_b0381.wav,NCC,Chinese,F,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/NCC/wav/arctic_b0382.wav,NCC,Chinese,F,i defy any man to gether solamon island sora in california
a bush chief had died a natural death,data/l2arctic/NCC/wav/arctic_b0383.wav,NCC,Chinese,F,bush chief had died a natural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/NCC/wav/arctic_b0384.wav,NCC,Chinese,F,skippers and naka ta's gymnastics served as translations without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/NCC/wav/arctic_b0385.wav,NCC,Chinese,F,last night he showed all the symptoms of coming down with pnumonia
my idea was that he would have more influence over the natives,data/l2arctic/NCC/wav/arctic_b0386.wav,NCC,Chinese,F,idea was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/NCC/wav/arctic_b0387.wav,NCC,Chinese,F,it is merely the simpsplativ
i made no more overtures,data/l2arctic/NCC/wav/arctic_b0388.wav,NCC,Chinese,F,and made no more overtures
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/NCC/wav/arctic_b0389.wav,NCC,Chinese,F,among my minor afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/NCC/wav/arctic_b0390.wav,NCC,Chinese,F,the voyage was our idea of a god time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/NCC/wav/arctic_b0391.wav,NCC,Chinese,F,at sea tuesday march seventeenth nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/NCC/wav/arctic_b0392.wav,NCC,Chinese,F,yes sir he answered with cheerful alacrity
i was still weak from my prolonged immersion,data/l2arctic/NCC/wav/arctic_b0393.wav,NCC,Chinese,F,i was still weak from my prolonged immersion
i was beneath the water suffocating and drowning,data/l2arctic/NCC/wav/arctic_b0395.wav,NCC,Chinese,F,i was beneath the water suffocating and drawing
the pain from my hurt knee was agonizing,data/l2arctic/NCC/wav/arctic_b0396.wav,NCC,Chinese,F,the pain from her knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/NCC/wav/arctic_b0397.wav,NCC,Chinese,F,the hunters were still arguing and roaring like some semihuman amphibious breed
i have been robbed sir i amended,data/l2arctic/NCC/wav/arctic_b0398.wav,NCC,Chinese,F,iv being robbed sir i amended
you were looking squeamish this afternoon he began,data/l2arctic/NCC/wav/arctic_b0399.wav,NCC,Chinese,F,ou were looking a quimish this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/NCC/wav/arctic_b0400.wav,NCC,Chinese,F,how could they answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/NCC/wav/arctic_b0401.wav,NCC,Chinese,F,ind murdered myself in english ship
an altruistic act is an act performed for the welfare of others,data/l2arctic/NCC/wav/arctic_b0402.wav,NCC,Chinese,F,an altruistic act is an act performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/NCC/wav/arctic_b0403.wav,NCC,Chinese,F,knowing him i revealed the old scandinavian myths to his clearer understanding
yes and no sir was the slow reply,data/l2arctic/NCC/wav/arctic_b0404.wav,NCC,Chinese,F,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/NCC/wav/arctic_b0405.wav,NCC,Chinese,F,and each year something happened and i did not go o
how in hell did he know it was you in the dark,data/l2arctic/NCC/wav/arctic_b0406.wav,NCC,Chinese,F,how in hell did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/NCC/wav/arctic_b0407.wav,NCC,Chinese,F,of course much grumbling went on and little outbursts were continually occurring
you have all the advantage,data/l2arctic/NCC/wav/arctic_b0408.wav,NCC,Chinese,F,you have all the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/NCC/wav/arctic_b0409.wav,NCC,Chinese,F,the dirk mentioned by uf larsan rested in it shind a mash hip
have you ever earned a dollar by your own labour,data/l2arctic/NCC/wav/arctic_b0410.wav,NCC,Chinese,F,have you ever earned a dollar by your on labour
ah it was sweet in my ears,data/l2arctic/NCC/wav/arctic_b0412.wav,NCC,Chinese,F,ahm it was sweety in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/NCC/wav/arctic_b0413.wav,NCC,Chinese,F,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/NCC/wav/arctic_b0414.wav,NCC,Chinese,F,it was impossible to hoist sail and cloth off the shore
there was nothing for us but the wide raw ocean,data/l2arctic/NCC/wav/arctic_b0415.wav,NCC,Chinese,F,there was nothing for us but the wide raw ocean
i arose obediently and went down the beach,data/l2arctic/NCC/wav/arctic_b0416.wav,NCC,Chinese,F,i rose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/NCC/wav/arctic_b0417.wav,NCC,Chinese,F,the next thing to watch out for is bad sores
at that moment i got the impression that she was willowy,data/l2arctic/NCC/wav/arctic_b0418.wav,NCC,Chinese,F,at that moment i got the impression that she was willowy
your fathers fifth command he nodded,data/l2arctic/NCC/wav/arctic_b0419.wav,NCC,Chinese,F,your father's fifth command he nodded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/NCC/wav/arctic_b0420.wav,NCC,Chinese,F,occasion on this traverse the cape verd islands where rises
she is essentially the life giving life conserving female of the species,data/l2arctic/NCC/wav/arctic_b0421.wav,NCC,Chinese,F,she is essentially the life giving life conserving female of this species
this was when the explosion occurred,data/l2arctic/NCC/wav/arctic_b0422.wav,NCC,Chinese,F,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/NCC/wav/arctic_b0423.wav,NCC,Chinese,F,orso at regular intervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/NCC/wav/arctic_b0424.wav,NCC,Chinese,F,it is a very tenable hypothasis and will bear looking into
there were orange green gold green and a copper green,data/l2arctic/NCC/wav/arctic_b0425.wav,NCC,Chinese,F,there were orange green gold green and a copper green
the gabriel voice of the samurai rang out,data/l2arctic/NCC/wav/arctic_b0426.wav,NCC,Chinese,F,the gabrial voice of the sumera rang out
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/NCC/wav/arctic_b0427.wav,NCC,Chinese,F,the sunsets grow more bizarre and spectacular off this coast of argentina
and the eurasian chinese englishman bowed himself away,data/l2arctic/NCC/wav/arctic_b0429.wav,NCC,Chinese,F,and the european chinese englishman bowed himself away
they are babbling and chattering all together,data/l2arctic/NCC/wav/arctic_b0430.wav,NCC,Chinese,F,they are babbling and chattering all together
too much he told me with ominous rolling head,data/l2arctic/NCC/wav/arctic_b0431.wav,NCC,Chinese,F,to match he told me weghs omias rolling ahead
he is a candidate rising from the serf class to our class,data/l2arctic/NCC/wav/arctic_b0432.wav,NCC,Chinese,F,he's a candidate rising from the serf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/NCC/wav/arctic_b0433.wav,NCC,Chinese,F,we are cooking on the coal stove and on the oil burner
the steward has just tendered me a respectful bit of advice,data/l2arctic/NCC/wav/arctic_b0434.wav,NCC,Chinese,F,h steward has just tendered me a respected for bit of advice
well did they eat,data/l2arctic/NCC/wav/arctic_b0435.wav,NCC,Chinese,F,well did they et
famine had been my great ally,data/l2arctic/NCC/wav/arctic_b0436.wav,NCC,Chinese,F,faming hath been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/NCC/wav/arctic_b0437.wav,NCC,Chinese,F,nowhere in the north is thes soul so prolific o
they ran the canoe in and climbed the high earth bank,data/l2arctic/NCC/wav/arctic_b0438.wav,NCC,Chinese,F,they ran the canoe in and climbed the high earth bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/NCC/wav/arctic_b0439.wav,NCC,Chinese,F,the lad exchanged its oyster robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/NCC/wav/arctic_b0440.wav,NCC,Chinese,F,there were ter and the bustle new pheses and the fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/NCC/wav/arctic_b0441.wav,NCC,Chinese,F,and there was etho bard whom also you must remember
he had become a man very early in life,data/l2arctic/NCC/wav/arctic_b0442.wav,NCC,Chinese,F,he had become a man very early in life
i did not think you would be so early,data/l2arctic/NCC/wav/arctic_b0443.wav,NCC,Chinese,F,i do not think he would be sorry
he did not know what went on in the minds of his superiors,data/l2arctic/NCC/wav/arctic_b0444.wav,NCC,Chinese,F,he did not know what wind turn in the minds of his superiors
some one had thrust a large sheath knife into his hand,data/l2arctic/NCC/wav/arctic_b0446.wav,NCC,Chinese,F,some one had thrust a large sheath knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/NCC/wav/arctic_b0447.wav,NCC,Chinese,F,obrian emitted a shrig then sank swiftly to a gurgling sob
sandel would never become a world champion,data/l2arctic/NCC/wav/arctic_b0448.wav,NCC,Chinese,F,sinda would never become a world champion
also she wouldnt walk,data/l2arctic/NCC/wav/arctic_b0449.wav,NCC,Chinese,F,orso she ouldn't walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/NCC/wav/arctic_b0450.wav,NCC,Chinese,F,to my dearest and always appreciated friend i submit myself
you used to joy ride like the very devil,data/l2arctic/NCC/wav/arctic_b0451.wav,NCC,Chinese,F,he used to joy riden like the very devil
they saw each other for the first time in boston,data/l2arctic/NCC/wav/arctic_b0452.wav,NCC,Chinese,F,they saw each other for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/NCC/wav/arctic_b0453.wav,NCC,Chinese,F,in sak ford of the austere soldier of the lord the old hypocrite
eighteen he added,data/l2arctic/NCC/wav/arctic_b0454.wav,NCC,Chinese,F,i think he added
his reward should have been peace and repose,data/l2arctic/NCC/wav/arctic_b0455.wav,NCC,Chinese,F,his rewards should have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/NCC/wav/arctic_b0456.wav,NCC,Chinese,F,he was an anthebian and mountaineer
it was sanctification and salvation,data/l2arctic/NCC/wav/arctic_b0457.wav,NCC,Chinese,F,it was sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/NCC/wav/arctic_b0458.wav,NCC,Chinese,F,the history of the eighteenth century is written earnest prompted
they are not biologists nor sociologists,data/l2arctic/NCC/wav/arctic_b0459.wav,NCC,Chinese,F,they are not biologists nor sociologists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/NCC/wav/arctic_b0460.wav,NCC,Chinese,F,the more his opponents grew excited the more ernest deliberately excited them
by virtue of that power we shall remain in power,data/l2arctic/NCC/wav/arctic_b0461.wav,NCC,Chinese,F,by virtue of that power which shall remain in power
take my advice and accept the vacation,data/l2arctic/NCC/wav/arctic_b0463.wav,NCC,Chinese,F,take my advice and accept the vacation
i could not agree with ernest,data/l2arctic/NCC/wav/arctic_b0464.wav,NCC,Chinese,F,i could not agree was ernest
but such divergence of opinion would constitute no menace to society,data/l2arctic/NCC/wav/arctic_b0465.wav,NCC,Chinese,F,but such divergences of opinion would constitute no menace to society
it is dog eat dog and you ate them up,data/l2arctic/NCC/wav/arctic_b0466.wav,NCC,Chinese,F,a stok a dog can yo eat them up
let us run them for ourselves,data/l2arctic/NCC/wav/arctic_b0467.wav,NCC,Chinese,F,t us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/NCC/wav/arctic_b0468.wav,NCC,Chinese,F,it was introduced by representative dick of ohio
very few people knew of the existence of this law,data/l2arctic/NCC/wav/arctic_b0469.wav,NCC,Chinese,F,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/NCC/wav/arctic_b0470.wav,NCC,Chinese,F,the very thing ernest agreed
also a fellow senator chauncey depew said,data/l2arctic/NCC/wav/arctic_b0471.wav,NCC,Chinese,F,also af fere senator tonci depu sado
ernest saw in the affair the most sinister import,data/l2arctic/NCC/wav/arctic_b0472.wav,NCC,Chinese,F,ernest saw in an affair the most sinister import
then there was the campaign,data/l2arctic/NCC/wav/arctic_b0473.wav,NCC,Chinese,F,then there was the campaign
he was manifestly distressed by my coming,data/l2arctic/NCC/wav/arctic_b0474.wav,NCC,Chinese,F,he was manifestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/NCC/wav/arctic_b0475.wav,NCC,Chinese,F,not a wheel moved in his empire    oo alon
the reorganization of these countries took the form of revolution,data/l2arctic/NCC/wav/arctic_b0476.wav,NCC,Chinese,F,the reorganization of these countries took the form of revolution
youre going in for grab sharing,data/l2arctic/NCC/wav/arctic_b0477.wav,NCC,Chinese,F,you're goingin for grab sharing
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/NCC/wav/arctic_b0478.wav,NCC,Chinese,F,the oricacchi will encourage such ambition and the consequent competition  o
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/NCC/wav/arctic_b0480.wav,NCC,Chinese,F,without discussion it was the agents provictors who caused the pisant revolt
