transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
again he had done the big thing,data/l2arctic/BWC/wav/arctic_b0318.wav,BWC,Chinese,M,again he had done the bag thing
daylight was tired profoundly tired,data/l2arctic/BWC/wav/arctic_b0319.wav,BWC,Chinese,M,daylight was terro profondly tire
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/BWC/wav/arctic_b0320.wav,BWC,Chinese,M,a regret in his wife was provoctive of a second brastoff laugher
instead he arrived on the night of the second day,data/l2arctic/BWC/wav/arctic_b0321.wav,BWC,Chinese,M,in stad he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/BWC/wav/arctic_b0322.wav,BWC,Chinese,M,daire supply off grab asgane
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/BWC/wav/arctic_b0323.wav,BWC,Chinese,M,crakids began to chirk and mall graces and tucks fell overhad
not till the twentieth of may did the river break,data/l2arctic/BWC/wav/arctic_b0324.wav,BWC,Chinese,M,not to the twentieth of may did the rever break
it was a gigantic inadequacy,data/l2arctic/BWC/wav/arctic_b0325.wav,BWC,Chinese,M,it was than gigantic in adequacy
he had been so easy,data/l2arctic/BWC/wav/arctic_b0327.wav,BWC,Chinese,M,he have been so easy
change chairs daylight commanded,data/l2arctic/BWC/wav/arctic_b0328.wav,BWC,Chinese,M,changed chars tdhey lie commanded
id sooner have my chips back,data/l2arctic/BWC/wav/arctic_b0329.wav,BWC,Chinese,M,as sooner how man chakes back
they only had a little thirty thousand dollar fire,data/l2arctic/BWC/wav/arctic_b0330.wav,BWC,Chinese,M,the only how latle thirdte is saw than dollar five
his partners had starved and died on the stewart,data/l2arctic/BWC/wav/arctic_b0331.wav,BWC,Chinese,M,his powner had starved and died on the sshord
as to how she dressed he had no ideas at all,data/l2arctic/BWC/wav/arctic_b0332.wav,BWC,Chinese,M,as to how she trast he had no idear sat all
it does was her audacious answer,data/l2arctic/BWC/wav/arctic_b0333.wav,BWC,Chinese,M,it does was her audacious answer
oh its just a novel a love story,data/l2arctic/BWC/wav/arctic_b0334.wav,BWC,Chinese,M,oh its just a nol a lauh story
whoever lived on the ranch did that,data/l2arctic/BWC/wav/arctic_b0335.wav,BWC,Chinese,M,who ever lived on the ranch did that
how old are you mother,data/l2arctic/BWC/wav/arctic_b0336.wav,BWC,Chinese,M,how old a you mother
here he got a fresh thrill,data/l2arctic/BWC/wav/arctic_b0337.wav,BWC,Chinese,M,here he gota frastho
it was unobtrusive yet it was there,data/l2arctic/BWC/wav/arctic_b0338.wav,BWC,Chinese,M,it was a ovetru sive yet it was there
well ill be plumb gosh darned,data/l2arctic/BWC/wav/arctic_b0339.wav,BWC,Chinese,M,well i'll be plantd gostamed
these quick little joys of hers were sources of joy to him,data/l2arctic/BWC/wav/arctic_b0340.wav,BWC,Chinese,M,theus quik lato tis of pers wall scorsed of dry to him
i play that choice wide open to win,data/l2arctic/BWC/wav/arctic_b0341.wav,BWC,Chinese,M,i playe that tris wide opanto wi
each improvement makes the value of everything else pump up,data/l2arctic/BWC/wav/arctic_b0342.wav,BWC,Chinese,M,each improvement makes the value of everything else pumpe up
lots of men take women buggy riding,data/l2arctic/BWC/wav/arctic_b0344.wav,BWC,Chinese,M,lazop man take uman aci wriding
theres not an iota of truth in it,data/l2arctic/BWC/wav/arctic_b0346.wav,BWC,Chinese,M,derse nelt a hoda of truths in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/BWC/wav/arctic_b0347.wav,BWC,Chinese,M,ba avrhis griz returned to that cross vienus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/BWC/wav/arctic_b0348.wav,BWC,Chinese,M,udiu be satisfied with that a hander part of me
in such a tumbling of values was no time to sell,data/l2arctic/BWC/wav/arctic_b0349.wav,BWC,Chinese,M,in such a tampling or varus was no time to ep
stand off butcher and baker and all the rest,data/l2arctic/BWC/wav/arctic_b0350.wav,BWC,Chinese,M,dan af busher a bakher a ade reast
matthewson whos this bookkeeper rogers,data/l2arctic/BWC/wav/arctic_b0351.wav,BWC,Chinese,M,mathmsan whos te boqibher rogers
now just what do you want to know,data/l2arctic/BWC/wav/arctic_b0352.wav,BWC,Chinese,M,now just what you want to know
i want to know how all this is possible,data/l2arctic/BWC/wav/arctic_b0353.wav,BWC,Chinese,M,i want to know how al this is possible
its that much junk,data/l2arctic/BWC/wav/arctic_b0354.wav,BWC,Chinese,M,is amach jock
there was proper division of labor in the work they individually performed,data/l2arctic/BWC/wav/arctic_b0355.wav,BWC,Chinese,M,there was proper derision of labour in the work they individually performed
he loved to play chinese lottery,data/l2arctic/BWC/wav/arctic_b0356.wav,BWC,Chinese,M,he loved to play chanos laory
the law of club and fang,data/l2arctic/BWC/wav/arctic_b0357.wav,BWC,Chinese,M,the low of clob and fen
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/BWC/wav/arctic_b0358.wav,BWC,Chinese,M,the tamprachurch op to fifty below zero and remind der dehotry
and as never before he was ready to obey,data/l2arctic/BWC/wav/arctic_b0359.wav,BWC,Chinese,M,and as never before he was ready to obey
this state of mind comes of an undue prominence of the ego,data/l2arctic/BWC/wav/arctic_b0360.wav,BWC,Chinese,M,dis date of mind come safa andur pomisin of diego
we threaten to be of the one mind before the voyage is completed,data/l2arctic/BWC/wav/arctic_b0362.wav,BWC,Chinese,M,wethreate him to be of the wy mine before the wge is complete
she was built primarily to sail,data/l2arctic/BWC/wav/arctic_b0363.wav,BWC,Chinese,M,she was built primarily to sa
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/BWC/wav/arctic_b0364.wav,BWC,Chinese,M,in the boheman clab of san francisco there are some crack siler
my age in years is twenty two,data/l2arctic/BWC/wav/arctic_b0365.wav,BWC,Chinese,M,my age in ears is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/BWC/wav/arctic_b0366.wav,BWC,Chinese,M,affuga how easily i hadtaled myself from the pointed  page
any average young fellow can teach himself in a week,data/l2arctic/BWC/wav/arctic_b0367.wav,BWC,Chinese,M,any rage yon fellow can teach himself in the wake
please do not think that i already know it all,data/l2arctic/BWC/wav/arctic_b0368.wav,BWC,Chinese,M,please do not think that already no et al
you see we were teaching ourselves,data/l2arctic/BWC/wav/arctic_b0369.wav,BWC,Chinese,M,you'll see we are taching ourselves
and now behold the perversity of things,data/l2arctic/BWC/wav/arctic_b0370.wav,BWC,Chinese,M,and now beheld the peversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/BWC/wav/arctic_b0371.wav,BWC,Chinese,M,yield yourself to the waters that are rippling and tearing at you
mister mcveigh told me about him,data/l2arctic/BWC/wav/arctic_b0372.wav,BWC,Chinese,M,mister macweigde told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/BWC/wav/arctic_b0373.wav,BWC,Chinese,M,alectrocua he sttood in no nate of derision assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/BWC/wav/arctic_b0374.wav,BWC,Chinese,M,to say the list captain cok was the rader athorgoy amperist
man could not conquer them,data/l2arctic/BWC/wav/arctic_b0375.wav,BWC,Chinese,M,mancunal concardan
thought i and a worthy fool he proved,data/l2arctic/BWC/wav/arctic_b0376.wav,BWC,Chinese,M,solt i and a worththy fool he proved
a scarlet loincloth,data/l2arctic/BWC/wav/arctic_b0377.wav,BWC,Chinese,M,anscarlad lencus
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/BWC/wav/arctic_b0379.wav,BWC,Chinese,M,chrysmas i s a isy problem compared with apolonism giving faith
he had peeled off his shirt and was wildly waving it,data/l2arctic/BWC/wav/arctic_b0380.wav,BWC,Chinese,M,he had peled off his shirt and was swilly waving it
and how would we find ourselves,data/l2arctic/BWC/wav/arctic_b0381.wav,BWC,Chinese,M,and how we find ourself
i defy any man to get a solomon island sore in california,data/l2arctic/BWC/wav/arctic_b0382.wav,BWC,Chinese,M,idifi onumen to gatasaro island score in california
a bush chief had died a natural death,data/l2arctic/BWC/wav/arctic_b0383.wav,BWC,Chinese,M,a bush chief had died a nashal death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/BWC/wav/arctic_b0384.wav,BWC,Chinese,M,aschibhers and acadas cymnastic served as a translation with our words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/BWC/wav/arctic_b0385.wav,BWC,Chinese,M,last night he showed other symptoms of coming down with numonia
my idea was that he would have more influence over the natives,data/l2arctic/BWC/wav/arctic_b0386.wav,BWC,Chinese,M,mydea wath a hou hov more influence over the nagtives
its merely the simple superlative,data/l2arctic/BWC/wav/arctic_b0387.wav,BWC,Chinese,M,is merely the simposo herti
i made no more overtures,data/l2arctic/BWC/wav/arctic_b0388.wav,BWC,Chinese,M,i may know more over truthe
among my minor afflictions i may mention a new mysterious one,data/l2arctic/BWC/wav/arctic_b0389.wav,BWC,Chinese,M,among my minor affactions i made masshon a new misoruse one
the voyage was our idea of a good time,data/l2arctic/BWC/wav/arctic_b0390.wav,BWC,Chinese,M,the wice was our idea of o good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/BWC/wav/arctic_b0391.wav,BWC,Chinese,M,as tulse march seventeen ninety o eight
yes sir he answered with cheerful alacrity,data/l2arctic/BWC/wav/arctic_b0392.wav,BWC,Chinese,M,yes sir he answered with cheerful alacrity
i was still weak from my prolonged immersion,data/l2arctic/BWC/wav/arctic_b0393.wav,BWC,Chinese,M,i was sto weak from my polonged emergin
the boy hesitated then mastered his temper,data/l2arctic/BWC/wav/arctic_b0394.wav,BWC,Chinese,M,debo hesitat them mastered his timeper
the pain from my hurt knee was agonizing,data/l2arctic/BWC/wav/arctic_b0396.wav,BWC,Chinese,M,the pain fro my herdny was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/BWC/wav/arctic_b0397.wav,BWC,Chinese,M,the hunters was still arguing a roaring like some samihuma aphebian's breed
i have been robbed sir i amended,data/l2arctic/BWC/wav/arctic_b0398.wav,BWC,Chinese,M,i how berobbed sir i amanded
you were looking squeamish this afternoon he began,data/l2arctic/BWC/wav/arctic_b0399.wav,BWC,Chinese,M,your looking skuigemen this afternight he began
how could i answer the question on the spur of the moment,data/l2arctic/BWC/wav/arctic_b0400.wav,BWC,Chinese,M,how could thi answer the question on tus barof the moment
i learned it myself in english ships,data/l2arctic/BWC/wav/arctic_b0401.wav,BWC,Chinese,M,i learneit myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/BWC/wav/arctic_b0402.wav,BWC,Chinese,M,anatiistic act is a act performant for the wellfare of fathers
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/BWC/wav/arctic_b0403.wav,BWC,Chinese,M,knowing him i revealed the old skanumi myth with clear understanding
yes and no sir was the slow reply,data/l2arctic/BWC/wav/arctic_b0404.wav,BWC,Chinese,M,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/BWC/wav/arctic_b0405.wav,BWC,Chinese,M,and each year something happend i i did not know
how in hell did he know it was you in the dark,data/l2arctic/BWC/wav/arctic_b0406.wav,BWC,Chinese,M,howin how did he know it was siour in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/BWC/wav/arctic_b0407.wav,BWC,Chinese,M,of course much crumbling win ang and lito outbrusts were continually occurring
you have all the advantage,data/l2arctic/BWC/wav/arctic_b0408.wav,BWC,Chinese,M,you have all dhe advantageous
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/BWC/wav/arctic_b0409.wav,BWC,Chinese,M,the dirt mentioned by wa flarse rasted in is shs a my heap
have you ever earned a dollar by your own labour,data/l2arctic/BWC/wav/arctic_b0410.wav,BWC,Chinese,M,have you eve earned a dollar by your own labour
he gave no reason but his motive was obvious enough,data/l2arctic/BWC/wav/arctic_b0411.wav,BWC,Chinese,M,he gave no reason but his multi was obious enough
he may desire to escape pain or to enjoy pleasure,data/l2arctic/BWC/wav/arctic_b0413.wav,BWC,Chinese,M,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/BWC/wav/arctic_b0414.wav,BWC,Chinese,M,it was impossible to hois sai anclaw off dashore
there was nothing for us but the wide raw ocean,data/l2arctic/BWC/wav/arctic_b0415.wav,BWC,Chinese,M,there was nothing for us but the whide raw ocean
i arose obediently and went down the beach,data/l2arctic/BWC/wav/arctic_b0416.wav,BWC,Chinese,M,ouros obedientely and went don to beach
the next thing to watch out for is bed sores,data/l2arctic/BWC/wav/arctic_b0417.wav,BWC,Chinese,M,the next thing to warsh out for ispaci swrs
at that moment i got the impression that she was willowy,data/l2arctic/BWC/wav/arctic_b0418.wav,BWC,Chinese,M,had tha moment a god the imprace of danhuos wlory
your fathers fifth command he nodded,data/l2arctic/BWC/wav/arctic_b0419.wav,BWC,Chinese,M,your father faitoured command he nodded
on occasion on this traverse the cape verde islands are raised,data/l2arctic/BWC/wav/arctic_b0420.wav,BWC,Chinese,M,on occasion on this trverse the cable varid alans are rised
she is essentially the life giving life conserving female of the species,data/l2arctic/BWC/wav/arctic_b0421.wav,BWC,Chinese,M,she is erentially a laughgaving laugh concerving female of the species
this was when the explosion occurred,data/l2arctic/BWC/wav/arctic_b0422.wav,BWC,Chinese,M,this was whet the expuosion occurred
also at regular intervals he would mutter,data/l2arctic/BWC/wav/arctic_b0423.wav,BWC,Chinese,M,also irregular intervals he u mader
it is a very tenable hypothesis and will bear looking into,data/l2arctic/BWC/wav/arctic_b0424.wav,BWC,Chinese,M,tis of ar reternible hypothesis and wilbare looking into
there were orange green gold green and a copper green,data/l2arctic/BWC/wav/arctic_b0425.wav,BWC,Chinese,M,there were orange greaen gold grain and a copper grain
the gabriel voice of the samurai rang out,data/l2arctic/BWC/wav/arctic_b0426.wav,BWC,Chinese,M,the cabri wio a samrie rina
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/BWC/wav/arctic_b0427.wav,BWC,Chinese,M,the sansas grew mor bizar and spectacular of this cocof the artan king
the history of our westward faring race is written in it,data/l2arctic/BWC/wav/arctic_b0428.wav,BWC,Chinese,M,the hisralfoowasiar farming race is wrivhen in it
they were babbling and chattering all together,data/l2arctic/BWC/wav/arctic_b0430.wav,BWC,Chinese,M,they were bobbling and chattering altogether
too much he told me with ominous rolling head,data/l2arctic/BWC/wav/arctic_b0431.wav,BWC,Chinese,M,too much he told me  olmina toroughling had
he is a candidate rising from the serf class to our class,data/l2arctic/BWC/wav/arctic_b0432.wav,BWC,Chinese,M,his a cannudate rising from the serfe class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/BWC/wav/arctic_b0433.wav,BWC,Chinese,M,we are cooki onta colstove and onna oyo burnars
the steward has just tendered me a respectful bit of advice,data/l2arctic/BWC/wav/arctic_b0434.wav,BWC,Chinese,M,shrd has just tandered me a respectful speedov ovice
well did they eat,data/l2arctic/BWC/wav/arctic_b0435.wav,BWC,Chinese,M,whil did they eat
famine had been my great ally,data/l2arctic/BWC/wav/arctic_b0436.wav,BWC,Chinese,M,simel ha been my great il
nowhere in the north is the soil so prolific,data/l2arctic/BWC/wav/arctic_b0437.wav,BWC,Chinese,M,nowhere in the north i asaa so prolephic
they ran the canoe in and climbed the high earth bank,data/l2arctic/BWC/wav/arctic_b0438.wav,BWC,Chinese,M,derande cano in and clambed the high earth blank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/BWC/wav/arctic_b0439.wav,BWC,Chinese,M,the land exchangis oustir robes for the granmbof asmelling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/BWC/wav/arctic_b0440.wav,BWC,Chinese,M,doas dram busle nophesus and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/BWC/wav/arctic_b0441.wav,BWC,Chinese,M,and there was achabear who also you must remember
he had become a man very early in life,data/l2arctic/BWC/wav/arctic_b0442.wav,BWC,Chinese,M,he had become a man very early in laugh
i did not think you would be so early,data/l2arctic/BWC/wav/arctic_b0443.wav,BWC,Chinese,M,a denatink you besorly
he did not know what went on in the minds of his superiors,data/l2arctic/BWC/wav/arctic_b0444.wav,BWC,Chinese,M,he did no know what went ong in de mins of hisspiris
mops sir eagerly answered the sailor at the wheel,data/l2arctic/BWC/wav/arctic_b0445.wav,BWC,Chinese,M,mobs sir eagerly answered the saler on the will
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/BWC/wav/arctic_b0447.wav,BWC,Chinese,M,a bryine admitted a shrink and sank soifly to a grumpling sob
sandel would never become a world champion,data/l2arctic/BWC/wav/arctic_b0448.wav,BWC,Chinese,M,sanerwill noer become a world champieon
also she wouldnt walk,data/l2arctic/BWC/wav/arctic_b0449.wav,BWC,Chinese,M,also she would nant walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/BWC/wav/arctic_b0450.wav,BWC,Chinese,M,to my dearist and always appreciate him my friend astumate  myself
you used to joy ride like the very devil,data/l2arctic/BWC/wav/arctic_b0451.wav,BWC,Chinese,M,you yield to coy righ like de very devil
they saw each other for the first time in boston,data/l2arctic/BWC/wav/arctic_b0452.wav,BWC,Chinese,M,i saw each other for the first time imboston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/BWC/wav/arctic_b0453.wav,BWC,Chinese,M,assac for the austere soders of the lord the old hypotherric
eighteen he added,data/l2arctic/BWC/wav/arctic_b0454.wav,BWC,Chinese,M,eighteen he added
his reward should have been peace and repose,data/l2arctic/BWC/wav/arctic_b0455.wav,BWC,Chinese,M,history war should have been pisous and report
he was an amphibian and a mountaineer,data/l2arctic/BWC/wav/arctic_b0456.wav,BWC,Chinese,M,huasa fibiaan the montineer
it was sanctification and salvation,data/l2arctic/BWC/wav/arctic_b0457.wav,BWC,Chinese,M,it was sentification as solvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/BWC/wav/arctic_b0458.wav,BWC,Chinese,M,the history of eighteenth centry is right and earnest prompt
they are not biologists nor sociologists,data/l2arctic/BWC/wav/arctic_b0459.wav,BWC,Chinese,M,there are no bowlogists nor sociologists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/BWC/wav/arctic_b0460.wav,BWC,Chinese,M,de mauhis opponents grew excited the all earnest deliberately excited them
by virtue of that power we shall remain in power,data/l2arctic/BWC/wav/arctic_b0461.wav,BWC,Chinese,M,by virtue of that power we shall remain in power
one guess will do ernest retorted,data/l2arctic/BWC/wav/arctic_b0462.wav,BWC,Chinese,M,one gaswu do earnest retartid
i could not agree with ernest,data/l2arctic/BWC/wav/arctic_b0464.wav,BWC,Chinese,M,i culdnot agrew ith earnest
but such divergence of opinion would constitute no menace to society,data/l2arctic/BWC/wav/arctic_b0465.wav,BWC,Chinese,M,pasat's divergence of ofvpina u consist in no manns to socarety
it is dog eat dog and you ate them up,data/l2arctic/BWC/wav/arctic_b0466.wav,BWC,Chinese,M,i his stog i dog and you aite him up
let us run them for ourselves,data/l2arctic/BWC/wav/arctic_b0467.wav,BWC,Chinese,M,let us random for ouurselves
it was introduced by representative dick of ohio,data/l2arctic/BWC/wav/arctic_b0468.wav,BWC,Chinese,M,it was intrdialed to bo represented to dakaf ohie
very few people knew of the existence of this law,data/l2arctic/BWC/wav/arctic_b0469.wav,BWC,Chinese,M,whererefe people knew of resist ans of dis law
the very thing ernest agreed,data/l2arctic/BWC/wav/arctic_b0470.wav,BWC,Chinese,M,devourothing earnest agreed
also a fellow senator chauncey depew said,data/l2arctic/BWC/wav/arctic_b0471.wav,BWC,Chinese,M,also a fallow sander chanci dipil sad
ernest saw in the affair the most sinister import,data/l2arctic/BWC/wav/arctic_b0472.wav,BWC,Chinese,M,ernest saw in the fair the most synus ter import
then there was the campaign,data/l2arctic/BWC/wav/arctic_b0473.wav,BWC,Chinese,M,dan doaste campign
he was manifestly distressed by my coming,data/l2arctic/BWC/wav/arctic_b0474.wav,BWC,Chinese,M,he was manifastely distrust by my comming
not a wheel moved in his empire,data/l2arctic/BWC/wav/arctic_b0475.wav,BWC,Chinese,M,not a wil monte in his empire
the reorganization of these countries took the form of revolution,data/l2arctic/BWC/wav/arctic_b0476.wav,BWC,Chinese,M,the reognization of this countries took the form of revolution
youre going in for grab sharing,data/l2arctic/BWC/wav/arctic_b0477.wav,BWC,Chinese,M,you are going in for grab shary
the oligarchy will encourage such ambition and the consequent competition,data/l2arctic/BWC/wav/arctic_b0478.wav,BWC,Chinese,M,the oligarchi will encourage shaambition and the conseption competation
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/BWC/wav/arctic_b0479.wav,BWC,Chinese,M,violation of this law was made a high misdiminor and punished accordingly
the task we set ourselves was threefold,data/l2arctic/BWC/wav/arctic_b0481.wav,BWC,Chinese,M,the task wesat ourselves or thorefault
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/BWC/wav/arctic_b0482.wav,BWC,Chinese,M,many other similaritis concerting omisia will be noticed in the maniuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/BWC/wav/arctic_b0483.wav,BWC,Chinese,M,the flower of the artistic and the intellectual world were revolutionist
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/BWC/wav/arctic_b0484.wav,BWC,Chinese,M,this the iron hel forresa an lid is schemes accordingly
the mob came on but it could not advance,data/l2arctic/BWC/wav/arctic_b0485.wav,BWC,Chinese,M,he mob cimma by a canata vast
but why continue the tirade for tirade it was,data/l2arctic/BWC/wav/arctic_b0486.wav,BWC,Chinese,M,but why continue the tarrade for tarrade it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/BWC/wav/arctic_b0487.wav,BWC,Chinese,M,after a superfluous flash is gan what his laught is tringi and resistent
beyond refusing to sell us food they left us to ourselves,data/l2arctic/BWC/wav/arctic_b0488.wav,BWC,Chinese,M,beyour refusing to se us fo they left us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/BWC/wav/arctic_b0489.wav,BWC,Chinese,M,here as hea maric monarch especially so far asiatic
what an excited whispering and conferring took place,data/l2arctic/BWC/wav/arctic_b0490.wav,BWC,Chinese,M,what an excsythic whispering and confering took place
jacob brinker who was his road mate brought the news,data/l2arctic/BWC/wav/arctic_b0491.wav,BWC,Chinese,M,jeca princer who was hessurold mad brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/BWC/wav/arctic_b0492.wav,BWC,Chinese,M,thus he turned de tannans and jicans of psychology backhomy
you yellow giant thing of the frost,data/l2arctic/BWC/wav/arctic_b0493.wav,BWC,Chinese,M,yeu yellow chin thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/BWC/wav/arctic_b0494.wav,BWC,Chinese,M,narrow stil stranger prophet came up dat josalem
we who have endured so much surely can endure a little more,data/l2arctic/BWC/wav/arctic_b0495.wav,BWC,Chinese,M,we who had endured so much surely can endures a little more
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/BWC/wav/arctic_b0496.wav,BWC,Chinese,M,aha myself thou waman contamplated by pasca stallopic eye
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/BWC/wav/arctic_b0498.wav,BWC,Chinese,M,i remembered the right one of italian richow andsuddily in wardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/BWC/wav/arctic_b0499.wav,BWC,Chinese,M,asadd hat dismissed the matter as no worth thinking about
then came my boy code,data/l2arctic/BWC/wav/arctic_b0500.wav,BWC,Chinese,M,then came my bicoad
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/BWC/wav/arctic_b0501.wav,BWC,Chinese,M,and whereour i arranged their row ry along alcaha ranch their roads
and as we hurried up town joe goose explained,data/l2arctic/BWC/wav/arctic_b0502.wav,BWC,Chinese,M,and as we hurried apta jan goose explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/BWC/wav/arctic_b0503.wav,BWC,Chinese,M,the sanse of strange or agitation below off the traupic had
the life there was healthful and athletic but too juvenile,data/l2arctic/BWC/wav/arctic_b0504.wav,BWC,Chinese,M,the laughe there was howful and athelatic but two turnal
how valiantly i went at it that first day,data/l2arctic/BWC/wav/arctic_b0505.wav,BWC,Chinese,M,how velintly i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/BWC/wav/arctic_b0506.wav,BWC,Chinese,M,it would help to ttide me along into agastately employment
did i possess too much vitality,data/l2arctic/BWC/wav/arctic_b0507.wav,BWC,Chinese,M,did i pusit too mach atilerly
in his anxiety and solicitude and love they did not count,data/l2arctic/BWC/wav/arctic_b0508.wav,BWC,Chinese,M,i his exiety as solos tub a lav de dinard ka
he had fulfilled his duty and paid properly,data/l2arctic/BWC/wav/arctic_b0509.wav,BWC,Chinese,M,he had fullfiled his duty and paid properly
he knew what taboos he was violating,data/l2arctic/BWC/wav/arctic_b0510.wav,BWC,Chinese,M,he knew at tabls he was vilating
do you value your hide,data/l2arctic/BWC/wav/arctic_b0511.wav,BWC,Chinese,M,dil valuor hide
you should have seen them when they heard me spitting chinook,data/l2arctic/BWC/wav/arctic_b0512.wav,BWC,Chinese,M,you should have seen them when they heard mas piling chumu
he plodded on for half an hour when the hallucination arose again,data/l2arctic/BWC/wav/arctic_b0513.wav,BWC,Chinese,M,he applaued on for half an hour when the hollucination arose again
the women they carried away with them to the big valley,data/l2arctic/BWC/wav/arctic_b0241.wav,BWC,Chinese,M,d en they carried away with them to a big raily
you fired me out of your house in short,data/l2arctic/BWC/wav/arctic_b0258.wav,BWC,Chinese,M,you fired me outof your house in short
but i did not enjoy it long,data/l2arctic/BWC/wav/arctic_b0275.wav,BWC,Chinese,M,but i did not enjoy a law
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/BWC/wav/arctic_b0292.wav,BWC,Chinese,M,da firemam ra animal skin around their waist and across their shoulders
nor was elam harnish an exception,data/l2arctic/BWC/wav/arctic_b0309.wav,BWC,Chinese,M,no as ila harnish an examption
our mister howison will call upon you at your hotel,data/l2arctic/BWC/wav/arctic_b0326.wav,BWC,Chinese,M,our mister hoason will call upon you at your hotel
but how are you going to do it,data/l2arctic/BWC/wav/arctic_b0343.wav,BWC,Chinese,M,by har you going to do it
there are the canals of china and the yangtse river,data/l2arctic/BWC/wav/arctic_b0361.wav,BWC,Chinese,M,erarethe cannels of china and de yantis river
i like to speculate upon the glorious future of man,data/l2arctic/BWC/wav/arctic_b0378.wav,BWC,Chinese,M,aligtos pancturade upon the glorious fuerof me
i was beneath the water suffocating and drowning,data/l2arctic/BWC/wav/arctic_b0395.wav,BWC,Chinese,M,aus beneath the water suffocating and trawling
ah it was sweet in my ears,data/l2arctic/BWC/wav/arctic_b0412.wav,BWC,Chinese,M,ah it was swed in my ears
and the eurasian chinese englishman bowed himself away,data/l2arctic/BWC/wav/arctic_b0429.wav,BWC,Chinese,M,and the eregian chanes englishman brougd himself away
some one had thrust a large sheath knife into his hand,data/l2arctic/BWC/wav/arctic_b0446.wav,BWC,Chinese,M,somean had thrust a large sheeth knife into his hand
take my advice and accept the vacation,data/l2arctic/BWC/wav/arctic_b0463.wav,BWC,Chinese,M,take my advice and acapevication
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/BWC/wav/arctic_b0480.wav,BWC,Chinese,M,without discasiin it was the agents provogged hers who cast a present revalt
one great drawback to farming in california is our long dry summer,data/l2arctic/BWC/wav/arctic_b0497.wav,BWC,Chinese,M,one grea ta back to farmy in california s our loung dry summer
tomorrow or next day it might be gone,data/l2arctic/BWC/wav/arctic_b0514.wav,BWC,Chinese,M,to morrow or next e o may be gone
you can take a vacation on pay,data/l2arctic/BWC/wav/arctic_a0272.wav,BWC,Chinese,M,you can take a vaocasion on pay
he may anticipate the day of his death,data/l2arctic/BWC/wav/arctic_a0544.wav,BWC,Chinese,M,hu mantispae that deophus death
but to culture the revolution thus far had exhausted the junta,data/l2arctic/BWC/wav/arctic_b0224.wav,BWC,Chinese,M,but to cauture the revolution thus far had exhalstated the drinta
