transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
and tom king patiently endured,data/l2arctic/LXC/wav/arctic_a0496.wav,LXC,Chinese,F,and the tom keme patiently enduid
king took every advantage he knew,data/l2arctic/LXC/wav/arctic_a0497.wav,LXC,Chinese,F,king took every advantage he knew
the lines were now very taut,data/l2arctic/LXC/wav/arctic_a0498.wav,LXC,Chinese,F,the dies were now very taught
and right there i saw and knew it all,data/l2arctic/LXC/wav/arctic_a0499.wav,LXC,Chinese,F,and right there i saw and know it all
who the devil gave it to you to be judge and jury,data/l2arctic/LXC/wav/arctic_a0500.wav,LXC,Chinese,F,who the devil give it to you to be judge in the jury
youre joking me sir the other managed to articulate,data/l2arctic/LXC/wav/arctic_a0501.wav,LXC,Chinese,F,you are joking me sir that i'll manage it to at e culy
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/LXC/wav/arctic_a0502.wav,LXC,Chinese,F,and is the unusual or obnominal was division to send a fallow to molichi
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/LXC/wav/arctic_a0503.wav,LXC,Chinese,F,his baddy black eyes saw baggings wele ither mensaw beg cropsy
he was an athlete and a giant,data/l2arctic/LXC/wav/arctic_a0504.wav,LXC,Chinese,F,he was anadsolate and a giant
we fished sharks on niihau together,data/l2arctic/LXC/wav/arctic_a0505.wav,LXC,Chinese,F,we fished shock's owne nee hal together
the claudine was leaving next morning for honolulu,data/l2arctic/LXC/wav/arctic_a0506.wav,LXC,Chinese,F,le clardian was leaving next morning for ronalulo
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/LXC/wav/arctic_a0507.wav,LXC,Chinese,F,in shot my choyce individuals was donated by the of the doxs bugoer etics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/LXC/wav/arctic_a0508.wav,LXC,Chinese,F,soo should it be thrast back form of prostrate huminity
yet in accordance with ernests test of truth it worked,data/l2arctic/LXC/wav/arctic_a0509.wav,LXC,Chinese,F,yet in accordance weast a neast test of choose it worked
there is more behind this than a mere university ideal,data/l2arctic/LXC/wav/arctic_a0511.wav,LXC,Chinese,F,this more behind leas than a mere university ideal
no it is a palace wherein there are many servants,data/l2arctic/LXC/wav/arctic_a0512.wav,LXC,Chinese,F,no it's a palace wherin there are many servants
we must give ourselves and not our money alone,data/l2arctic/LXC/wav/arctic_a0513.wav,LXC,Chinese,F,we must give ourselves and not our wor money alone
we are consumed in our own flesh pots,data/l2arctic/LXC/wav/arctic_a0514.wav,LXC,Chinese,F,we are condempning our own flash pots
but here amongst ourselves let us speak out,data/l2arctic/LXC/wav/arctic_a0515.wav,LXC,Chinese,F,bat here amost our silvs let us pick out
also there was awe in their faces,data/l2arctic/LXC/wav/arctic_a0516.wav,LXC,Chinese,F,oto there was a all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/LXC/wav/arctic_a0517.wav,LXC,Chinese,F,out of abstractions earnest had cundured a vision and made them say it
illuminating oil was becoming all profit,data/l2arctic/LXC/wav/arctic_a0518.wav,LXC,Chinese,F,illuminating or it was becoming all prophet
such an act was in direct violation of the laws of the land,data/l2arctic/LXC/wav/arctic_a0519.wav,LXC,Chinese,F,such an act was in direct violotation of leloys of ledene
he was fond of quoting a fragment from a certain poem,data/l2arctic/LXC/wav/arctic_a0520.wav,LXC,Chinese,F,he was fond of a coting a fragment from a setton poin
without them he could not run his empire,data/l2arctic/LXC/wav/arctic_a0521.wav,LXC,Chinese,F,without them he could not run his impile
for such countries nothing remained but reorganization,data/l2arctic/LXC/wav/arctic_a0522.wav,LXC,Chinese,F,for such conscious nothing remained bat re organization
they could not continue their method of producing surpluses,data/l2arctic/LXC/wav/arctic_a0523.wav,LXC,Chinese,F,they could not continue their massed of producing their places
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/LXC/wav/arctic_a0524.wav,LXC,Chinese,F,at once would be in stitude a dazzen coloberatave commonwill states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/LXC/wav/arctic_a0525.wav,LXC,Chinese,F,the aligagi wante the vilens and the ittsets its agents provocators to work
nowhere did the raw earth appear,data/l2arctic/LXC/wav/arctic_a0526.wav,LXC,Chinese,F,no where did the raw ers appear
men who endure it call it living death,data/l2arctic/LXC/wav/arctic_a0528.wav,LXC,Chinese,F,men who endure it cry it living death
as i say he had tapped the message very rapidly,data/l2arctic/LXC/wav/arctic_a0529.wav,LXC,Chinese,F,as i see he had tept a message very rapid
ask him i laughed then turned to pasquini,data/l2arctic/LXC/wav/arctic_a0530.wav,LXC,Chinese,F,ask him i loved then turn to paskini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/LXC/wav/arctic_a0531.wav,LXC,Chinese,F,in what bucolic school offence he had been taught was beyond immenging
may drought destroy your crops,data/l2arctic/LXC/wav/arctic_a0532.wav,LXC,Chinese,F,may jo disjoy your crops
dunham can your boy go along with jesse,data/l2arctic/LXC/wav/arctic_a0533.wav,LXC,Chinese,F,do ham can you boy go along with jessie
but johannes could and did,data/l2arctic/LXC/wav/arctic_a0534.wav,LXC,Chinese,F,bad johen's cot and the dick
a new preacher and a new doctrine come to jerusalem,data/l2arctic/LXC/wav/arctic_a0535.wav,LXC,Chinese,F,a new pretcher and a new doctrine hime to jerusalem
he would destroy all things that are fixed,data/l2arctic/LXC/wav/arctic_a0536.wav,LXC,Chinese,F,it would destroy other things that i fixed
he was an enthusiast and a desert dweller,data/l2arctic/LXC/wav/arctic_a0537.wav,LXC,Chinese,F,he was onidudi aster and a dazzaled dueller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/LXC/wav/arctic_a0538.wav,LXC,Chinese,F,what pasco glives there with the vision of her sill i have lived
i should like to engage just for one whole life in that,data/l2arctic/LXC/wav/arctic_a0539.wav,LXC,Chinese,F,i should like to engage us for one hor life in that
yea so are all the lesser animals of today clean,data/l2arctic/LXC/wav/arctic_a0540.wav,LXC,Chinese,F,year so out all the lazzer enemies of to day cole
the warden with a quart of champagne,data/l2arctic/LXC/wav/arctic_a0541.wav,LXC,Chinese,F,there won don't wees a cot of champin
without a doubt some of them have dinner engagements,data/l2arctic/LXC/wav/arctic_a0542.wav,LXC,Chinese,F,without adoubt some of them have dinner engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/LXC/wav/arctic_a0543.wav,LXC,Chinese,F,at being borne with no organi kenico predis pessasion to what i'll call
the italian rancho was a bachelor establishment,data/l2arctic/LXC/wav/arctic_a0545.wav,LXC,Chinese,F,the italian renco was the bacheror establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/LXC/wav/arctic_a0546.wav,LXC,Chinese,F,i lost my balance and the pitched head foremost into the oose
men like joe goose dated existence from drunk to drunk,data/l2arctic/LXC/wav/arctic_a0547.wav,LXC,Chinese,F,men like joe good's dated existence from junk to junk
also churches and preachers i had never known,data/l2arctic/LXC/wav/arctic_a0548.wav,LXC,Chinese,F,as though chuched in the treacherace i never know
do you know that we weigh every pound of coal we burn,data/l2arctic/LXC/wav/arctic_a0549.wav,LXC,Chinese,F,do know that we wegh every pont of co we boom
this also became part of the daily schedule,data/l2arctic/LXC/wav/arctic_a0550.wav,LXC,Chinese,F,thit also became patover a day they skedgel
all an appearance can know is mirage,data/l2arctic/LXC/wav/arctic_a0551.wav,LXC,Chinese,F,or an appearance can know its myrrage
yet he dreams he is immortal i argue feebly,data/l2arctic/LXC/wav/arctic_a0552.wav,LXC,Chinese,F,yet he jeams he's immortal iagut vably
im writing these lines in honolulu hawaii,data/l2arctic/LXC/wav/arctic_a0553.wav,LXC,Chinese,F,amd riting these lines in hon a lo de hoay
jack london waikiki beach honolulu oahu,data/l2arctic/LXC/wav/arctic_a0554.wav,LXC,Chinese,F,jack lundon wa k k beech honnelol awho
jerry was so secure in his nook that he did not roll away,data/l2arctic/LXC/wav/arctic_a0555.wav,LXC,Chinese,F,jerry was so sacular in his knock that he did not row away
why hes bought forty pounds of goods from you already,data/l2arctic/LXC/wav/arctic_a0556.wav,LXC,Chinese,F,why he's brought fourteen pounds of goods from you already
the last refugee had passed,data/l2arctic/LXC/wav/arctic_a0557.wav,LXC,Chinese,F,the last refuge had passed
and the foundation stone of service in his case was obedience,data/l2arctic/LXC/wav/arctic_a0558.wav,LXC,Chinese,F,and ther foundations though of service in his case was obedience
peace be unto you and grace before the lord,data/l2arctic/LXC/wav/arctic_a0559.wav,LXC,Chinese,F,pierce be you to you and the grace before the lagd
his mouth opened words shaped vainly on his lips,data/l2arctic/LXC/wav/arctic_a0560.wav,LXC,Chinese,F,his mos open word sheeped wingly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/LXC/wav/arctic_a0289.wav,LXC,Chinese,F,they are not ragular oyster pirates necos continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/LXC/wav/arctic_a0306.wav,LXC,Chinese,F,he was pressing beyond the limits of his volcabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/LXC/wav/arctic_a0323.wav,LXC,Chinese,F,he concided the victory already hes and i stepped forward to the meet
it was like the beating of hoofs,data/l2arctic/LXC/wav/arctic_a0340.wav,LXC,Chinese,F,it was like the beating of hooofs
a month passed by and bonanza creek remained quiet,data/l2arctic/LXC/wav/arctic_a0357.wav,LXC,Chinese,F,a month passed by and the bulneze greek remained quiet
but lifes worth more than cash she argued,data/l2arctic/LXC/wav/arctic_a0374.wav,LXC,Chinese,F,but lives the worse more than kesh she agued
but he reconciled himself to it by an act of faith,data/l2arctic/LXC/wav/arctic_a0391.wav,LXC,Chinese,F,bhat he reconcealed himself to it by an actof fate
the eldorado emptied its occupants into the street to see the test,data/l2arctic/LXC/wav/arctic_a0408.wav,LXC,Chinese,F,the elder rado empty it's occupant into the street tocila test
otherwise no restriction is put upon their seafaring,data/l2arctic/LXC/wav/arctic_a0425.wav,LXC,Chinese,F,otherwise no rrejection is put upon their siff fary
you live on an income which your father earned,data/l2arctic/LXC/wav/arctic_a0442.wav,LXC,Chinese,F,you'll live on a income with your father ank
theres too much of the schoolboy in me,data/l2arctic/LXC/wav/arctic_a0459.wav,LXC,Chinese,F,there is too much of las gobore i me
at this moment i felt a stir at my shoulder,data/l2arctic/LXC/wav/arctic_a0476.wav,LXC,Chinese,F,at this moment i felt a still at my shoulder
the boy obrien was specially maltreated,data/l2arctic/LXC/wav/arctic_a0493.wav,LXC,Chinese,F,the boy o brink was specially more chatined
much more ernest told them of themselves and of his disillusionment,data/l2arctic/LXC/wav/arctic_a0510.wav,LXC,Chinese,F,much more unest toled him of themselves and of his disillusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/LXC/wav/arctic_a0527.wav,LXC,Chinese,F,the lash vegetation of the shoutered spoke make a natural shod
what the flaming,data/l2arctic/LXC/wav/arctic_a0562.wav,LXC,Chinese,F,what ar flaming
missus mcfees jaws brought together with a snap,data/l2arctic/LXC/wav/arctic_a0563.wav,LXC,Chinese,F,mis tan make these joys brought together with a snep
then it is as i said womble announced with finality,data/l2arctic/LXC/wav/arctic_a0564.wav,LXC,Chinese,F,then it is as i said wombo announced with finality
with them were indians also three other men,data/l2arctic/LXC/wav/arctic_a0565.wav,LXC,Chinese,F,with them what indians are those three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/LXC/wav/arctic_a0566.wav,LXC,Chinese,F,dane's hence wore with relist that long enough for him to assign a document
now irvine was a man of impulse a poet,data/l2arctic/LXC/wav/arctic_a0567.wav,LXC,Chinese,F,now ary was the men of impast a poet
he was just bursting with joy joy over what,data/l2arctic/LXC/wav/arctic_a0568.wav,LXC,Chinese,F,he was just a besting wesh joy joy over dad
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/LXC/wav/arctic_a0569.wav,LXC,Chinese,F,at lake lingdeman i had wun cannoy where a good peter boro canno
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/LXC/wav/arctic_a0570.wav,LXC,Chinese,F,behind him lay tes thousand yers lome rode across all syburil and the rasier
he had forgotten to build a fire and thaw out,data/l2arctic/LXC/wav/arctic_a0571.wav,LXC,Chinese,F,he had forgotten to build the fire and the staw out
i never saw anything like her in my life,data/l2arctic/LXC/wav/arctic_a0572.wav,LXC,Chinese,F,and never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/LXC/wav/arctic_a0573.wav,LXC,Chinese,F,there was no law or lagh yor con save what they made for themselves
good business man curly obrien was saying,data/l2arctic/LXC/wav/arctic_a0574.wav,LXC,Chinese,F,good business men curley oh bring was see
there werent any missions and he was the man to know,data/l2arctic/LXC/wav/arctic_a0575.wav,LXC,Chinese,F,they wan't an nean metions and that he was a man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/LXC/wav/arctic_a0576.wav,LXC,Chinese,F,and de la big pirsian know of his existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/LXC/wav/arctic_a0577.wav,LXC,Chinese,F,once lejeis hap began emeting its baboay resens micho was helpless
there was the emma louisa,data/l2arctic/LXC/wav/arctic_a0579.wav,LXC,Chinese,F,there was the amma louisa
this is my fifth voyage,data/l2arctic/LXC/wav/arctic_a0580.wav,LXC,Chinese,F,lit my fifth voyage
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/LXC/wav/arctic_a0581.wav,LXC,Chinese,F,it was less purposition less da till a big idea in da try's mind
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/LXC/wav/arctic_a0582.wav,LXC,Chinese,F,tar try adibrated own a contient chick by brining cock alone
enjoy it he did but principally for stewards sake,data/l2arctic/LXC/wav/arctic_a0583.wav,LXC,Chinese,F,enjoy it he did bat principally for still word sick
i have long noted your thirst unquenchable,data/l2arctic/LXC/wav/arctic_a0584.wav,LXC,Chinese,F,i had long noted your third unclin cabol
wonder if hes a lion dog charles suggested,data/l2arctic/LXC/wav/arctic_a0585.wav,LXC,Chinese,F,wonder if he's a line dark chilles suggestid
we dont see ourselves as foolish,data/l2arctic/LXC/wav/arctic_a0586.wav,LXC,Chinese,F,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/LXC/wav/arctic_a0587.wav,LXC,Chinese,F,he had comparatively no advantage at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/LXC/wav/arctic_a0588.wav,LXC,Chinese,F,he had proved it to day wast he's emturige and the sylvermary productions
i was sick once typhoid,data/l2arctic/LXC/wav/arctic_a0589.wav,LXC,Chinese,F,i was sik wongs tipe wad
in a way he is my protege,data/l2arctic/LXC/wav/arctic_a0590.wav,LXC,Chinese,F,in a way het my protit
we are both children together,data/l2arctic/LXC/wav/arctic_a0591.wav,LXC,Chinese,F,we are both children together
its only his indigestion i find fault with,data/l2arctic/LXC/wav/arctic_a0592.wav,LXC,Chinese,F,it's only his in digestion i want fougt wees
shed make a good wife for the cashier,data/l2arctic/LXC/wav/arctic_a0593.wav,LXC,Chinese,F,she made her good wife or la cashiar
gad do i remember it,data/l2arctic/LXC/wav/arctic_b0001.wav,LXC,Chinese,F,gad do i remind byr a
i can see that knife now,data/l2arctic/LXC/wav/arctic_b0003.wav,LXC,Chinese,F,i can't say that knife now
when i cant see beauty in woman i want to die,data/l2arctic/LXC/wav/arctic_b0004.wav,LXC,Chinese,F,when i can't see builting in woman i want to die
his slim fingers closed like steel about philips,data/l2arctic/LXC/wav/arctic_b0005.wav,LXC,Chinese,F,hesd leam fingers closed like steel above philips
he seized gregson by the arm and led him to the door,data/l2arctic/LXC/wav/arctic_b0006.wav,LXC,Chinese,F,he sized the gragsom bit arm and the let him to he dall
hear the indian dogs wailing down at churchill,data/l2arctic/LXC/wav/arctic_b0007.wav,LXC,Chinese,F,hear the india dock's willing tongue at church yeer
burke himself had criticized it because of the smile,data/l2arctic/LXC/wav/arctic_b0008.wav,LXC,Chinese,F,burg himself had acretisized a because of the smile
id say there was going to be a glorious scrap,data/l2arctic/LXC/wav/arctic_b0009.wav,LXC,Chinese,F,ither say there was going to be a glorious scrab
he turned the map to gregson pointing with his finger,data/l2arctic/LXC/wav/arctic_b0010.wav,LXC,Chinese,F,he punged a map to a graxon pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/LXC/wav/arctic_b0011.wav,LXC,Chinese,F,his eyes never took themselves for an instant from his companion's face
something that whittemore had not yet said thrilled him,data/l2arctic/LXC/wav/arctic_b0012.wav,LXC,Chinese,F,something that witermor had not yet sighed sereol the hing
whitefish gregson whitefish and trout,data/l2arctic/LXC/wav/arctic_b0014.wav,LXC,Chinese,F,white fish graxton white fish and a straugt
they robbed me a few years later,data/l2arctic/LXC/wav/arctic_b0015.wav,LXC,Chinese,F,they wrappd me a fer years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/LXC/wav/arctic_b0016.wav,LXC,Chinese,F,he chucked as he pulled out his pipe and began feeling it
everything was working smoothly better than i had expected,data/l2arctic/LXC/wav/arctic_b0017.wav,LXC,Chinese,F,everything was the walking's the mosery better than i had is pack te
i was completely lost in my work,data/l2arctic/LXC/wav/arctic_b0018.wav,LXC,Chinese,F,i was compiitedly lost in my work
his slim hands gripped the edges of the table,data/l2arctic/LXC/wav/arctic_b0019.wav,LXC,Chinese,F,hes leam hands graped their adges ofr the table
philip dropped back into his chair,data/l2arctic/LXC/wav/arctic_b0021.wav,LXC,Chinese,F,philip jopped backd into his chair
if i was out of the game it would be easily made,data/l2arctic/LXC/wav/arctic_b0022.wav,LXC,Chinese,F,if i was out of the game it would be easily made
macdougall my engineer believes it,data/l2arctic/LXC/wav/arctic_b0023.wav,LXC,Chinese,F,mec donko my engineer believes e
it is growing every day every hour,data/l2arctic/LXC/wav/arctic_b0024.wav,LXC,Chinese,F,eightes girwing every day every hour
now you understand,data/l2arctic/LXC/wav/arctic_b0025.wav,LXC,Chinese,F,now you andestan
you have associated with some of these men,data/l2arctic/LXC/wav/arctic_b0026.wav,LXC,Chinese,F,you have associated with some of these men
and theres no chivalry no quarter shown in this fight,data/l2arctic/LXC/wav/arctic_b0027.wav,LXC,Chinese,F,and there's no chivelry no catar shong in this fight
lord fitzhugh is the key to the whole situation,data/l2arctic/LXC/wav/arctic_b0028.wav,LXC,Chinese,F,lot vixa is a key to the hosito asian
all operations have been carried on from montreal and toronto,data/l2arctic/LXC/wav/arctic_b0029.wav,LXC,Chinese,F,all obrasions had been carried home from monthu and the terranto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/LXC/wav/arctic_b0030.wav,LXC,Chinese,F,grackson held a lighted match until it brunt in his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/LXC/wav/arctic_b0031.wav,LXC,Chinese,F,grakson had seated himself under the lemp and was sharpening up hensome
he caught himself with a jerk,data/l2arctic/LXC/wav/arctic_b0032.wav,LXC,Chinese,F,he cut himself with a joke
how does your wager look now,data/l2arctic/LXC/wav/arctic_b0033.wav,LXC,Chinese,F,how das your a ware girl looked now
he confessed that the sketch had startled him,data/l2arctic/LXC/wav/arctic_b0034.wav,LXC,Chinese,F,he confessed a letter sketch had te staddle lone
after all the picture was only a resemblance,data/l2arctic/LXC/wav/arctic_b0035.wav,LXC,Chinese,F,after wall the picture was only a resemblance
he wondered too where roscoe was,data/l2arctic/LXC/wav/arctic_b0036.wav,LXC,Chinese,F,he wanted  to where o rusko was
in her haste to get away she had forgotten these things,data/l2arctic/LXC/wav/arctic_b0038.wav,LXC,Chinese,F,bing her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/LXC/wav/arctic_b0039.wav,LXC,Chinese,F,philip took a step toward grackson half determined to awaken him
the thought set his blood tingling,data/l2arctic/LXC/wav/arctic_b0040.wav,LXC,Chinese,F,the sort sat his blad tidling
but if pierre did not return until tomorrow,data/l2arctic/LXC/wav/arctic_b0041.wav,LXC,Chinese,F,that if pierre did not reten untier to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/LXC/wav/arctic_b0042.wav,LXC,Chinese,F,ten minutes had not elapsed since he had jopped e hand kerchief
it wont be for sale,data/l2arctic/LXC/wav/arctic_b0043.wav,LXC,Chinese,F,it won't be forsile
for a few moments he ate in silence,data/l2arctic/LXC/wav/arctic_b0044.wav,LXC,Chinese,F,for a few moments he at in salence
philip did not pursue the subject,data/l2arctic/LXC/wav/arctic_b0045.wav,LXC,Chinese,F,philip didn't pursue a stabject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/LXC/wav/arctic_b0046.wav,LXC,Chinese,F,philip purtused a cup of cigars and took a tra up side him
suppose you saw me at work through the window,data/l2arctic/LXC/wav/arctic_b0047.wav,LXC,Chinese,F,suppose you saw me at work sir window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/LXC/wav/arctic_b0048.wav,LXC,Chinese,F,he looked like one who had passed through a uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/LXC/wav/arctic_b0049.wav,LXC,Chinese,F,there was nothing more espect a latch in blot under the words
all this day gregson remained in the cabin,data/l2arctic/LXC/wav/arctic_b0050.wav,LXC,Chinese,F,all this day graggson remained the academy
the sixth day he spent in the cabin with gregson,data/l2arctic/LXC/wav/arctic_b0051.wav,LXC,Chinese,F,la sixt day he spent ing la cambing with graxon
the flush was gone from her face,data/l2arctic/LXC/wav/arctic_b0052.wav,LXC,Chinese,F,the flash was come for her face
that is why i am am rattled he laughed,data/l2arctic/LXC/wav/arctic_b0053.wav,LXC,Chinese,F,this is why i am am rattled he loved
she was even more beautiful than when i saw her before,data/l2arctic/LXC/wav/arctic_b0055.wav,LXC,Chinese,F,she was even more beautiful than when i saw her before
ill give a thousand if you produce her retorted gregson,data/l2arctic/LXC/wav/arctic_b0056.wav,LXC,Chinese,F,i'll give a thousan if you produce her retorded graxon
they have won popular sentiment through the newspapers,data/l2arctic/LXC/wav/arctic_b0057.wav,LXC,Chinese,F,they have won popular sentiments throughoug a newspapers
we must achieve our own salvation,data/l2arctic/LXC/wav/arctic_b0058.wav,LXC,Chinese,F,we must acute our own still vision
in moments of mental energy philip was restless,data/l2arctic/LXC/wav/arctic_b0059.wav,LXC,Chinese,F,in moments of mental energy phidip was dressed to lace
he would keep his faith with gregson for the promised day or two,data/l2arctic/LXC/wav/arctic_b0060.wav,LXC,Chinese,F,he would keep his face with scraggs them for a permised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/LXC/wav/arctic_b0061.wav,LXC,Chinese,F,something about it seem to fascinate he to chalengy his presence
now it was missing from the wall,data/l2arctic/LXC/wav/arctic_b0062.wav,LXC,Chinese,F,now it was musing form te wall
he boiled himself some coffee and sat down to wait,data/l2arctic/LXC/wav/arctic_b0063.wav,LXC,Chinese,F,he boyd himselfs down coffee and thes set down to wat
im going down there with you and im going to fight,data/l2arctic/LXC/wav/arctic_b0064.wav,LXC,Chinese,F,i'm going down vill with you and am going to fight
now have you got anything to say against me mister philip,data/l2arctic/LXC/wav/arctic_b0065.wav,LXC,Chinese,F,now have you got any seeing to sey against me missd phillib
if i meet her again i shall apologize said eileen,data/l2arctic/LXC/wav/arctic_b0066.wav,LXC,Chinese,F,if i met her gan i sholl apologize said alin
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/LXC/wav/arctic_b0067.wav,LXC,Chinese,F,below him the shadow was broken into a pool of riping dae light
only the chance sound had led him to observe them,data/l2arctic/LXC/wav/arctic_b0068.wav,LXC,Chinese,F,only the chanston had led him to observe then
could the incident have anything to do with jeanne and pierre,data/l2arctic/LXC/wav/arctic_b0069.wav,LXC,Chinese,F,could tha incident have anything to do his jen an he peer
there was no chance to fire without hitting him,data/l2arctic/LXC/wav/arctic_b0070.wav,LXC,Chinese,F,there was no chance to fire without heating hep
then he hastened on as pierre had guided him,data/l2arctic/LXC/wav/arctic_b0072.wav,LXC,Chinese,F,than he has don own as peere hat guided the he
with these arguments he convinced himself that he should go on alone,data/l2arctic/LXC/wav/arctic_b0073.wav,LXC,Chinese,F,with these agimants he convinced himself that he should go on lone
yet behind them there was another and more powerful motive,data/l2arctic/LXC/wav/arctic_b0074.wav,LXC,Chinese,F,yet behind them there was another and a more powerful motive
in that case he could not miss them if he used caution,data/l2arctic/LXC/wav/arctic_b0075.wav,LXC,Chinese,F,in that case he could not miss them if he used caution
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/LXC/wav/arctic_b0076.wav,LXC,Chinese,F,before philip could recover himself jane staddled guides or upon him
it is the nearest refuge,data/l2arctic/LXC/wav/arctic_b0077.wav,LXC,Chinese,F,it takes than nears the refuge
there was pride and strength the ring of triumph in his voice,data/l2arctic/LXC/wav/arctic_b0078.wav,LXC,Chinese,F,there was a pride in straince the ring of tum in his voice
the truth of it set jeanne quivering,data/l2arctic/LXC/wav/arctic_b0079.wav,LXC,Chinese,F,the choose of it zet ging quivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/LXC/wav/arctic_b0080.wav,LXC,Chinese,F,to morrow it we'll be sjoin enough for you to stend up home
you were going to leave after you saw me on the rock,data/l2arctic/LXC/wav/arctic_b0081.wav,LXC,Chinese,F,you were going to lip after you saw me on a rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/LXC/wav/arctic_b0082.wav,LXC,Chinese,F,he bit his tole and accust himself edd thes fresh breath
in it there was something that was almost tragedy,data/l2arctic/LXC/wav/arctic_b0083.wav,LXC,Chinese,F,eing et there was something that was almost tread to day
your face is red with blood,data/l2arctic/LXC/wav/arctic_b0084.wav,LXC,Chinese,F,your face is red i is black
her eyes smiled truth at him as he came up the bank,data/l2arctic/LXC/wav/arctic_b0085.wav,LXC,Chinese,F,her eye smailed choose at him as he came up o the bank
he can care for himself,data/l2arctic/LXC/wav/arctic_b0086.wav,LXC,Chinese,F,he can carefor himself
they will search for us between their camp and churchill,data/l2arctic/LXC/wav/arctic_b0087.wav,LXC,Chinese,F,there were search for us between their cam and the church yer
her beautiful hair was done up in shining coils,data/l2arctic/LXC/wav/arctic_b0089.wav,LXC,Chinese,F,her beautiful hal was dung up in you shining coins
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/LXC/wav/arctic_b0090.wav,LXC,Chinese,F,the churchill narrowed and its currenp became swiefter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/LXC/wav/arctic_b0091.wav,LXC,Chinese,F,for a ful half minute jin looked at him without speaking
i want to die in it,data/l2arctic/LXC/wav/arctic_b0092.wav,LXC,Chinese,F,i want to die in at
darkness hid him from jeanne,data/l2arctic/LXC/wav/arctic_b0093.wav,LXC,Chinese,F,daknes hid him from jane
and yet if she came he had no words to say,data/l2arctic/LXC/wav/arctic_b0094.wav,LXC,Chinese,F,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/LXC/wav/arctic_b0095.wav,LXC,Chinese,F,he heard a sound which brought him quickly into a congenice of day
within himself he called it no longer his own,data/l2arctic/LXC/wav/arctic_b0096.wav,LXC,Chinese,F,within himself he caughd it no longer his own
besides that noise makes me deaf,data/l2arctic/LXC/wav/arctic_b0097.wav,LXC,Chinese,F,besides then noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/LXC/wav/arctic_b0098.wav,LXC,Chinese,F,philip looked back from te crast an a sawgeing loani o wola kin
fifty yards ahead of her were the first of the rocks,data/l2arctic/LXC/wav/arctic_b0099.wav,LXC,Chinese,F,fifty yards ahead of her were the fris of rocks
there was one chance and only one of saving jeanne,data/l2arctic/LXC/wav/arctic_b0100.wav,LXC,Chinese,F,there was one chance and only one ob siving geme
youre a devil for fighting and will surely win,data/l2arctic/LXC/wav/arctic_b0101.wav,LXC,Chinese,F,you are a dal for fighting and we'll surely win
ill only be in the way,data/l2arctic/LXC/wav/arctic_b0102.wav,LXC,Chinese,F,at ill only be in the way
