transcription,path_to_audio,speaker_id,native_language,gender,sewd_base_transcriptions
he was the leader and tudor was his lieutenant,data/l2arctic/TXHC/wav/arctic_b0222.wav,TXHC,Chinese,M,he was the leader and the dewdoor was its lieutenant
but to culture the revolution thus far had exhausted the junta,data/l2arctic/TXHC/wav/arctic_b0224.wav,TXHC,Chinese,M,but to culture the revolution thus far had exhausted the homb top
the president of the united states was his friend,data/l2arctic/TXHC/wav/arctic_b0225.wav,TXHC,Chinese,M,the president of the united states was his friend
your face was the personification of duplicity,data/l2arctic/TXHC/wav/arctic_b0226.wav,TXHC,Chinese,M,your faces with a presonification of duplicity
shorty turned to their employers,data/l2arctic/TXHC/wav/arctic_b0227.wav,TXHC,Chinese,M,jorty turned to their employers
you were engaged,data/l2arctic/TXHC/wav/arctic_b0228.wav,TXHC,Chinese,M,you were engaged
i saw it all myself and it was splendid,data/l2arctic/TXHC/wav/arctic_b0229.wav,TXHC,Chinese,M,i saw it on myself and it was splendid
now run along and tell them to hurry,data/l2arctic/TXHC/wav/arctic_b0230.wav,TXHC,Chinese,M,now rung long an italian to horry
whats that grub thief got to do with it,data/l2arctic/TXHC/wav/arctic_b0231.wav,TXHC,Chinese,M,what's that grob'sthief got to do with it
it was a superb picture,data/l2arctic/TXHC/wav/arctic_b0232.wav,TXHC,Chinese,M,ettl as a superb picture
so she said the irate skipper dashed on,data/l2arctic/TXHC/wav/arctic_b0233.wav,TXHC,Chinese,M,so she sad the irade scipper dashed on
and watch out for wet feet was his parting advice,data/l2arctic/TXHC/wav/arctic_b0234.wav,TXHC,Chinese,M,and watch out for wat feet was his parting advise
raoul yelled in order to make himself heard,data/l2arctic/TXHC/wav/arctic_b0235.wav,TXHC,Chinese,M,raol yelleded in order to make himself heard
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/TXHC/wav/arctic_b0236.wav,TXHC,Chinese,M,ulon was two hundred and fifty miles from the nearest lines
they just lay off in the bush and plugged away,data/l2arctic/TXHC/wav/arctic_b0237.wav,TXHC,Chinese,M,there's just e lay alvina booch and the pluck the way
the very thought of the effort to swim over was nauseating,data/l2arctic/TXHC/wav/arctic_b0238.wav,TXHC,Chinese,M,the wary thought of the effort to swim over was nautiating
and there was a dog that barked,data/l2arctic/TXHC/wav/arctic_b0239.wav,TXHC,Chinese,M,and there was a dog that barked
bill lingered contemplating his work with artistic appreciation,data/l2arctic/TXHC/wav/arctic_a0561.wav,TXHC,Chinese,M,bio lingered contemplating his work with artistic appreciation
but well just postpone this,data/l2arctic/TXHC/wav/arctic_a0578.wav,TXHC,Chinese,M,but we're ol jus to post pone this
you got out by fighting and i through a pretty girl,data/l2arctic/TXHC/wav/arctic_b0002.wav,TXHC,Chinese,M,you gol out by fighting an ede through a pretty girl
his slim hands gripped the edges of the table,data/l2arctic/TXHC/wav/arctic_b0019.wav,TXHC,Chinese,M,his clean hands gripped the adges of the table
he wondered too where roscoe was,data/l2arctic/TXHC/wav/arctic_b0036.wav,TXHC,Chinese,M,he wondered ato where roscow was
that is why i am am rattled he laughed,data/l2arctic/TXHC/wav/arctic_b0053.wav,TXHC,Chinese,M,that is why i am am rattled he laughed
there was no chance to fire without hitting him,data/l2arctic/TXHC/wav/arctic_b0070.wav,TXHC,Chinese,M,there was no chance to fire without a hitten on
they will search for us between their camp and churchill,data/l2arctic/TXHC/wav/arctic_b0087.wav,TXHC,Chinese,M,they will search for us between their camp and the church hill
shooting pains passed like flashes of electricity through his body,data/l2arctic/TXHC/wav/arctic_b0104.wav,TXHC,Chinese,M,shooting pains passed like flashes of electricity through his body
i want my men to work by themselves,data/l2arctic/TXHC/wav/arctic_b0121.wav,TXHC,Chinese,M,i want my men or to work by themselves
and then steadily he began to chew,data/l2arctic/TXHC/wav/arctic_b0138.wav,TXHC,Chinese,M,and then steadily he began to triw
his freshly caught furs he flung to the floor,data/l2arctic/TXHC/wav/arctic_b0155.wav,TXHC,Chinese,M,his freshly caught furs he flung to the floor
on the far corner of the compound fence a hawk brooded,data/l2arctic/TXHC/wav/arctic_b0172.wav,TXHC,Chinese,M,un the far corner of the compound fence a hawk brooded
that is what distinguishes all of us from the lower animals,data/l2arctic/TXHC/wav/arctic_b0189.wav,TXHC,Chinese,M,that is what dixtinguishes all of us from the lower animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/TXHC/wav/arctic_b0206.wav,TXHC,Chinese,M,horses and rifles had been her toys camp under twal and nursery
the women they carried away with them to the big valley,data/l2arctic/TXHC/wav/arctic_b0241.wav,TXHC,Chinese,M,the woman they carry away with them to the big walet
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/TXHC/wav/arctic_b0242.wav,TXHC,Chinese,M,the japanese understood that we could never school ourselves or hope to understand
they had been on the same lay as ourselves,data/l2arctic/TXHC/wav/arctic_b0243.wav,TXHC,Chinese,M,they had being on the same leg as ourselves
you are positively soulless he said savagely,data/l2arctic/TXHC/wav/arctic_b0244.wav,TXHC,Chinese,M,you are positively soul less he said savagely
harrison is still my chauffeur,data/l2arctic/TXHC/wav/arctic_b0245.wav,TXHC,Chinese,M,everything is do my chaufeur
the boy grew and prospered,data/l2arctic/TXHC/wav/arctic_b0246.wav,TXHC,Chinese,M,the boy grew and the prospered
he wanted to give the finish to this foe already so far gone,data/l2arctic/TXHC/wav/arctic_b0247.wav,TXHC,Chinese,M,he wanted to give the finish to his full already so far gone
exciting times are the lot of the fish patrol,data/l2arctic/TXHC/wav/arctic_b0248.wav,TXHC,Chinese,M,exciting times at lot of the fish patrol
i know they are my oysters,data/l2arctic/TXHC/wav/arctic_b0249.wav,TXHC,Chinese,M,i know they are my oysters
by this time charley was as enraged as the greek,data/l2arctic/TXHC/wav/arctic_b0250.wav,TXHC,Chinese,M,by that time charley was as enraged as a greek
they must have been swept away by the chaotic currents,data/l2arctic/TXHC/wav/arctic_b0251.wav,TXHC,Chinese,M,they must have been swept away by their chaotic occurrente
it resembled tea less than lager beer resembles champagne,data/l2arctic/TXHC/wav/arctic_b0252.wav,TXHC,Chinese,M,atthe retambod t less than logger beer resembles champagne
the very opposite is true they are discouraged vagabonds,data/l2arctic/TXHC/wav/arctic_b0253.wav,TXHC,Chinese,M,the very opposite is true they are discouraged of vacarbonds
at the same time spears and arrows began to fall among the invaders,data/l2arctic/TXHC/wav/arctic_b0254.wav,TXHC,Chinese,M,at the same time spears and arrows began to fall among the invaders
then again tudor had such an irritating way about him,data/l2arctic/TXHC/wav/arctic_b0255.wav,TXHC,Chinese,M,then again teuter had such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/TXHC/wav/arctic_b0256.wav,TXHC,Chinese,M,outward lay he maintained a calm and smiling aspect
you fired me out of your house in short,data/l2arctic/TXHC/wav/arctic_b0258.wav,TXHC,Chinese,M,you fired me out of your house in short
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/TXHC/wav/arctic_b0259.wav,TXHC,Chinese,M,her mouth opened but instead of speaking she drew a long sigh
its worth eight dollars,data/l2arctic/TXHC/wav/arctic_b0260.wav,TXHC,Chinese,M,it's worth eight dollars
and he did hurt my arm,data/l2arctic/TXHC/wav/arctic_b0261.wav,TXHC,Chinese,M,and it did hurt my harm
saxons onto her job,data/l2arctic/TXHC/wav/arctic_b0262.wav,TXHC,Chinese,M,sacthons onto her job
only once did i confide the strangeness of it all to another,data/l2arctic/TXHC/wav/arctic_b0263.wav,TXHC,Chinese,M,only once did i confide the strangeness of it all to another
but this time it was saxon who rebelled,data/l2arctic/TXHC/wav/arctic_b0264.wav,TXHC,Chinese,M,but this tind it was saxon who rebowed
i was not to cry out in the face of fear,data/l2arctic/TXHC/wav/arctic_b0265.wav,TXHC,Chinese,M,i was now to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/TXHC/wav/arctic_b0266.wav,TXHC,Chinese,M,and now poyo tell me my placeful moment
the boy threw back his head with pride,data/l2arctic/TXHC/wav/arctic_b0267.wav,TXHC,Chinese,M,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/TXHC/wav/arctic_b0268.wav,TXHC,Chinese,M,sax nodded and the boy froawned
why not like any railroad station or ferry depot,data/l2arctic/TXHC/wav/arctic_b0269.wav,TXHC,Chinese,M,why not like any railroad station or farry depo
we could throw stones with our feet,data/l2arctic/TXHC/wav/arctic_b0270.wav,TXHC,Chinese,M,we could destrow stones with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/TXHC/wav/arctic_b0271.wav,TXHC,Chinese,M,irwads put together in a carrow halter scatter sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/TXHC/wav/arctic_b0272.wav,TXHC,Chinese,M,these were mere lyy stout sphicks an inch or so in diameter
then it was that a strange thing happened,data/l2arctic/TXHC/wav/arctic_b0273.wav,TXHC,Chinese,M,then it was that a strange thing happened
but i did not enjoy it long,data/l2arctic/TXHC/wav/arctic_b0275.wav,TXHC,Chinese,M,but i did not enjoy it long
we were now good friends,data/l2arctic/TXHC/wav/arctic_b0276.wav,TXHC,Chinese,M,we were now good friends
two of the folk were already up,data/l2arctic/TXHC/wav/arctic_b0277.wav,TXHC,Chinese,M,two o ther folk were already up
now animals do not like mockery,data/l2arctic/TXHC/wav/arctic_b0278.wav,TXHC,Chinese,M,now animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/TXHC/wav/arctic_b0279.wav,TXHC,Chinese,M,a give one lust now and a slet from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/TXHC/wav/arctic_b0280.wav,TXHC,Chinese,M,again the gils applouded and the misses howl cried
just the same id sooner be myself than have book indigestion,data/l2arctic/TXHC/wav/arctic_b0281.wav,TXHC,Chinese,M,just the same idld sooner be myself than have book an digestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/TXHC/wav/arctic_b0282.wav,TXHC,Chinese,M,some of the smaller vens had doubtless been raptured
but we were without this momentum,data/l2arctic/TXHC/wav/arctic_b0283.wav,TXHC,Chinese,M,but we we were without this momentin
there was one difficulty however,data/l2arctic/TXHC/wav/arctic_b0284.wav,TXHC,Chinese,M,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/TXHC/wav/arctic_b0285.wav,TXHC,Chinese,M,de hayina proceeded to dine
the time was considered auspicious,data/l2arctic/TXHC/wav/arctic_b0286.wav,TXHC,Chinese,M,the time was considered auspicious
or have they already devised one,data/l2arctic/TXHC/wav/arctic_b0287.wav,TXHC,Chinese,M,or have they already devised one
we would not spend another such night,data/l2arctic/TXHC/wav/arctic_b0288.wav,TXHC,Chinese,M,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/TXHC/wav/arctic_b0289.wav,TXHC,Chinese,M,at first his progress was slow and egratic
he placed his paw on one and its movements were accelerated,data/l2arctic/TXHC/wav/arctic_b0290.wav,TXHC,Chinese,M,it placed its paw on one and its movements were acchilerated
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/TXHC/wav/arctic_b0292.wav,TXHC,Chinese,M,the fire man wore animal skings around their wists and across their shoulders
between him and all domestic animals there must be no hostilities,data/l2arctic/TXHC/wav/arctic_b0293.wav,TXHC,Chinese,M,between him and the al domestic animal there must be no hostelities
for a much longer time lop ear and i remained and watched,data/l2arctic/TXHC/wav/arctic_b0294.wav,TXHC,Chinese,M,for a much longer time labier and i remained and watched
all right sir replied jock with great regret,data/l2arctic/TXHC/wav/arctic_b0295.wav,TXHC,Chinese,M,oratar replied e jok with great regret
at times i wondered where sir archibald got his style,data/l2arctic/TXHC/wav/arctic_b0296.wav,TXHC,Chinese,M,at times i wondered where sir archibold got his stile
why should a fellow throw up the sponge after the first round,data/l2arctic/TXHC/wav/arctic_b0297.wav,TXHC,Chinese,M,why should a fellow throw up this punch after the first round
his hand shot out and clutched crooked leg by the neck,data/l2arctic/TXHC/wav/arctic_b0298.wav,TXHC,Chinese,M,his hand shrot out and clutched crookd the lag by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/TXHC/wav/arctic_b0299.wav,TXHC,Chinese,M,miss brodi's smile with flatly aghsarcastic
does the old boy often go off at half cock that way,data/l2arctic/TXHC/wav/arctic_b0300.wav,TXHC,Chinese,M,that the old boy often go off at half crock that way
a flying arrow passed between us,data/l2arctic/TXHC/wav/arctic_b0301.wav,TXHC,Chinese,M,a flying narrow passed between us
i pulled suddenly with all my might,data/l2arctic/TXHC/wav/arctic_b0302.wav,TXHC,Chinese,M,i pulled sudtenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/TXHC/wav/arctic_b0303.wav,TXHC,Chinese,M,here we allow our solicitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/TXHC/wav/arctic_b0304.wav,TXHC,Chinese,M,his previous wifes had never lived long enough to bear in children
it was our river emerging like ourselves from the great swamp,data/l2arctic/TXHC/wav/arctic_b0305.wav,TXHC,Chinese,M,it was our river emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/TXHC/wav/arctic_b0306.wav,TXHC,Chinese,M,camerain looked at his hands with their long scinery fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/TXHC/wav/arctic_b0307.wav,TXHC,Chinese,M,we got a few viretbows in fruits and became fish eaters
nor was elam harnish an exception,data/l2arctic/TXHC/wav/arctic_b0309.wav,TXHC,Chinese,M,nor was ilen honished and accepted
a little treatment massage with some help from the doctor,data/l2arctic/TXHC/wav/arctic_b0310.wav,TXHC,Chinese,M,a little tritment mersarge with some hell from the doctor
the twenty ninth very foggy,data/l2arctic/TXHC/wav/arctic_b0311.wav,TXHC,Chinese,M,the twenty ninth werry foggy
dig in youre sure good was daylights answer,data/l2arctic/TXHC/wav/arctic_b0312.wav,TXHC,Chinese,M,dick in youre sure good was daylight'st answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/TXHC/wav/arctic_b0313.wav,TXHC,Chinese,M,the apron stream loomed near and he shied like an unbroken coat
he had been born with this endowment,data/l2arctic/TXHC/wav/arctic_b0314.wav,TXHC,Chinese,M,he had ta bee born with this indulment
and this was their sole conversation throughout the meal,data/l2arctic/TXHC/wav/arctic_b0315.wav,TXHC,Chinese,M,and dased with their sole conversation throughout the mell
though the aurora still flamed another day had begun,data/l2arctic/TXHC/wav/arctic_b0316.wav,TXHC,Chinese,M,though the oraura stel flamed another day had begone
he did not believe in the burning of daylight for such a luxury,data/l2arctic/TXHC/wav/arctic_b0317.wav,TXHC,Chinese,M,i did not believe in the burning of daylight for such a luxury
again he had done the big thing,data/l2arctic/TXHC/wav/arctic_b0318.wav,TXHC,Chinese,M,again hee at dong the big san
daylight was tired profoundly tired,data/l2arctic/TXHC/wav/arctic_b0319.wav,TXHC,Chinese,M,deylet was tired profundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/TXHC/wav/arctic_b0320.wav,TXHC,Chinese,M,the regret in his voice was provoctive of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/TXHC/wav/arctic_b0321.wav,TXHC,Chinese,M,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/TXHC/wav/arctic_b0322.wav,TXHC,Chinese,M,there supply of grobbl is glon
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/TXHC/wav/arctic_b0323.wav,TXHC,Chinese,M,whickets began to chirp and the more geese and ducks flew overhead
not till the twentieth of may did the river break,data/l2arctic/TXHC/wav/arctic_b0324.wav,TXHC,Chinese,M,not till the twentieth of may did the river break
our mister howison will call upon you at your hotel,data/l2arctic/TXHC/wav/arctic_b0326.wav,TXHC,Chinese,M,our mister hoyson will call upon you at your hotel
he had been so easy,data/l2arctic/TXHC/wav/arctic_b0327.wav,TXHC,Chinese,M,e had been so easy
change chairs daylight commanded,data/l2arctic/TXHC/wav/arctic_b0328.wav,TXHC,Chinese,M,chanty pears teylight commanded
id sooner have my chips back,data/l2arctic/TXHC/wav/arctic_b0329.wav,TXHC,Chinese,M,te slinter have my cheaps back
they only had a little thirty thousand dollar fire,data/l2arctic/TXHC/wav/arctic_b0330.wav,TXHC,Chinese,M,they only haves a lettle thirty thousand dollar fire
his partners had starved and died on the stewart,data/l2arctic/TXHC/wav/arctic_b0331.wav,TXHC,Chinese,M,his potteners had starved and died on a steward
as to how she dressed he had no ideas at all,data/l2arctic/TXHC/wav/arctic_b0332.wav,TXHC,Chinese,M,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/TXHC/wav/arctic_b0333.wav,TXHC,Chinese,M,edss was her audicious answer
oh its just a novel a love story,data/l2arctic/TXHC/wav/arctic_b0334.wav,TXHC,Chinese,M,always just a novel a love story
whoever lived on the ranch did that,data/l2arctic/TXHC/wav/arctic_b0335.wav,TXHC,Chinese,M,who ever lived on the ranch did dut
how old are you mother,data/l2arctic/TXHC/wav/arctic_b0336.wav,TXHC,Chinese,M,i'll od ar you mother o
here he got a fresh thrill,data/l2arctic/TXHC/wav/arctic_b0337.wav,TXHC,Chinese,M,here he got a fairs thrill
it was unobtrusive yet it was there,data/l2arctic/TXHC/wav/arctic_b0338.wav,TXHC,Chinese,M,it was am abtrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/TXHC/wav/arctic_b0339.wav,TXHC,Chinese,M,whill i'llbe plum gosdarned
these quick little joys of hers were sources of joy to him,data/l2arctic/TXHC/wav/arctic_b0340.wav,TXHC,Chinese,M,these quick lettle joys of hers were sources of joy to anen
i play that choice wide open to win,data/l2arctic/TXHC/wav/arctic_b0341.wav,TXHC,Chinese,M,i play tho choice wide open twing
but how are you going to do it,data/l2arctic/TXHC/wav/arctic_b0343.wav,TXHC,Chinese,M,but how are you going to do it
lots of men take women buggy riding,data/l2arctic/TXHC/wav/arctic_b0344.wav,TXHC,Chinese,M,lots of men take women barkey riding
daylight made no answer and the door closed behind him,data/l2arctic/TXHC/wav/arctic_b0345.wav,TXHC,Chinese,M,tey let mic nolonter and the door closed behind him
theres not an iota of truth in it,data/l2arctic/TXHC/wav/arctic_b0346.wav,TXHC,Chinese,M,there was nowlen i owed of a truth an net
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/TXHC/wav/arctic_b0347.wav,TXHC,Chinese,M,ever his gaze returne into that acproach the venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/TXHC/wav/arctic_b0348.wav,TXHC,Chinese,M,would you be satisfied with is that one hundredt part of me
in such a tumbling of values was no time to sell,data/l2arctic/TXHC/wav/arctic_b0349.wav,TXHC,Chinese,M,an such a tumbling of vellues was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/TXHC/wav/arctic_b0350.wav,TXHC,Chinese,M,stand ull boocher and baker and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/TXHC/wav/arctic_b0351.wav,TXHC,Chinese,M,mas husan who's this bookkeeper rodgers
now just what do you want to know,data/l2arctic/TXHC/wav/arctic_b0352.wav,TXHC,Chinese,M,now just what do you want to know
i want to know how all this is possible,data/l2arctic/TXHC/wav/arctic_b0353.wav,TXHC,Chinese,M,i want to know how all this is possible
its that much junk,data/l2arctic/TXHC/wav/arctic_b0354.wav,TXHC,Chinese,M,it that much junk
there was proper division of labor in the work they individually performed,data/l2arctic/TXHC/wav/arctic_b0355.wav,TXHC,Chinese,M,there was proper division of labor ing work they individually performed
he loved to play chinese lottery,data/l2arctic/TXHC/wav/arctic_b0356.wav,TXHC,Chinese,M,he loved to play chinese lottery
the law of club and fang,data/l2arctic/TXHC/wav/arctic_b0357.wav,TXHC,Chinese,M,lov of a club and fan
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/TXHC/wav/arctic_b0358.wav,TXHC,Chinese,M,a temperature dropped ito fifty below the arow and there remained there the whole trip
this state of mind comes of an undue prominence of the ego,data/l2arctic/TXHC/wav/arctic_b0360.wav,TXHC,Chinese,M,this state of min comes from an undue prominence of the eagle
there are the canals of china and the yangtse river,data/l2arctic/TXHC/wav/arctic_b0361.wav,TXHC,Chinese,M,there are the conos of china and the jongsi river
we threaten to be of the one mind before the voyage is completed,data/l2arctic/TXHC/wav/arctic_b0362.wav,TXHC,Chinese,M,we strengthen to be of the wime mind before the waage is completed
she was built primarily to sail,data/l2arctic/TXHC/wav/arctic_b0363.wav,TXHC,Chinese,M,she was wilt primarily to sail
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/TXHC/wav/arctic_b0364.wav,TXHC,Chinese,M,in te bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/TXHC/wav/arctic_b0365.wav,TXHC,Chinese,M,my age in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/TXHC/wav/arctic_b0366.wav,TXHC,Chinese,M,i forgot how easily i had taught myself from the printed page
any average young fellow can teach himself in a week,data/l2arctic/TXHC/wav/arctic_b0367.wav,TXHC,Chinese,M,any avrage young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/TXHC/wav/arctic_b0368.wav,TXHC,Chinese,M,please do not think that i already know it all
you see we were teaching ourselves,data/l2arctic/TXHC/wav/arctic_b0369.wav,TXHC,Chinese,M,you see we were teaching ourselves
and now behold the perversity of things,data/l2arctic/TXHC/wav/arctic_b0370.wav,TXHC,Chinese,M,and now behold the perversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/TXHC/wav/arctic_b0371.wav,TXHC,Chinese,M,yield yourself to the waters that are ripping and are tearing at you
mister mcveigh told me about him,data/l2arctic/TXHC/wav/arctic_b0372.wav,TXHC,Chinese,M,mister macquay told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/TXHC/wav/arctic_b0373.wav,TXHC,Chinese,M,an like jouchevi i stood in no need of divine setence
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/TXHC/wav/arctic_b0374.wav,TXHC,Chinese,M,to say the least captain cook was a rather sorrow going ampryrisist
man could not conquer them,data/l2arctic/TXHC/wav/arctic_b0375.wav,TXHC,Chinese,M,man could not conquer them
a scarlet loincloth completed his costume,data/l2arctic/TXHC/wav/arctic_b0377.wav,TXHC,Chinese,M,a scarlet lion clothed completed his costume
i like to speculate upon the glorious future of man,data/l2arctic/TXHC/wav/arctic_b0378.wav,TXHC,Chinese,M,i lacked to speculate upon the gloryous an future al man
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/TXHC/wav/arctic_b0379.wav,TXHC,Chinese,M,qurithmush is aneathy problem compared with the polynegian giving fists
he had peeled off his shirt and was wildly waving it,data/l2arctic/TXHC/wav/arctic_b0380.wav,TXHC,Chinese,M,he had a peawed of his shirt end with wild leg waving it
and how would we ever find ourselves,data/l2arctic/TXHC/wav/arctic_b0381.wav,TXHC,Chinese,M,and how would we ever fan of herself
i defy any man to get a solomon island sore in california,data/l2arctic/TXHC/wav/arctic_b0382.wav,TXHC,Chinese,M,i defy any man to gether solomon alanda tor in california
a bush chief had died a natural death,data/l2arctic/TXHC/wav/arctic_b0383.wav,TXHC,Chinese,M,abushe shief had died a natural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/TXHC/wav/arctic_b0384.wav,TXHC,Chinese,M,the skippers and nacatas domestics served as a translation withour words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/TXHC/wav/arctic_b0385.wav,TXHC,Chinese,M,last night he told all the symptons of coming down with nuwmonia
my idea was that he would have more influence over the natives,data/l2arctic/TXHC/wav/arctic_b0386.wav,TXHC,Chinese,M,my rear was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/TXHC/wav/arctic_b0387.wav,TXHC,Chinese,M,it is merely the sinpol superative
i made no more overtures,data/l2arctic/TXHC/wav/arctic_b0388.wav,TXHC,Chinese,M,i met no more alverturs
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/TXHC/wav/arctic_b0389.wav,TXHC,Chinese,M,among my minor afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/TXHC/wav/arctic_b0390.wav,TXHC,Chinese,M,the voyage was our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/TXHC/wav/arctic_b0391.wav,TXHC,Chinese,M,at sea tuesday march seventeenth nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/TXHC/wav/arctic_b0392.wav,TXHC,Chinese,M,yes sir he answered with cheerful alacrity
the boy hesitated then mastered his temper,data/l2arctic/TXHC/wav/arctic_b0394.wav,TXHC,Chinese,M,the boy hesitated then mastered his temper
i was beneath the water suffocating and drowning,data/l2arctic/TXHC/wav/arctic_b0395.wav,TXHC,Chinese,M,i was beneath the water sufforcating and drowning
the pain from my hurt knee was agonizing,data/l2arctic/TXHC/wav/arctic_b0396.wav,TXHC,Chinese,M,the pain from my hurt knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/TXHC/wav/arctic_b0397.wav,TXHC,Chinese,M,the hunters wash still arguing and roaring like some sima human anfubious breed
i have been robbed sir i amended,data/l2arctic/TXHC/wav/arctic_b0398.wav,TXHC,Chinese,M,i have been robbed sir i amended
you were looking squeamish this afternoon he began,data/l2arctic/TXHC/wav/arctic_b0399.wav,TXHC,Chinese,M,you were looking scrimmish this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/TXHC/wav/arctic_b0400.wav,TXHC,Chinese,M,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/TXHC/wav/arctic_b0401.wav,TXHC,Chinese,M,i learnet it myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/TXHC/wav/arctic_b0402.wav,TXHC,Chinese,M,an altrue rystic act is an act performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/TXHC/wav/arctic_b0403.wav,TXHC,Chinese,M,knowing hend i reveawed to the ode to scantinavity and miss with clear understanding
yes and no sir was the slow reply,data/l2arctic/TXHC/wav/arctic_b0404.wav,TXHC,Chinese,M,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/TXHC/wav/arctic_b0405.wav,TXHC,Chinese,M,and each year something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/TXHC/wav/arctic_b0406.wav,TXHC,Chinese,M,how and how did he know it was you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/TXHC/wav/arctic_b0407.wav,TXHC,Chinese,M,of course much grumbling went on and little outbursts were continually occurring
you have all the advantage,data/l2arctic/TXHC/wav/arctic_b0408.wav,TXHC,Chinese,M,you have alld advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/TXHC/wav/arctic_b0409.wav,TXHC,Chinese,M,the turk mentioned by wof larson rested in its cheese on my heap
he gave no reason but his motive was obvious enough,data/l2arctic/TXHC/wav/arctic_b0411.wav,TXHC,Chinese,M,he give no reason but his motive was obvious enough
ah it was sweet in my ears,data/l2arctic/TXHC/wav/arctic_b0412.wav,TXHC,Chinese,M,ah it was sweet in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/TXHC/wav/arctic_b0413.wav,TXHC,Chinese,M,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/TXHC/wav/arctic_b0414.wav,TXHC,Chinese,M,it was impossible to hoist sail and claw off that shore
there was nothing for us but the wide raw ocean,data/l2arctic/TXHC/wav/arctic_b0415.wav,TXHC,Chinese,M,there was nothing for us but the wide raw ocean
i arose obediently and went down the beach,data/l2arctic/TXHC/wav/arctic_b0416.wav,TXHC,Chinese,M,i arose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/TXHC/wav/arctic_b0417.wav,TXHC,Chinese,M,the next thing to watch out for is bat sourset
at that moment i got the impression that she was willowy,data/l2arctic/TXHC/wav/arctic_b0418.wav,TXHC,Chinese,M,at that moment i got the impression that she was wealowing
your fathers fifth command he nodded,data/l2arctic/TXHC/wav/arctic_b0419.wav,TXHC,Chinese,M,your father's fifth commaund andhe nodded
